time	E1	E2	KKK	P_KKK	KK	P_KK	PP_KK	K	P_K	PP_K	KPase	KKPase	E1_KKK	E2_P_KKK	P_KKK_KK	P_KKK_P_KK	PP_KK_K	PP_KK_P_K	KKPase_PP_KK	KKPase_P_KK	KPase_PP_K	KPase_P_K	K_PP_norm	KK_PP_norm	KKK_P_norm	rel_K_PP_max
89.0	1.1917708815872516e-16	1.1997606347982213e-15	8.272491066291709e-15	2.3411631592086363e-16	6.209324710222696e-12	-3.828643447663656e-12	7.876335090134503e-13	-1.26802674751558e-13	2.454332469894071e-12	-7.827009644641509e-13	-1.1485041826467617e-12	-2.097589382021293e-15	8.229118281421056e-19	2.393652019748914e-19	3.755161107566819e-15	-1.829360649853873e-15	1.6171426149040275e-13	1.464857724103307e-12	-1.4988739117560706e-15	4.796457573383554e-15	1.46498415624818e-12	1.6350007381328345e-13	5.685829432979454e-13	2.010542716462956e-12	8.281565700940734e-13	6.317244320008637e-13
90.0	1.191795525446825e-16	1.1997467607309021e-15	8.247938486428896e-15	2.481023639643988e-16	6.325336203487317e-12	-3.908702954122489e-12	8.035606849128095e-13	-3.69172927036409e-13	2.4666526156563682e-12	-4.486767989642562e-13	-1.096402518720252e-12	-2.0942381400121802e-15	8.204474432297275e-19	2.532392696297596e-19	3.8520462569176284e-15	-1.915690702332576e-15	1.5224174037084352e-13	1.4224541064279678e-12	-1.588712563977851e-15	4.882942970013096e-15	1.4224999826200825e-12	1.5389272030635528e-13	8.115376740949138e-13	1.9805068518435245e-12	8.375670684856361e-13	9.016594364250322e-13
91.0	1.1918201693063984e-16	1.1997328866635833e-15	8.223385906566083e-15	2.620884120079339e-16	6.4413476967519365e-12	-3.988762460581322e-12	8.194878608121686e-13	-6.115431793212592e-13	2.4789727614186656e-12	-1.1465263346436313e-13	-1.0443008547937427e-12	-2.090886898003067e-15	8.179830583173495e-19	2.671133372846278e-19	3.948931406268437e-15	-2.0020207548112792e-15	1.427692192512843e-13	1.3800504887526288e-12	-1.6785512161996308e-15	4.969428366642637e-15	1.3800158089919852e-12	1.4428536679942717e-13	1.0544917577026411e-12	1.9504711151953164e-12	8.469775875069111e-13	1.1715937217891926e-12
92.0	1.191844813165972e-16	1.199719012596264e-15	8.19883332670327e-15	2.76074460051469e-16	6.557359190016557e-12	-4.068821967040156e-12	8.354150367115277e-13	-8.539134316061102e-13	2.491292907180963e-12	2.1937153203553156e-13	-9.92199190867233e-13	-2.0875356559939537e-15	8.155186734049714e-19	2.80987404939496e-19	4.045816555619245e-15	-2.0883508072899827e-15	1.332966981317251e-13	1.3376468710772895e-12	-1.7683898684214112e-15	5.0559137632721775e-15	1.3375316353638878e-12	1.3467801329249898e-13	1.2974451941237165e-12	1.920435506517512e-12	8.563881271579668e-13	1.4415272880962222e-12
93.0	1.1918694570255452e-16	1.1997051385289446e-15	8.174280746840457e-15	2.900605080950041e-16	6.6733706832811776e-12	-4.14888147349899e-12	8.513422126108868e-13	-1.0962836838909605e-12	2.5036130529432603e-12	5.533956975354254e-13	-9.400975269407234e-13	-2.084184413984841e-15	8.130542884925933e-19	2.9486147259436417e-19	4.142701704970054e-15	-2.1746808597686858e-15	1.2382417701216587e-13	1.2952432534019504e-12	-1.8582285206431915e-15	5.1423991599017184e-15	1.2950474617357907e-12	1.2507065978557087e-13	1.5403979833607234e-12	1.890400025809292e-12	8.657986874388709e-13	1.7114601353489905e-12
94.0	1.1918941008851187e-16	1.1996912644616258e-15	8.149728166977644e-15	3.0404655613853924e-16	6.789382176545797e-12	-4.228940979957823e-12	8.672693885102459e-13	-1.3386539361758115e-12	2.5159331987055577e-12	8.87419863035321e-13	-8.879958630142138e-13	-2.0808331719757275e-15	8.105899035802152e-19	3.087355402492324e-19	4.239586854320863e-15	-2.2610109122473893e-15	1.1435165589260664e-13	1.2528396357266113e-12	-1.948067172864972e-15	5.22888455653126e-15	1.2525632881076934e-12	1.154633062786427e-13	1.7833501254162495e-12	1.8603646730698425e-12	8.752092683496913e-13	1.9813922635503728e-12
95.0	1.1919187447446922e-16	1.1996773903943067e-15	8.125175587114831e-15	3.180326041820744e-16	6.905393669810418e-12	-4.309000486416657e-12	8.831965644096051e-13	-1.5810241884606625e-12	2.528253344467855e-12	1.2214440285352156e-12	-8.358941990877042e-13	-2.0774819299666147e-15	8.08125518667837e-19	3.226096079041006e-19	4.336472003671672e-15	-2.3473409647260923e-15	1.0487913477304738e-13	1.210436018051272e-12	-2.037905825086752e-15	5.315369953160801e-15	1.210079114479596e-12	1.0585595277171454e-13	2.02630162029288e-12	1.8303294482983425e-12	8.846198698904953e-13	2.2513236727032416e-12
96.0	1.1919433886042655e-16	1.1996635163269875e-15	8.100623007252019e-15	3.3201865222560944e-16	7.021405163075038e-12	-4.38905999287549e-12	8.991237403089642e-13	-1.8233944407455127e-12	2.5405734902301528e-12	1.5554681940351095e-12	-7.837925351611948e-13	-2.0741306879575014e-15	8.05661133755459e-19	3.364836755589688e-19	4.433357153022481e-15	-2.4336710172047954e-15	9.540661365348818e-14	1.168032400375933e-12	-2.127744477308532e-15	5.401855349790343e-15	1.1675949408514987e-12	9.62485992647864e-14	2.269252467993199e-12	1.8002943514939753e-12	8.940304920613509e-13	2.5212543628104683e-12
97.0	1.191968032463839e-16	1.1996496422596683e-15	8.076070427389206e-15	3.460047002691446e-16	7.137416656339658e-12	-4.469119499334324e-12	9.150509162083233e-13	-2.0657646930303637e-12	2.55289363599245e-12	1.8894923595350042e-12	-7.316908712346851e-13	-2.070779445948388e-15	8.031967488430809e-19	3.5035774321383697e-19	4.530242302373289e-15	-2.5200010696834985e-15	8.593409253392894e-14	1.125628782700594e-12	-2.217583129530313e-15	5.488340746419884e-15	1.1251107672234015e-12	8.664124575785824e-14	2.5122026685197957e-12	1.7702593826559225e-12	9.034411348623265e-13	2.791184333874929e-12
98.0	1.1919926763234126e-16	1.1996357681923494e-15	8.051517847526393e-15	3.599907483126797e-16	7.253428149604279e-12	-4.549179005793156e-12	9.309780921076824e-13	-2.308134945315214e-12	2.5652137817547475e-12	2.223516525034898e-12	-6.795892073081757e-13	-2.0674282039392752e-15	8.007323639307028e-19	3.6423181086870515e-19	4.6271274517240985e-15	-2.606331122162202e-15	7.646157141436974e-14	1.0832251650252548e-12	-2.307421781752093e-15	5.574826143049425e-15	1.0826265935953042e-12	7.70338922509301e-14	2.7551522218752534e-12	1.7402245417833664e-12	9.128517982934894e-13	3.061113585899494e-12
99.0	1.1920173201829858e-16	1.1996218941250302e-15	8.02696526766358e-15	3.7397679635621485e-16	7.3694396428689e-12	-4.629238512251991e-12	9.469052680070415e-13	-2.550505197600065e-12	2.577533927517045e-12	2.557540690534793e-12	-6.274875433816661e-13	-2.064076961930162e-15	7.982679790183247e-19	3.7810587852357334e-19	4.724012601074907e-15	-2.6926611746409046e-15	6.698905029481048e-14	1.0408215473499158e-12	-2.397260433973873e-15	5.661311539678967e-15	1.0401424199672068e-12	6.742653874400193e-14	2.99810112806216e-12	1.710189828875491e-12	9.222624823549083e-13	3.3310421188870383e-12
100.0	1.1920419640425594e-16	1.199608020057711e-15	8.002412687800766e-15	3.8796284439974985e-16	7.485451136133518e-12	-4.709298018710824e-12	9.628324439064006e-13	-2.792875449884915e-12	2.5898540732793418e-12	2.8915648560346867e-12	-5.753858794551567e-13	-2.0607257199210487e-15	7.958035941059467e-19	3.9197994617844153e-19	4.8208977504257154e-15	-2.778991227119608e-15	5.751652917525127e-14	9.984179296745767e-13	-2.4870990861956535e-15	5.747796936308508e-15	9.976582463391097e-13	5.781918523707382e-14	3.2410493870830996e-12	1.6801552439314767e-12	9.316731870466497e-13	3.600969932840434e-12
