time	comp1	BLL	IL	AL	A	BL	B	DLL	D	ILL	DL	I	ALL	kf_0	kr_0	kf_1	kr_1	kf_2	kr_2	kf_3	kr_3	kf_4	kr_4	kf_5	kr_5	kf_6	kr_6	kf_7	kr_7	kf_8	kr_8	kf_9	kr_9	kf_10	kr_10	kf_11	kr_11	kf_12	kr_12	kf_13	kr_13	kf_14	kr_14	kf_15	kr_15	kf_16	kr_16	t2	React0	React1	React2	React3	React4	React5	React6	React7	React8	React9	React10	React11	React12	React13	React14	React15	React16
27.0	1.0E-16	2.1616889057258375E-37	-1.2602994900577524E-32	-7.963844408721908E-36	3.3316984108148933E-26	-2.261023849305047E-36	6.64171822813105E-22	1.8711310879536793E-33	9.958842260638006E-22	4.766581464228414E-33	-3.53972688765618E-33	4.885152508930571E-25	1.4202658915665047E-35	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.8088190794440374E-32	-3.45870224916134E-33	-3.4567945237880206E-33	6.88076156913573E-35	-2.4542194606269203E-34	-1.1706440489317692E-24	2.1527000579488375E-32	5.04119796023101E-32	-3.8132651713827314E-32	-1.1707024514094997E-24	2.1771128815491763E-32	-3.576877807711714E-33	1.415890755062472E-32	-1.4969048703629434E-32	-1.1706353087319076E-24	-6.259020727636889E-34	2.3608371590587634E-34
28.0	1.0E-16	7.771004215267533E-39	-4.533737032811146E-34	-2.864898371461298E-37	3.337535160035659E-26	-8.13483231366624E-38	6.653417663950547E-22	5.340193493198985E-35	9.94714291177041E-22	1.7136221174783039E-34	-1.033724369155303E-34	4.884481790416551E-25	5.105681850785546E-37	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	6.507865850932992E-34	-1.2433606744428053E-34	-1.2426760309696222E-34	2.4752721929425617E-36	-8.822618238157424E-36	-1.1692434305215733E-24	7.744068717726294E-34	1.8134948131244586E-33	-1.3708976939826431E-33	-1.1693017630887651E-24	7.831834204417888E-34	-1.2859202781417152E-34	4.134897476621212E-34	-4.272154794559188E-34	-1.1692347404603661E-24	-2.2544638239757097E-35	8.504028265473133E-36
29.0	1.0E-16	2.7937329882593967E-40	-1.6302770152495468E-35	-1.0301858422942558E-38	3.3433649264022333E-26	-2.9253211403030674E-39	6.665103102329563E-22	1.5099536334581365E-36	9.935457560226244E-22	6.16073430649514E-36	-2.947984217919621E-36	4.883811975726613E-25	1.835530296699954E-38	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.340256912242454E-35	-4.4699727812150345E-36	-4.4675131121214884E-36	8.90080567742237E-38	-3.1717963526975205E-37	-1.167844525644757E-24	2.7846800330623213E-35	6.521108060998187E-35	-4.928587445196112E-35	-1.1679027884205136E-24	2.81623281756467E-35	-4.6230887289210726E-36	1.1791936871678484E-35	-1.2079629067665092E-35	-1.167835847348516E-24	-8.116009265632699E-37	3.0622477096460727E-37
30.0	1.0E-16	1.004398784358201E-41	-5.861562422961995E-37	-3.703974414915041E-40	3.349187717944809E-26	-1.0517968461081302E-40	6.67677456004249E-22	4.2168026614405546E-38	9.92378618924387E-22	2.214917809782224E-37	-8.243763751806118E-38	4.883142965906782E-25	6.59907193049962E-40	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	8.41437476886504E-37	-1.6070380549731217E-37	-1.6061539982751302E-37	3.200233894486596E-39	-1.1403196295903343E-38	-1.1664472957449313E-24	1.0012156306873157E-36	2.344624969184798E-36	-1.771934247825779E-36	-1.1665054888140093E-24	1.0125594723817807E-36	-1.6621019873136093E-37	3.2975055007224473E-37	-3.3734421291524437E-37	-1.1664386278797304E-24	-2.9208886949788306E-38	1.1023987416973832E-38
31.0	1.0E-16	3.611071983752602E-43	-2.1074254759598487E-38	-1.3317025309535606E-41	3.355003542996975E-26	-3.781624011478059E-42	6.688432053816885E-22	1.1578316975564434E-39	9.912128782096246E-22	7.963226990541523E-39	-2.256595390139317E-39	4.882474756625092E-25	2.372536150389643E-41	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.025299209182447E-38	-5.777715174004163E-39	-5.7745371014696974E-39	1.1505909867438765E-40	-4.099742467873304E-40	-1.1650517375614851E-24	3.599703822663541E-38	8.429701903839395E-38	-6.370581592433219E-38	-1.1651098610073807E-24	3.6404860329307084E-38	-5.975706632260705E-39	9.026381560557268E-39	-9.262653580451547E-39	-1.165043080068424E-24	-1.0510048235117573E-39	3.967719514900085E-40
32.0	1.0E-16	1.298291661466516E-44	-7.576848539247567E-40	-4.787886675415812E-43	3.360812409893169E-26	-1.3596271120500261E-43	6.70007560035948E-22	3.103841338476338E-41	9.900485322076781E-22	2.863029296998499E-40	-6.00758747697334E-41	4.881807346805187E-25	8.529998677165925E-43	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.0877016896400209E-39	-2.077266658346426E-40	-2.076124089616599E-40	4.136734087559262E-42	-1.473983771414272E-41	-1.1636578490503165E-24	1.2942057966072822E-39	3.030739415699027E-39	-2.290423437598799E-39	-1.1637159029561857E-24	1.3088676907783761E-39	-2.148453757025466E-40	2.403034990789336E-40	-2.4830730707810704E-40	-1.1636492019151877E-24	-3.7812151646514154E-41	1.427790038893078E-41
33.0	1.0E-16	4.667808723741538E-46	-2.7240859678074377E-41	-1.7213000828243317E-44	3.366614326958236E-26	-4.8838547013742374E-45	6.711705216356991E-22	8.029184775606953E-43	9.888855792498884E-22	1.0293587911635796E-41	-1.5355629456090546E-42	4.881140735486355E-25	3.066830322433832E-44	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.9070837610993903E-41	-7.468493957986459E-42	-7.464386085812211E-42	1.4872032715602226E-43	-5.299482797165662E-43	-1.1622656282119616E-24	4.652872115820804E-41	1.089634387122975E-40	-8.234870329308637E-41	-1.1623236126611242E-24	4.705741777340879E-41	-7.724440143938229E-42	6.142251782436218E-42	-6.423347820485562E-42	-1.1622569914224341E-24	-1.360200308368988E-42	5.13715893408717E-43
34.0	1.0E-16	1.67825328715734E-47	-9.816699788572E-43	-6.215862620519296E-46	3.372409302507078E-26	-1.8322134951121703E-46	6.72332091847617E-22	1.9615089934239567E-44	9.877240176695925E-22	3.700933573082852E-43	-3.6775957712610093E-44	4.880474921713105E-25	1.1026411702725203E-45	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.4657707960897362E-42	-2.685205259451744E-43	-2.6837283304356216E-43	5.370505304128672E-45	-1.905363942230915E-44	-1.160875073051192E-24	1.679327582585829E-42	3.9266799154288E-42	-2.9607468584662817E-42	-1.160932988126807E-24	1.6957672759097968E-42	-2.7772279601426062E-43	1.4710383085044037E-43	-1.5692071947391654E-43	-1.1608664465949455E-24	-4.903936779360487E-44	1.8481129757493174E-44
35.0	1.0E-16	6.0339945729339505E-49	-3.452243913504818E-44	-2.975375424908421E-47	3.3781973448446463E-26	-5.136712278555054E-47	6.734922723363824E-22	4.317297443221664E-46	9.865638458021219E-22	1.3306342616830344E-44	-7.788235182162408E-46	4.879809904531234E-25	3.9644378405214975E-47	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	4.109369822844043E-43	-9.654391316694321E-45	-9.649081164848627E-45	2.5707243671208758E-46	-6.850548588421148E-46	-1.1594861815752778E-24	7.484756068036916E-44	1.3808975654019272E-43	-1.0645074093464275E-43	-1.1595440273602866E-24	5.947843207313951E-44	-9.98524995152828E-45	3.115294072864963E-45	-3.453837954577331E-45	-1.1594775654398901E-24	-1.7251873685305497E-45	6.647990551483306E-46
36.0	1.0E-16	2.16947537978368E-50	-1.3209820680939946E-45	-3.615554015207015E-48	3.383978462265959E-26	-1.6009110605415349E-47	6.746510647646848E-22	7.437647486768069E-48	9.854050619847994E-22	4.7841908570917754E-46	-3.082851612572623E-47	4.879145682987681E-25	1.4253825030754105E-48	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.2807288484332279E-43	-3.4711606076538883E-46	-3.469251382176832E-46	3.123838669138861E-47	-2.463060965314309E-47	-1.1580989517937344E-24	7.825433622963225E-45	5.283928272375979E-45	-3.8273526856734203E-45	-1.1581567283709988E-24	2.2267400512816915E-45	-3.590118093629256E-46	1.2331406450290492E-46	-5.950117989414455E-47	-1.1580903459668209E-24	-6.601210918534887E-47	2.3912029108474754E-47
37.0	1.0E-16	7.800213693564136E-52	-2.892511035278448E-45	1.5476431435580447E-48	3.389752663056108E-26	1.8818710647474183E-47	6.758084707932244E-22	2.843321449988976E-50	9.842476645569379E-22	1.7201259652478342E-47	-8.121588774867718E-47	4.878482256130538E-25	5.124874068490355E-50	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.5054968517979346E-43	-1.2480341909702617E-47	-1.247347739874008E-47	-1.3371636760341506E-47	-8.855782390351333E-49	-1.1567133817184901E-24	-1.794109829177399E-45	1.157004414111379E-44	-1.3761007721982673E-46	-1.156771089170768E-24	5.063689917784126E-45	-1.2908045504809386E-47	3.2486355099470873E-46	-2.274657159991181E-49	-1.1567047861876729E-24	-1.4452809269862396E-46	8.600288627665173E-49
38.0	1.0E-16	2.8045286825670383E-53	1.3135704285201813E-45	-7.145805537745614E-49	3.395519955490273E-26	-8.623169586666829E-48	6.7696449208071445E-22	-6.041831152486511E-51	9.830916518598358E-22	6.1846285007944466E-49	2.1781130709613966E-47	4.877819623009025E-25	1.8426234050176715E-51	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	6.898535669333462E-44	-4.487245892107262E-49	-4.484777787422585E-49	6.17397598461221E-48	-3.1840532438705366E-50	-1.1553294693636768E-24	8.369386710756104E-46	-5.254281714080726E-45	-4.947702800635558E-48	-1.1553871077737915E-24	-2.2997969696175408E-45	-4.6410244046399684E-49	-8.712452283845587E-47	4.833464921989209E-50	-1.1553208841167575E-24	6.565238406915753E-47	3.0930392701355217E-50
39.0	1.0E-16	1.0083576409072019E-54	-5.124498265044651E-45	-5.547091941495759E-48	3.401280347833733E-26	-1.3828821248291057E-47	6.781191302838834E-22	-4.260409251681129E-52	9.819370222367768E-22	2.2236596110795955E-50	-9.908261536551884E-47	4.8771577826734985E-25	6.625082499202809E-53	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.1063056998632846E-43	-1.613372225451523E-50	-1.6124848267203607E-50	4.792687437452336E-47	-1.1448142558622454E-51	-1.1539472127460935E-24	1.3401285157420542E-44	2.04979930601786E-44	-1.7789276888636764E-49	-1.1540047821966434E-24	8.806517206139001E-45	-1.6686626349904163E-50	3.963304614620754E-46	3.408327401344903E-51	-1.1539386377707647E-24	-2.561060141137939E-46	1.1123410546499994E-51
40.0	1.0E-16	3.6255206863366367E-56	-4.302747293809228E-45	-1.3494609773234684E-48	3.40703384834188E-26	7.212565007075043E-48	6.79272387057478E-22	-2.149036334642259E-53	9.807837740330272E-22	7.99510344607949E-52	-9.744111771269856E-47	4.876496734175461E-25	2.382029219639041E-54	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-5.770052005660034E-44	-5.800833098138619E-52	-5.797642478463376E-52	1.1659342844074766E-47	-4.116146491536263E-53	-1.1525666098849114E-24	4.635156528786059E-45	1.7210989175236912E-44	-6.396082756863593E-51	-1.1526241104582718E-24	7.459993490828185E-45	-5.999627947396581E-52	3.897644708507942E-46	1.7192290677138073E-52	-1.1525580451687552E-24	-2.150204353492062E-46	4.0001305666413166E-53
41.0	1.0E-16	1.3035481397034478E-57	-2.9996650211253546E-45	6.696249575173874E-49	3.412780465260226E-26	1.4165858124971482E-47	6.804242640542649E-22	-9.551243912365645E-55	9.796319055958319E-22	2.8746221120650323E-53	-1.2206738162849784E-46	4.875836476567543E-25	8.564534658916714E-56	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.1332686499977185E-43	-2.0856770235255164E-53	-2.0845298421313574E-53	-5.785559632950228E-48	-1.4799515890608084E-54	-1.1511876588012922E-24	6.789172648651315E-48	1.1998660084501418E-44	-2.299697689652026E-52	-1.1512450905799968E-24	5.232709192164837E-45	-2.157153217594342E-53	4.882695265139914E-46	7.640995129892516E-54	-1.1511791043321604E-24	-1.4983677019831354E-46	1.4384572053020002E-54
42.0	1.0E-16	4.686887128757753E-59	3.136914161585616E-45	-5.74545892400067E-48	3.4185202068244194E-26	-4.353647199102872E-47	6.815747629250334E-22	-3.973415333540825E-56	9.78481415274414E-22	1.0335659002417178E-54	7.523278501812144E-47	4.875177008903508E-25	3.079365159494727E-57	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.4829177592822972E-43	-7.499019406012405E-55	-7.494894730189833E-55	4.964076510336579E-47	-5.321142995606888E-56	-1.1498103575192352E-24	1.0082816092928102E-44	-1.2547656646342464E-44	-8.268527201933742E-54	-1.1498677205855016E-24	-5.5722780008003844E-45	-7.756010760058969E-55	-3.0093114007248574E-46	3.1787322668326605E-55	-1.149801813284779E-24	1.5675542873725904E-46	5.172597599608838E-56
43.0	1.0E-16	1.6851653424719426E-60	-5.0746446734800974E-46	-7.724553205242253E-48	3.424253081260257E-26	-4.2130718693112573E-47	6.827238853185981E-22	-1.588042068145301E-57	9.773323014199715E-22	3.716175263301125E-56	-1.8996984596632785E-47	4.87451833023825E-25	1.107182507378769E-58	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	3.370457495449006E-43	-2.6962645479551076E-56	-2.6947815242355565E-56	6.674013969329307E-47	-1.913211372750513E-57	-1.1484347040647722E-24	1.568828235225914E-44	2.029857869392039E-45	-2.9729402106409003E-55	-1.148491998500835E-24	7.296557920614782E-46	-2.788665461798158E-56	7.598793838653114E-47	1.2704336545162408E-56	-1.1484261700527746E-24	-2.5350426985884526E-47	1.859993282132337E-57
44.0	1.0E-16	6.059001201460622E-62	6.74880525903328E-45	6.516340831311061E-48	3.429979096783691E-26	1.378522499550814E-47	6.838716328818005E-22	-6.180975623316527E-59	9.761845623856748E-22	1.336148416030115E-57	9.400347007073096E-47	4.873860439627806E-25	3.980867617411066E-60	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.1028179996406515E-43	-9.694401922336996E-58	-9.689069717495594E-58	-5.630118478252758E-47	-6.878939242886323E-59	-1.1470606964663493E-24	-1.606269462837625E-44	-2.699522103613312E-44	-1.068918732824092E-56	-1.1471179223544127E-24	-1.1613571785216385E-44	-1.0026628646361717E-57	-3.7601388028292385E-46	4.9447804986532215E-58	-1.1470521726646707E-24	3.3732745878757914E-46	6.688159250898555E-59
45.0	1.0E-16	2.1785120485781789E-63	-4.665817904014663E-45	-6.442369367641587E-48	3.435698261600848E-26	-2.0527212589945784E-47	6.850180072595121E-22	-2.361642828290885E-60	9.75038196526665E-22	4.804117524559868E-59	-7.032973484573791E-47	4.873203336129325E-25	1.4313197471525158E-61	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.6421770071956627E-43	-3.485619277725086E-59	-3.483702084333073E-59	5.566207133642332E-47	-2.473320523079547E-60	-1.1456883327549964E-24	1.4983554430645E-44	1.8663271616058653E-44	-3.843294019647894E-58	-1.1457454901770006E-24	7.990642121037829E-45	-3.6050712454629905E-59	2.8131893938295164E-46	1.8893142626327077E-59	-1.1456798191513512E-24	-2.3320649951891827E-46	2.404892733673883E-60
46.0	1.0E-16	7.832839523931631E-65	9.532266638718646E-46	-1.4214417004691068E-48	3.4414105839080323E-26	-1.1352281090276975E-47	6.861630100946363E-22	-8.90296456369348E-62	9.738932022000504E-22	1.7273203169966645E-60	7.099802436721952E-48	4.872547018801094E-25	5.146309791356224E-63	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	9.08182487222158E-44	-1.2532543238290608E-60	-1.2525649967698678E-60	1.2281256292053083E-47	-8.892823319463557E-62	-1.1443176109638602E-24	2.4189537175493454E-45	-3.8129066554874584E-45	-1.3818562535973316E-59	-1.1443747000017272E-24	-1.6868300128913563E-45	-1.296203260940174E-60	-2.839920974688781E-47	7.122371650954783E-61	-1.1443091075460548E-24	4.765281343066917E-47	8.647285142459756E-62
47.0	1.0E-16	2.816299041149315E-66	-6.774053647463011E-46	-5.553558241813698E-48	3.4471160718917444E-26	-2.9229778738589483E-47	6.873066430281108E-22	-3.322749345689564E-63	9.727495777649059E-22	6.210583652403762E-62	-3.2494662915360863E-47	4.871891486702527E-25	1.8503567302551462E-64	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	2.3383822990871587E-43	-4.506078465838904E-62	-4.503599988338078E-62	4.798274320927035E-47	-3.197416429880893E-63	-1.1429485291285447E-24	1.1416878346552898E-44	2.7096214589852043E-45	-4.96846692192301E-61	-1.1430055498640717E-24	1.0684472035585619E-45	-4.660501412396018E-62	1.2997865166144345E-46	2.6581994765516512E-62	-1.1429400358843742E-24	-3.3831274641816624E-47	3.109279125416709E-63
48.0	1.0E-16	1.0126014202267072E-67	-2.5316931293363368E-45	9.593196237449622E-49	3.4528147337286904E-26	1.424214063865142E-47	6.884489076989102E-22	-1.2306647452242901E-64	9.71607321582269E-22	2.2330177618578565E-63	-8.369530405621462E-47	4.871236738894161E-25	6.652964850420455E-66	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.1393712510921134E-43	-1.6201622723627316E-63	-1.6192711346141962E-63	-8.288521549156474E-48	-1.1496323261526548E-64	-1.1415810852870247E-24	-7.770574860365119E-46	1.0126772517345349E-44	-1.7864142094862852E-62	-1.1416380378018648E-24	4.424188539576564E-45	-1.6756850900964547E-63	3.3478121622485853E-46	9.845317961794321E-64	-1.141572602204252E-24	-1.264842221019494E-46	1.1179856786231973E-64
49.0	1.0E-16	3.640813922644684E-69	1.3156254675229295E-45	1.9883970827291114E-48	3.4585065775857924E-26	6.745280375863102E-48	6.895898057440483E-22	-4.531180998712199E-66	9.704664320151382E-22	8.028827479768754E-65	-2.2210766312273037E-49	4.87058277443766E-25	2.392077136137077E-67	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-5.396224300690482E-44	-5.825302276231495E-65	-5.8220981850254865E-65	-1.7179750794779523E-47	-4.133509291244869E-66	-1.1402152774794781E-24	-4.571321557815562E-45	-5.262501870091718E-45	-6.423061983815003E-64	-1.1402721618552837E-24	-2.249718631397724E-45	-6.024934831385276E-65	8.884306524909215E-49	3.6249447989697587E-65	-1.1402068045459774E-24	6.5781539905342225E-47	4.019851157082832E-66
50.0	1.0E-16	1.3090570907252E-70	-1.558451034680741E-45	-4.3350111874140645E-48	3.4641916116202017E-26	-1.9274296578100148E-47	6.907293387985802E-22	-1.66061565802933E-67	9.693269074284705E-22	2.8867702977327387E-66	-3.1515740898122745E-47	4.869929592395804E-25	8.600729405743902E-69	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.5419437262480118E-43	-2.0944913451603197E-66	-2.0933393118451322E-66	3.7454496659257515E-47	-1.4862060413125466E-67	-1.138851103748454E-24	9.372272098361516E-45	6.233804138722965E-45	-2.309416238186191E-65	-1.1389079200668512E-24	2.62565482827432E-45	-2.1662693530486404E-66	1.2606296359249098E-46	1.328492526423464E-66	-1.1388426409521856E-24	-7.788473284495931E-47	1.4453778876560048E-67
51.0	1.0E-16	4.706724924201336E-72	-2.5313567784683273E-45	1.8675319364884782E-48	3.4698698439793115E-26	1.939958580199729E-47	6.918675084956046E-22	-6.063648800645883E-69	9.681887461891786E-22	1.0379404956972816E-67	-5.38649120999681E-47	4.869277191832497E-25	3.092398929443019E-70	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	-1.5519668641597834E-43	-7.530759878722138E-68	-7.526617733497127E-68	-1.6135475931260454E-47	-5.343665350077538E-69	-1.1374885621391696E-24	-2.5950913517187826E-45	1.0125427113873309E-44	-8.303523965578252E-67	-1.1375453104814294E-24	4.4416313034741865E-45	-7.788838229259375E-68	2.154596483998724E-46	4.850919040516706E-68	-1.1374801094678517E-24	-1.2650320102889641E-46	5.196978857047183E-69
52.0	1.0E-16	1.6923070007535304E-73	1.0976670677094847E-46	-2.2728007084023376E-48	3.4755412828007657E-26	-1.332924463862395E-47	6.930043164662668E-22	-2.207647818007707E-70	9.670519466661301E-22	3.731923980571213E-69	-9.546313742463605E-49	4.868625571812766E-25	1.1118746987762442E-71	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	1.066339571089916E-43	-2.707691201205649E-69	-2.7062018891731183E-69	1.9636998120596197E-47	-1.9213194794853504E-70	-1.1361276506986211E-24	4.4946721380012916E-45	-4.390668270837939E-46	-2.9855391844569706E-68	-1.1361843311462236E-24	-2.3610916384323676E-46	-2.8004834845074337E-69	3.818525496985442E-48	1.7661182544061656E-69	-1.1361192081402923E-24	5.489480896196519E-48	1.868611167667216E-70
53.0	1.0E-16	6.084705590124689E-75	-5.4078316270132405E-46	-1.6026322836804303E-48	3.4812059362124733E-26	-7.231624621096518E-48	6.941397643397601E-22	-8.018779303206648E-72	9.659165072301438E-22	1.3418167409933658E-70	-2.041357477491174E-48	4.867974731402757E-25	3.997755839834705E-73	0.0	8000.0	0.0	16000.0	30000.0	700.0	0.0	8.64	0.0	17.28	0.54	10800.0	130.0	2740.0	0.0	4.0	0.0	8.0	19.7	3.74	19.85	1.74	20.0	0.81	0.0	4.0	0.0	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	20.0	5.785299696877215E-44	-9.735528944199502E-71	-9.730174108468865E-71	1.384674293099892E-47	-6.90812209123437E-72	-1.1347683674766421E-24	3.451101256541832E-45	2.1631326508052962E-45	-1.0734533927946925E-69	-1.1348249801107737E-24	9.091504522692473E-46	-1.0069164434079322E-70	8.165429909964696E-48	6.415023442565318E-71	-1.1347599350191584E-24	-2.7036708506093214E-47	6.718706240130676E-72
