time	comp1	BLL	IL	AL	A	BL	B	DLL	D	ILL	DL	I	ALL	L	kf_0	kr_0	kf_1	kr_1	kf_2	kr_2	kf_3	kr_3	kf_4	kr_4	kf_5	kr_5	kf_6	kr_6	kf_7	kr_7	kf_8	kr_8	kf_9	kr_9	kf_10	kr_10	kf_11	kr_11	kf_12	kr_12	kf_13	kr_13	kf_14	kr_14	kf_15	kr_15	kf_16	kr_16	React0	React1	React2	React3	React4	React5	React6	React7	React8	React9	React10	React11	React12	React13	React14	React15	React16
26.0	1.0E-16	2.6949895260313754E-26	1.88475903351228E-25	1.6842211295520592E-26	5.953535115820256E-29	3.575899695461909E-25	1.186955894481343E-24	6.822322104180298E-23	7.516481768915227E-28	2.8390559024859367E-23	4.529011359093042E-25	3.1280090563873347E-28	1.1553809394177649E-24	8.033919689778969E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	5.274310233386333E-26	-2.709595843293471E-25	-2.6979978302272094E-25	-2.0260366209612846E-27	3.313633088361198E-25	-2.0256094886624316E-27	3.390370912783931E-25	1.5930326022930905E-30	5.568448471330952E-27	2.9710307277271337E-30	6.3698223849470296E-27	1.1126597821920707E-25	-2.172026353806419E-31	-6.533867092257126E-29	1.4738067469666847E-29	8.880313804470236E-27	1.337660085992805E-24
27.0	1.0E-16	2.5817268762464494E-26	1.8058378534201815E-25	1.6136678290434767E-26	5.70493936634333E-29	3.426099126781539E-25	1.1373935499800147E-24	6.952997765563463E-23	7.662627323419111E-28	2.719789261773896E-23	4.6164155214697575E-25	2.9974539737787435E-28	1.1068239222606966E-24	8.03278005143429E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	5.0364247616689095E-26	-2.597894017240476E-25	-2.5868270855269844E-25	-1.9413310195417177E-27	3.1744074350774344E-25	-1.9409345758717267E-27	3.2479013236874884E-25	1.513201797429675E-30	5.333334266614399E-27	2.8252689763859586E-30	6.0972775700185746E-27	1.061854248453702E-25	-2.114338116142481E-31	-6.359516862772252E-29	1.4067754590083427E-29	8.475219404524537E-27	1.2764586577001864E-24
28.0	1.0E-16	2.4736486468373316E-26	1.7305086051864588E-25	1.5463253404699368E-26	5.467591760744056E-29	3.2831160248711015E-25	1.0900737169661142E-24	7.077694627765525E-23	7.802164394413636E-28	2.605982168880129E-23	4.69984412627504E-25	2.8728063651609254E-28	1.0604895284352217E-24	8.031692019089219E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	4.80919358169748E-26	-2.491318734559288E-25	-2.4807585345568315E-25	-1.8604700913845532E-27	3.0415429259108404E-25	-1.8601029986563854E-27	3.1119399444804602E-25	1.4365889678438827E-30	5.108788209156437E-27	2.6859962963928898E-30	5.837082780838647E-27	1.013350007753855E-25	-2.055629941622208E-31	-6.182174328464942E-29	1.3427772098474994E-29	8.088561730779291E-27	1.2180587489068781E-24
29.0	1.0E-16	2.3705173105941516E-26	1.658608539225035E-25	1.4820482067827844E-26	5.240988502876897E-29	3.1466415262788393E-25	1.0448959569733054E-24	7.196686376872656E-23	7.935388605858678E-28	2.4973844648236077E-23	4.779477087871273E-25	2.753801614196149E-28	1.0162759270035292E-24	8.030653277691305E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	4.592149114920484E-26	-2.389633941032166E-25	-2.3795572422493383E-25	-1.7832805691201752E-27	2.9147491562404807E-25	-1.782941545119777E-27	2.9821897577662E-25	1.363084663478602E-30	4.8943431261088765E-27	2.5529313573886623E-30	5.588683221226647E-27	9.670437499935789E-26	-1.9962671231302702E-31	-6.002935338210707E-29	1.2816761438277706E-29	7.719505445580623E-27	1.162331995889332E-24
30.0	1.0E-16	2.2721062419260897E-26	1.5899822159334824E-25	1.4206975021021067E-26	5.024647908107519E-29	3.0163806373233194E-25	1.001764239582738E-24	7.310234158495263E-23	8.0625826392014735E-28	2.393757474305701E-23	4.855486258793824E-25	2.6401867206792937E-28	9.740859607050124E-25	8.029661614121861E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	4.3848434590229125E-26	-2.292614517420302E-25	-2.2829991568177915E-25	-1.709596884996057E-27	2.7937489587952696E-25	-1.7092847009335182E-27	2.8583672760543035E-25	1.292581190960189E-30	4.6895518063525324E-27	2.425804363125477E-30	5.351548594842263E-27	9.228367222406436E-26	-1.93657087805958E-31	-5.82276270589036E-29	1.2233423686692293E-29	7.367252728612153E-27	1.1091559272509076E-24
31.0	1.0E-16	2.178199214850204E-26	1.5244811829731792E-25	1.3621405435641347E-26	4.8181094726847696E-29	2.892051622032358E-25	9.60586756913234E-25	7.418587153449307E-23	8.184016775213069E-28	2.2948734766979143E-23	4.92803578398438E-25	2.53171981144872E-28	9.338269307358265E-25	8.028714912876324E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	4.186847634914017E-26	-2.200045767423508E-25	-2.190870600172687E-25	-1.639260838296595E-27	2.678277802051625E-25	-1.638974316808713E-27	2.7402019276336624E-25	1.2249728114600686E-30	4.493986208394367E-27	2.3043566370781083E-30	5.125172060147571E-27	8.80634534634215E-26	-1.8768225735498582E-31	-5.642499119172138E-29	1.1676517044218033E-29	7.03104162078777E-27	1.0584136925075655E-24
32.0	1.0E-16	2.0885899242404557E-26	1.4619636663088398E-25	1.3062506154381768E-26	4.620932978767286E-29	2.773385416155313E-25	9.212757452173498E-25	7.52198312691779E-23	8.299949415329E-28	2.2005152015573584E-23	4.997282440068732E-25	2.428169670052154E-28	8.954103915005678E-25	8.027811151912836E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.997750854416507E-26	-2.1117229301225484E-25	-2.1029677826074247E-25	-1.5721212762890197E-27	2.5680832158159055E-25	-1.5718592894978856E-27	2.627435470130315E-25	1.1601558999270032E-30	4.3072366935485615E-27	2.188340217649662E-30	4.909069226739951E-27	8.403469739675153E-26	-1.8172677565115798E-31	-5.462879387608111E-29	1.114485442042129E-29	6.710144438735952E-27	1.0099938032556659E-24
33.0	1.0E-16	2.0030815292471832E-26	1.4022942744630294E-25	1.2529067050290566E-26	4.4326976340539784E-29	2.6601250662190865E-25	8.837473133740496E-25	7.620648952321987E-23	8.410627583072669E-28	2.1104753475195158E-23	5.063375960257658E-25	2.329315284613278E-28	8.587519548688799E-25	8.026948398663831E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.8171598117743087E-26	-2.0274507155708796E-25	-2.019096340608853E-25	-1.5080337882188894E-27	2.462924242780027E-25	-1.5077952558428774E-27	2.519821430519674E-25	1.0980290802484046E-30	4.128911285841477E-27	2.077517463267635E-30	4.702777191700615E-27	8.018878246951763E-26	-1.7581197336636652E-31	-5.284541166071304E-29	1.063730111309767E-29	6.40386625708423E-27	9.637898863318944E-25
34.0	1.0E-16	1.9214862178493295E-26	1.3453437154591425E-25	1.201993249896761E-26	4.253001244968455E-29	2.5520251926317504E-25	8.479212780688593E-25	7.714801111074385E-23	8.51628740614238E-28	2.0245561234728887E-23	5.12645934543176E-25	2.234945413345389E-28	8.237711034920874E-25	8.026124806205422E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.6446979962683897E-26	-1.9470428624977614E-25	-1.9390708966220586E-25	-1.4468604118885704E-27	2.362570914885297E-25	-1.4466442994091188E-27	2.417124570415109E-25	1.0384933366715627E-30	3.958634956777036E-27	1.9716606676101916E-30	4.505853614616258E-27	7.651746971134788E-26	-1.6995627876117013E-31	-5.108034881981831E-29	1.015277257798986E-29	6.111543455843902E-27	9.197004484035518E-25
35.0	1.0E-16	1.8436247915511903E-26	1.2909885259439384E-25	1.1533998959405809E-26	4.0814594223520646E-29	2.4488514758709487E-25	8.137210054532882E-25	7.804646169330337E-23	8.617154579743328E-28	1.9425688109724283E-23	5.186669161953432E-25	2.144858167161011E-28	7.903910127561863E-25	8.02533860957945E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.48000502665215E-26	-1.8703217169932224E-25	-1.8627146397326346E-25	-1.3884693523645856E-27	2.266803753383982E-25	-1.3882746692473659E-27	2.3191203755041786E-25	9.814520970180146E-31	3.7960489350260436E-27	1.870551685138428E-30	4.31787582996005E-27	7.301288624705677E-26	-1.6417551712417595E-31	-4.933832739267125E-29	9.690232286235857E-30	5.83254233028528E-27	8.776286514542501E-25
36.0	1.0E-16	1.7693262692824918E-26	1.2391108119980584E-25	1.1070212659103256E-26	3.91770481862791E-29	2.3503801648268094E-25	7.810732590768054E-25	7.89038123280315E-23	8.713444811744006E-28	1.8643333468983974E-23	5.244135826731679E-25	2.0588606088306005E-28	7.585383809676699E-25	8.024588122263132E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.3227360078468385E-26	-1.7971178311749555E-25	-1.7898589262135664E-25	-1.3327347123684124E-27	2.1754132915370613E-25	-1.3325605103393606E-27	2.225594568056021E-25	9.268113010086641E-31	3.6408100398959645E-27	1.773981567053702E-30	4.1384399955374715E-27	6.966750947638047E-26	-1.5848318374164164E-31	-4.762336832937579E-29	9.248689666743722E-30	5.566257760782491E-27	8.37482098655561E-25
37.0	1.0E-16	1.6984275096052814E-26	1.1895980011599247E-25	1.0627567379221816E-26	3.7613863954084865E-29	2.2563976064011097E-25	7.499080538867094E-25	7.972194380657575E-23	8.805364250232928E-28	1.7896779254145487E-23	5.298983880048227E-25	1.9767683681490396E-28	7.281432673878358E-25	8.023871732781296E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.1725609092871323E-26	-1.7272695808643273E-25	-1.7203428990066916E-25	-1.279536233917641E-27	2.0881996189317317E-25	-1.279381605293397E-27	2.136342641466478E-25	8.744794488192823E-31	3.492590039851694E-27	1.6817502077310722E-30	3.9671602757262044E-27	6.647415189887068E-26	-1.5289068212549188E-31	-4.5938865182731803E-29	8.827198130717246E-30	5.312111940193836E-27	7.991726301393835E-25
38.0	1.0E-16	1.6307728503738137E-26	1.142342605205148E-25	1.0205102335716419E-26	3.612168720532854E-29	2.1666997954960573E-25	7.201585160938522E-25	8.050265079449149E-23	8.893109894046155E-28	1.718438618324586E-23	5.351332246636308E-25	1.8984052725756426E-28	6.991389377495178E-25	8.023187901456294E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	3.029163962782358E-26	-1.660622801332988E-25	-1.6540131251832807E-25	-1.2287590507956914E-27	2.0049719464483284E-25	-1.2286231268680947E-27	2.0511694158576022E-25	8.243676328442444E-31	3.351075033228595E-27	1.5936660016818466E-30	3.803668058275174E-27	6.342594656120697E-26	-1.4740755231516734E-31	-4.428765161676104E-29	8.424853175592675E-30	5.0695531564293834E-27	7.6261612820890335E-25
39.0	1.0E-16	1.5662137650339028E-26	1.097241993239841E-25	9.801900152502556E-27	3.4697312935338913E-29	2.0810919445565917E-25	6.917607487050889E-25	8.124764578031761E-23	8.976869986829552E-28	1.650459012968556E-23	5.401294485486794E-25	1.823602992821325E-28	6.71461716907465E-25	8.022535157290773E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.892243083552526E-26	-1.5970304402633082E-25	-1.5907232505460247E-25	-1.1802934514391881E-27	1.9255481909483594E-25	-1.1801754009122785E-27	1.9698886137868885E-25	7.763895563080933E-31	3.215964851963654E-27	1.5095455110008002E-30	3.6476112034433864E-27	6.051633310399378E-26	-1.4204166410701586E-31	-4.2672062138969423E-29	8.040790565687082E-30	4.838054627940791E-27	7.277323315478969E-25
40.0	1.0E-16	1.5046085347868806E-26	1.0541981746822234E-25	9.417084922871788E-27	3.3337678985532874E-29	1.9993880718604043E-25	6.646537025267212E-25	8.195856284312731E-23	9.056824395191705E-28	1.5855898668415836E-23	5.448979028839914E-25	1.752200702865614E-28	6.450508482901661E-25	8.021912094978567E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.7615093093908816E-26	-1.5363522270806933E-25	-1.530333670521159E-25	-1.1340346518445803E-27	1.8497545787975457E-25	-1.1339336793255312E-27	1.8923224551655733E-25	7.30461539138521E-31	3.0869724881330013E-27	1.4292131432578462E-30	3.498653324298139E-27	5.773904438649358E-26	-1.3679940697496105E-31	-4.109398647986228E-29	7.674184586905066E-30	4.617113389950328E-27	6.944446580090391E-25
41.0	1.0E-16	1.445821935879812E-26	1.0131175917224302E-25	9.049820355502212E-27	3.203985983740097E-29	1.9214106077791163E-25	6.387790524468203E-25	8.263696124693689E-23	9.133144971494416E-28	1.5236887781560235E-23	5.494489410804599E-25	1.6840447538958645E-28	6.198483598365693E-25	8.0213173720390915E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.636686261205557E-26	-1.4784543578768076E-25	-1.4727112165495977E-25	-1.089882578106516E-27	1.7774252673751446E-25	-1.0897979226475006E-27	1.8183012705244595E-25	6.865025137477484E-31	2.96382354117821E-27	1.3525008397458603E-30	3.356473097016066E-27	5.50880936675957E-26	-1.3168585087441335E-31	-3.9554918636151975E-29	7.324246372899993E-30	4.406249229315599E-27	6.626800355816875E-25
42.0	1.0E-16	1.389724941318581E-26	9.73910920865667E-26	8.699308001546168E-27	3.0801060661885757E-29	1.8469900182628382E-25	6.140810788082642E-25	8.328432886996575E-23	9.205995901817898E-28	1.4646198716049868E-23	5.537924486031805E-25	1.6189883616715765E-28	5.957989361161453E-25	8.020749706070728E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.5175096223484206E-26	-1.423209195145713E-25	-1.417728857274885E-25	-1.0477416582128518E-27	1.708401983760294E-25	-1.0476725919034821E-27	1.7476631318039566E-25	6.44434009977838E-31	2.8462556866260526E-27	1.2792477739798089E-30	3.2207636000653773E-27	5.255776232251391E-26	-1.2670489546565261E-31	-3.805600362697661E-29	6.990222300139735E-30	4.205003666004519E-27	6.323687411585345E-25
43.0	1.0E-16	1.3361944363335615E-26	9.364928831785815E-26	8.364785559407909E-27	2.9618611614915553E-29	1.7759644448281233E-25	5.905065536884172E-25	8.39020854763675E-23	9.275534039626969E-28	1.4082534986202003E-23	5.579378638852663E-25	1.5568913068276185E-28	5.7284979634491705E-25	8.020207872118793E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.4037266376459113E-26	-1.370494981659527E-25	-1.3652654137351433E-25	-1.0075206227318968E-27	1.6425336798216921E-25	-1.007466449342647E-27	1.68025349987929E-25	6.0418013284953525E-31	2.734018165242935E-27	1.209300060307032E-30	3.091231681173846E-27	5.014258807471933E-26	-1.2185940411708724E-31	-3.659807654211888E-29	6.671392449382856E-30	4.012938979230587E-27	6.034442467384591E-25
44.0	1.0E-16	1.2851129469591876E-26	9.007820628731292E-26	8.045525253951886E-27	2.8489962370073747E-29	1.7081793603565582E-25	5.680046319057081E-25	8.449158583769907E-23	9.341909225653363E-28	1.3544659514505392E-23	5.618941983277321E-25	1.4976196476416626E-28	5.509505780236485E-25	8.019690700153801E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.2950956300142742E-26	-1.3201955677759061E-25	-1.315205287977105E-25	-9.691323140406582E-28	1.5796762029692716E-25	-9.690923677140587E-28	1.6159248880708943E-25	5.656675318738678E-31	2.6268712917346073E-27	1.1425104724709127E-30	2.96759735102045E-27	4.783735372360094E-26	-1.1715133062932406E-31	-3.5181699303235993E-29	6.367069131129911E-30	3.8296372763723686E-27	5.758430727200307E-25
45.0	1.0E-16	1.2363683811187992E-26	8.667007338761705E-26	7.740832287006297E-27	2.7412676879607304E-29	1.6434872400376216E-25	5.4652674657780835E-25	8.505412271105579E-23	9.40526459449744E-28	1.3031391904192981E-23	5.656700554235608E-25	1.4410454448029478E-28	5.300532259372543E-25	8.019197072655837E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.1913855366582012E-26	-1.2722001515412325E-25	-1.2674382043828377E-25	-9.324935037522346E-28	1.5196919818634867E-25	-9.324671477423616E-28	1.5545365409182848E-25	5.288253666827911E-31	2.5245859829488145E-27	1.0787381719612911E-30	2.8495932026213362E-27	4.5637076348772495E-26	-1.1258181982033087E-31	-3.380719361344131E-29	6.076595472675047E-30	3.654699602872579E-27	5.4950464795638215E-25
46.0	1.0E-16	1.1898537816347249E-26	8.341746940465833E-26	7.450043356146767E-27	2.6384428355205656E-29	1.581747246815028E-25	5.260265090606468E-25	8.559092968047928E-23	9.465736868440119E-28	1.2541605837484825E-23	5.692736490426374E-25	1.3870464977315208E-28	5.1011188626675715E-25	8.018725922301007E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	2.09237546117675E-26	-1.2264030309730765E-25	-1.221858963125136E-25	-8.975247180136679E-28	1.4624497264050571E-25	-8.975113434718226E-28	1.4959541275322129E-25	4.9358526372628335E-31	2.4269433041409216E-27	1.0178484459626773E-30	2.7369638554078083E-27	4.353699697243383E-26	-1.0815131538978822E-31	-3.247467187400695E-29	5.79934406444479E-30	3.4877450913817526E-27	5.243711762576662E-25
47.0	1.0E-16	1.1454670906108189E-26	8.031331067148622E-26	7.172525238862204E-27	2.540299446021519E-29	1.5228249307206995E-25	5.064596131021526E-25	8.610318386793821E-23	9.523456638943686E-28	1.2074226593671677E-23	5.727128209128521E-25	1.3355060920094812E-28	4.910828055768041E-25	8.018276229745992E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.997854244287044E-26	-1.1827033679548438E-25	-1.178367205172205E-25	-8.64150070355676E-28	1.4078241413612279E-25	-8.641490951616186E-28	1.4400494488665656E-25	4.5988127272128645E-31	2.333734034043671E-27	9.597124546931445E-31	2.6294654230287216E-27	4.153257066202378E-26	-1.0385964396063977E-31	-3.1184061578912614E-29	5.534715663374165E-30	3.328410148478889E-27	5.003875090420579E-25
48.0	1.0E-16	1.1031109246605329E-26	7.73508349232856E-26	6.907673439317582E-27	2.446625270518749E-29	1.4665919415045002E-25	4.877837430492599E-25	8.659200851988958E-23	9.578548636306827E-28	1.162822868148303E-23	5.7599505733131265E-25	1.2863127574980303E-28	4.729242344528408E-25	8.017847021506916E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.907620050082561E-26	-1.1410049631674753E-25	-1.1368671882864107E-25	-8.322971017870067E-28	1.3556956530114558E-25	-8.323079694245402E-28	1.3867001582832814E-25	4.276498154905846E-31	2.244758246538786E-27	9.04206987930178E-31	2.5268650039370737E-27	3.9619457055561095E-26	-9.970609614279214E-32	-2.993513106464723E-29	5.282137951133332E-30	3.1763476773667052E-27	4.77501023850284E-25
49.0	1.0E-16	1.0626923604784133E-26	7.452358682337212E-26	6.65491089503898E-27	2.35721760388992E-29	1.4129257539913746E-25	4.699584859514803E-25	8.705847547514962E-23	9.631131987926658E-28	1.1202633580444854E-23	5.7912750513830665E-25	1.2393600367267647E-28	4.555963355726777E-25	8.017437367928803E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.8214799692829005E-26	-1.1012160415474363E-25	-1.0972675735042128E-25	-8.018966278368738E-28	1.305950148224336E-25	-8.019188063119837E-28	1.3357894948106363E-25	3.968296348844022E-31	2.1598249096821617E-27	8.512142305041644E-31	2.4289401938563052E-27	3.779351129322237E-26	-9.568949800152001E-32	-2.8727511024845794E-29	5.041064345082625E-30	3.0312263350026383E-27	4.556615084520632E-25
50.0	1.0E-16	1.0241227302762599E-26	7.182540413140213E-26	6.4136867409513355E-27	2.271882862721416E-29	1.3617094056199073E-25	4.529452474089855E-25	8.750360751953824E-23	9.681320465607165E-28	1.0796507586179376E-23	5.821169869853739E-25	1.1945462631539913E-28	4.390610960071915E-25	8.017046381242052E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.7392496372219232E-26	-1.0632490477640467E-25	-1.0594812215611155E-25	-7.728825922598554E-28	1.2584787254033675E-25	-7.729155730607682E-28	1.287206028521356E-25	3.673617391938659E-31	2.078751500801505E-27	8.00621536526147E-31	2.335478619244335E-27	3.6050775338533936E-26	-9.180827921714852E-32	-2.7560713060310926E-29	4.810972859897097E-30	2.8927298221876578E-27	4.3482105028552295E-25
51.0	1.0E-16	9.873174266277041E-27	6.925040448615172E-26	6.183475128303011E-27	2.1904361812398726E-29	1.312831245638352E-25	4.367071710179287E-25	8.792838063250771E-23	9.729222722340556E-28	1.0408959754836444E-23	5.849700159276267E-25	1.151774348909424E-28	4.23282243554567E-25	8.016673213702442E-22	3.0E8	8000.0	1.5E8	16000.0	30000.0	700.0	3.0E8	8.64	1.5E8	17.28	0.54	10800.0	130.0	2740.0	3.0E8	4.0	1.5E8	8.0	19.7	3.74	19.85	1.74	20.0	0.81	3.0E8	4.0	1.5E8	8.0	0.05	0.0012	0.05	0.0012	0.05	0.0012	1.6607528678278752E-26	-1.0270204512382139E-25	-1.0234249988567455E-25	-7.451919271269578E-28	1.213177456763846E-25	-7.452352242247104E-28	1.240843417483287E-25	3.391893455718513E-31	2.0013636372323216E-27	7.523212121302931E-31	2.2462774909107943E-27	3.438746967381996E-26	-8.806052569374021E-32	-2.643414738200144E-29	4.591365017866253E-30	2.760556205194434E-27	4.149339309828129E-25
