time	cell	D	DR	DRG_GDP	G_GDP	DRG	GDP	DRG_GTP	GTP	G_GTP	R	Reaction_1	Reaction_2	Reaction_3	Reaction_4	Reaction_5	Reaction_6
73.0	1.0	3.09999000282312E-5	4.3758279384561917E-13	8.582041049587154E-12	9.998790183973775E-7	4.805736469322927E-11	3.213642037849754E-9	4.289478022387008E-11	9.996834415326841E-6	2.144741665210819E-11	2.8231239466458897E-14	6.721021322489072E-20	4.2894781332835255E-11	4.289476133119513E-11	4.2894674063082593E-11	4.289478022387008E-11	4.289483330421638E-11
74.0	1.0	3.0999900028231135E-5	4.375817520903668E-13	8.582061051236587E-12	9.998790184493491E-7	4.8057451961359365E-11	3.2565367461005434E-9	4.289467406305611E-11	9.996791520705858E-6	2.1447363571731905E-11	2.8231172256226434E-14	6.721029077307314E-20	4.289467517202258E-11	4.289465517035932E-11	4.289456790214582E-11	4.289467406305611E-11	4.289472714346381E-11
75.0	1.0	3.099990002823107E-5	4.375807103339087E-13	8.582081052909143E-12	9.998790185013208E-7	4.805753922959036E-11	3.2994313481904354E-9	4.289456790211928E-11	9.996748626191038E-6	2.14473104912942E-11	2.8231105045916182E-14	6.721036832125557E-20	4.2894569011087026E-11	4.289454900940061E-11	4.2894461741085796E-11	4.289456790211928E-11	4.28946209825884E-11
76.0	1.0	3.0999900028231E-5	4.3757966857624547E-13	8.582101054604834E-12	9.998790185532924E-7	4.80576264979223E-11	3.3423258441193066E-9	4.289446174105962E-11	9.996705731782377E-6	2.144725741079508E-11	2.8231037835528168E-14	6.7210445869438E-20	4.2894462850028644E-11	4.289444284831906E-11	4.289435557990335E-11	4.289446174105962E-11	4.289451482159016E-11
77.0	1.0	3.099990002823093E-5	4.375786268173775E-13	8.582121056323679E-12	9.99879018605264E-7	4.805771376635523E-11	3.385220233887035E-9	4.2894355579877165E-11	9.996662837479879E-6	2.1447204330234553E-11	2.823097062506244E-14	6.721052341762043E-20	4.2894356688847484E-11	4.2894336687114774E-11	4.289424941859807E-11	4.2894355579877165E-11	4.2894408660469105E-11
78.0	1.0	3.0999900028230864E-5	4.375775850573042E-13	8.582141058065658E-12	9.998790186572358E-7	4.805780103488911E-11	3.428114517493498E-9	4.289424941857189E-11	9.99661994328354E-6	2.144715124961262E-11	2.8230903414518945E-14	6.721060177359642E-20	4.289425052754348E-11	4.289423052578764E-11	4.289414325716995E-11	4.289424941857189E-11	4.289430249922524E-11
79.0	1.0	3.0999900028230796E-5	4.375765432960262E-13	8.582161059830784E-12	9.998790187092076E-7	4.8057888303523976E-11	3.471008694938572E-9	4.2894143257143815E-11	9.996577049193362E-6	2.1447098168929277E-11	2.823083620389773E-14	6.721067932177885E-20	4.28941443661167E-11	4.289412436433773E-11	4.289403709561941E-11	4.2894143257143815E-11	4.289419633785855E-11
80.0	1.0	3.099990002823073E-5	4.3757550153354284E-13	8.582181061619036E-12	9.998790187611794E-7	4.805797557225977E-11	3.513902766222135E-9	4.289403709559292E-11	9.996534155209348E-6	2.1447045088184537E-11	2.8230768993198748E-14	6.721075686996127E-20	4.2894038204567076E-11	4.2894018202764935E-11	4.289393093394603E-11	4.289403709559292E-11	4.2894090176369074E-11
81.0	1.0	3.099990002823066E-5	4.375744597698542E-13	8.582201063430424E-12	9.998790188131513E-7	4.8058062841096484E-11	3.556796731344064E-9	4.289393093391918E-11	9.996491261331494E-6	2.144699200737838E-11	2.8230701782422008E-14	6.72108344181437E-20	4.289393204289461E-11	4.289391204106933E-11	4.28938247721494E-11	4.289393093391918E-11	4.289398401475676E-11
82.0	1.0	3.099990002823059E-5	4.375734180049612E-13	8.582221065264977E-12	9.99879018865123E-7	4.80581501100342E-11	3.5996905903042357E-9	4.289382477212268E-11	9.996448367559804E-6	2.1446938926510823E-11	2.823063457156757E-14	6.721091277411969E-20	4.289382588109941E-11	4.289380587925104E-11	4.289371861022994E-11	4.289382477212268E-11	4.2893877853021647E-11
83.0	1.0	3.0999900028230525E-5	4.3757237623886314E-13	8.582241067122654E-12	9.998790189170951E-7	4.8058237379072883E-11	3.6425843431025278E-9	4.289371861020337E-11	9.996405473894275E-6	2.1446885845581875E-11	2.8230567360635373E-14	6.721099032230212E-20	4.2893719719181386E-11	4.289369971730986E-11	4.289361244818805E-11	4.289371861020337E-11	4.289377169116375E-11
84.0	1.0	3.099990002823046E-5	4.3757133447155964E-13	8.582261069003466E-12	9.998790189690674E-7	4.80583246482125E-11	3.6854779897388176E-9	4.289361244816123E-11	9.996362580334907E-6	2.1446832764591508E-11	2.823050014962542E-14	6.721106867827811E-20	4.289361355714053E-11	4.289359355524585E-11	4.2893506286022914E-11	4.289361244816123E-11	4.2893665529183016E-11
85.0	1.0	3.099990002823039E-5	4.3757029270305126E-13	8.582281070907413E-12	9.998790190210396E-7	4.8058411917453056E-11	3.728371530212982E-9	4.289350628599629E-11	9.996319686881702E-6	2.1446779683539733E-11	2.8230432938537724E-14	6.721114622646054E-20	4.289350739497687E-11	4.2893487393059034E-11	4.2893400123735355E-11	4.289350628599629E-11	4.2893559367079465E-11
86.0	1.0	3.099990002823032E-5	4.37569250933338E-13	8.582301072834514E-12	9.998790190730119E-7	4.8058499186794585E-11	3.771264964524897E-9	4.2893400123708555E-11	9.996276793534659E-6	2.1446726602426565E-11	2.8230365727372297E-14	6.72112229668494E-20	4.28934012326904E-11	4.289338123074949E-11	4.289329396132413E-11	4.2893400123708555E-11	4.289345320485313E-11
87.0	1.0	3.0999900028230254E-5	4.3756820916241953E-13	8.582321074784729E-12	9.998790191249841E-7	4.8058586456237035E-11	3.8141582926744424E-9	4.2893293961297985E-11	9.996233900293779E-6	2.144667352125199E-11	2.8230298516129116E-14	6.721130213061896E-20	4.289329507028112E-11	4.289327506831701E-11	4.289318779879131E-11	4.2893293961297985E-11	4.289334704250398E-11
88.0	1.0	3.0999900028230186E-5	4.3756716739029633E-13	8.5823410767581E-12	9.998790191769566E-7	4.805867372578044E-11	3.8570515146614936E-9	4.2893187798764637E-11	9.996191007159063E-6	2.144662044001601E-11	2.8230231304808208E-14	6.721137967880139E-20	4.2893188907749056E-11	4.289316890576184E-11	4.2893081636135245E-11	4.2893187798764637E-11	4.289324088003202E-11
89.0	1.0	3.099990002823012E-5	4.375661256169683E-13	8.582361078754605E-12	9.99879019228929E-7	4.805876099542482E-11	3.899944630485928E-9	4.289308163610849E-11	9.996148114130507E-6	2.1446567358718644E-11	2.823016409340956E-14	6.721145722698382E-20	4.2893082745094196E-11	4.289306274308383E-11	4.289297547335634E-11	4.289308163610849E-11	4.289313471743729E-11
90.0	1.0	3.099990002823005E-5	4.375650838424354E-13	8.582381080774257E-12	9.998790192809015E-7	4.8058848265170156E-11	3.942837640147624E-9	4.2892975473329553E-11	9.996105221208115E-6	2.144651427735987E-11	2.8230096881933187E-14	6.721153477516624E-20	4.289297658231655E-11	4.2892956580283085E-11	4.2892869310454185E-11	4.2892975473329553E-11	4.289302855471974E-11
91.0	1.0	3.099990002822998E-5	4.375640420666973E-13	8.582401082817022E-12	9.99879019332874E-7	4.8058935535016406E-11	3.985730543646457E-9	4.289286931042779E-11	9.996062328391887E-6	2.1446461195939694E-11	2.823002967037906E-14	6.721161232334867E-20	4.289287041941608E-11	4.2892850417359404E-11	4.289276314743002E-11	4.289286931042779E-11	4.289292239187939E-11
92.0	1.0	3.0999900028229915E-5	4.3756300028975446E-13	8.582421084882946E-12	9.998790193848464E-7	4.805902280496362E-11	4.028623340982305E-9	4.289276314740325E-11	9.99601943568182E-6	2.1446408114458117E-11	2.82299624587472E-14	6.72116898715311E-20	4.28927642563928E-11	4.289274425431304E-11	4.2892656984282194E-11	4.289276314740325E-11	4.2892816228916235E-11
93.0	1.0	3.099990002822985E-5	4.375619585116065E-13	8.582441086971989E-12	9.998790194368189E-7	4.8059110075011746E-11	4.071516032155045E-9	4.289265698425588E-11	9.99597654307792E-6	2.144635503291514E-11	2.82298952470376E-14	6.721176741971352E-20	4.289265809324671E-11	4.28926380911438E-11	4.289255082101236E-11	4.289265698425588E-11	4.289271006583028E-11
94.0	1.0	3.099990002822978E-5	4.375609167322536E-13	8.582461089084179E-12	9.998790194887916E-7	4.805919734516083E-11	4.1144086171645544E-9	4.2892550820985713E-11	9.99593365058018E-6	2.1446301951310755E-11	2.8229828035250255E-14	6.721184496789595E-20	4.2892551929977836E-11	4.2892531927851796E-11	4.289244465761927E-11	4.2892550820985713E-11	4.289260390262151E-11
95.0	1.0	3.099990002822971E-5	4.375598749516961E-13	8.582481091219505E-12	9.998790195407642E-7	4.8059284615410867E-11	4.15730109601071E-9	4.289244465759278E-11	9.995890758188605E-6	2.1446248869644976E-11	2.82297608233852E-14	6.721192332387194E-20	4.289244576658618E-11	4.289242576443701E-11	4.289233849410335E-11	4.289244465759278E-11	4.289249773928995E-11
96.0	1.0	3.0999900028229644E-5	4.375588331699335E-13	8.582501093377967E-12	9.99879019592737E-7	4.805937188576185E-11	4.20019346869339E-9	4.289233849407704E-11	9.995847865903192E-6	2.1446195787917808E-11	2.8229693611442388E-14	6.721200087205437E-20	4.289233960307172E-11	4.2892319600899425E-11	4.289223233046542E-11	4.289233849407704E-11	4.2892391575835616E-11
97.0	1.0	3.0999900028229576E-5	4.375577913869663E-13	8.582521095559566E-12	9.9987901964471E-7	4.805945915621379E-11	4.24308573521247E-9	4.2892232330438514E-11	9.995804973723942E-6	2.1446142706129244E-11	2.822962639942187E-14	6.721207922803036E-20	4.289223343943448E-11	4.2892213437239055E-11	4.289212616670382E-11	4.2892232330438514E-11	4.289228541225849E-11
98.0	1.0	3.099990002822951E-5	4.37556749602794E-13	8.582541097764292E-12	9.998790196966829E-7	4.805954642676664E-11	4.285977895567829E-9	4.289212616667718E-11	9.995762081650857E-6	2.144608962427928E-11	2.8229559187323596E-14	6.721215677621279E-20	4.289212727567443E-11	4.2892107273455844E-11	4.289202000281939E-11	4.289212616667718E-11	4.289217924855856E-11
99.0	1.0	3.099990002822944E-5	4.3755570781741714E-13	8.582561099992167E-12	9.99879019748656E-7	4.805963369742047E-11	4.328869949759343E-9	4.2892020002793095E-11	9.995719189683937E-6	2.1446036542367923E-11	2.8229491975147612E-14	6.721223432439522E-20	4.2892021111791615E-11	4.289200110954992E-11	4.2891913838812535E-11	4.2892020002793095E-11	4.2892073084735847E-11
100.0	1.0	3.099990002822937E-5	4.3755466603083524E-13	8.58258110224317E-12	9.99879019800629E-7	4.8059720968175215E-11	4.371761897786889E-9	4.289191383878619E-11	9.99567629782318E-6	2.1445983460395173E-11	2.8229424762893882E-14	6.721231268037121E-20	4.2891914947786E-11	4.2891894945521156E-11	4.289180767468326E-11	4.289191383878619E-11	4.2891966920790346E-11
