time	cell	agonist	DR	DRG_GDP	DRG	GDP	DRG_GTP	GTP	Recptor	G_GDP	G_GTP	Forming	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5
73.0	1.0	9.817506764438054E-9	8.009959148797826E-11	3.468121938462884E-11	1.0229298123036383E-13	2.384683362617262E-10	6.761013170810326E-11	9.999761633956719E-6	8.175067644380594E-10	8.647985197729632E-10	3.2807836153074877E-11	7.959520523344273E-14	3.4588788768593793E-12	3.4681194990991798E-12	3.468041120494144E-12	3.3805065854051632E-12	3.280783615307488E-12
74.0	1.0	9.817429543031334E-9	8.010077979804027E-11	3.467223774483614E-11	1.0236902152399196E-13	2.4193600239580654E-10	6.769507040425956E-11	9.999758166366624E-6	8.1742954303134E-10	8.646255128663722E-10	3.2904809963008633E-11	7.489482649226316E-14	3.4584940069040767E-12	3.4672212978084308E-12	3.467147549249037E-12	3.3847535202129783E-12	3.2904809963008633E-12
75.0	1.0	9.817356882661071E-9	8.010190140517825E-11	3.4663755721937E-11	1.0244056918980296E-13	2.4540279553555705E-10	6.777501964262072E-11	9.999754699645031E-6	8.173568826610741E-10	8.644623089469408E-10	3.2996475119312134E-11	7.047038532634547E-14	3.4581318917823595E-12	3.4663730582734945E-12	3.4663036676383688E-12	3.3887509821310362E-12	3.2996475119312137E-12
76.0	1.0	9.81728851549782E-9	8.01029599239732E-11	3.465574676816993E-11	1.0250788833952442E-13	2.4886876430444866E-10	6.785026992169442E-11	9.99975123374358E-6	8.172885154978228E-10	8.643083689251391E-10	3.308310649665741E-11	6.630582323859195E-14	3.4577911869795126E-12	3.465572125715843E-12	3.4655068367466413E-12	3.392513496084721E-12	3.3083106496657415E-12
77.0	1.0	9.817224189304818E-9	8.010395878432623E-11	3.464818562181777E-11	1.0257122768311093E-13	2.5233395473588023E-10	6.792109506135257E-11	9.999747768616487E-6	8.172241893048202E-10	8.641631818621262E-10	3.316496622702076E-11	6.238600447838675E-14	3.4574706280998203E-12	3.464815973961425E-12	3.4647545453491665E-12	3.3960547530676286E-12	3.3164966227020764E-12
78.0	1.0	9.817163666541514E-9	8.010490123998354E-11	3.4641048258636146E-11	1.0263082141630279E-13	2.5579841039935513E-10	6.798775313844741E-11	9.999744304220418E-6	8.171636665415164E-10	8.640262636399485E-10	3.324230414155206E-11	5.869666395432996E-14	3.4571690258993906E-12	3.464102200583517E-12	3.4640444051066257E-12	3.3993876569223704E-12	3.3242304141552063E-12
79.0	1.0	9.817106723517756E-9	8.01057903767287E-11	3.463431184334831E-11	1.0268689005790457E-13	2.5926217252180133E-10	6.805048737210896E-11	9.999740840514364E-6	8.171067235177558E-10	8.638971556807996E-10	3.3315358213685655E-11	5.522435802426781E-14	3.4568852616669983E-12	3.4634285220522105E-12	3.4633741457634713E-12	3.402524368605448E-12	3.331535821368566E-12
80.0	1.0	9.817053149595792E-9	8.010662912025488E-11	3.462795468151545E-11	1.027396412395667E-13	2.627252801040572E-10	6.81095269611973E-11	9.999737377459531E-6	8.170531495957925E-10	8.637754237150076E-10	3.338435500104049E-11	5.1956418005241256E-14	3.456618282921368E-12	3.4627927689214423E-12	3.462741610381049E-12	3.405476348059865E-12	3.338435500104049E-12
81.0	1.0	9.817002746437496E-9	8.010742024372739E-11	3.462195617203427E-11	1.0278927045070488E-13	2.6618777003257415E-10	6.816508787628982E-11	9.999733915019232E-6	8.170027464374975E-10	8.636606565972193E-10	3.344951008400631E-11	4.8880906255759576E-14	3.4563670993972706E-12	3.4621928810787587E-12	3.462144750630994E-12	3.408254393814491E-12	3.3449510084006314E-12
82.0	1.0	9.816955327294254E-9	8.010816637504671E-11	3.4616296760465116E-11	1.0283596174104741E-13	2.696496771864088E-10	6.821737360849011E-11	9.99973045315877E-6	8.169553272942568E-10	8.635524651700806E-10	3.351102849922343E-11	4.598657469051483E-14	3.456130779296143E-12	3.461626903078123E-12	3.4615816221692082E-12	3.410868680424506E-12	3.3511028499223433E-12
83.0	1.0	9.816910716337188E-9	8.010887000382012E-11	3.461095789335256E-11	1.0287988838316713E-13	2.731110345395966E-10	6.826657587725139E-11	9.999726991845342E-6	8.169107163371926E-10	8.634504811745722E-10	3.356910516644113E-11	4.3262825596319244E-14	3.455908445779717E-12	3.4610929795719814E-12	3.4610503801067836E-12	3.4133287938625695E-12	3.356910516644113E-12
84.0	1.0	9.816868748025468E-9	8.010953348805103E-11	3.4605921973665983E-11	1.0292121349722605E-13	2.765718732590126E-10	6.831287529931404E-11	9.999723531047948E-6	8.168687480254716E-10	8.633543562060376E-10	3.362392530748563E-11	4.0699674624206186E-14	3.4556992736876314E-12	3.460589350855317E-12	3.4605492745908055E-12	3.4156437649657025E-12	3.3623925307485636E-12
85.0	1.0	9.816829266510577E-9	8.01101590605538E-11	3.460117231745831E-11	1.029600906400414E-13	2.800322227978361E-10	6.835644202076665E-11	9.999720070737283E-6	8.168292665105812E-10	8.632637607148481E-10	3.3675664856287345E-11	3.828771584030609E-14	3.4555024864620024E-12	3.460114348531527E-12	3.4600766465048534E-12	3.4178221010383327E-12	3.367566485628735E-12
86.0	1.0	9.816792125074568E-9	8.011074883510146E-11	3.459669311181636E-11	1.0299666436046628E-13	2.834921109847458E-10	6.839743631414907E-11	9.99971661088567E-6	8.167921250745726E-10	8.631783830505643E-10	3.372449085911026E-11	3.60180887241964E-14	3.45531735326364E-12	3.459666391307456E-12	3.459630923296799E-12	3.4198718157074537E-12	3.3724490859110257E-12
87.0	1.0	9.816757185600374E-9	8.011130481231496E-11	3.459246937415568E-11	1.0303107072297085E-13	2.8695156410897673E-10	6.84360091424298E-11	9.99971315146695E-6	8.167571856003765E-10	8.630979285483949E-10	3.3770561864297154E-11	3.38824470086912E-14	3.4551431862662415E-12	3.4592439809228785E-12	3.45921061493915E-12	3.4218004571214904E-12	3.3770561864297155E-12
88.0	1.0	9.816724318072395E-9	8.011182888530025E-11	3.458848691289491E-11	1.0306343780120678E-13	2.9041060700137496E-10	6.847230269160423E-11	9.999709692456427E-6	8.167243180723995E-10	8.630221186567053E-10	3.381402830099483E-11	3.187292926196411E-14	3.4549793381160366E-12	3.458845698217938E-12	3.458814310025651E-12	3.423615134580212E-12	3.3814028300994834E-12
89.0	1.0	9.816693400105701E-9	8.011232284504176E-11	3.458473228953052E-11	1.030938861432416E-13	2.9386926311159006E-10	6.85064508735783E-11	9.999706233830763E-6	8.166934001057062E-10	8.629506901042929E-10	3.3855032846455454E-11	2.998213111697544E-14	3.454825199545617E-12	3.4584701993406167E-12	3.458440672006291E-12	3.425322543678915E-12	3.3855032846455455E-12
90.0	1.0	9.816664316502182E-9	8.011278838555935E-11	3.4581192782120235E-11	1.0312252921005589E-13	2.973275545815455E-10	6.853857980092217E-11	9.999702775567938E-6	8.166643165021883E-10	8.628833941061219E-10	3.389371078162594E-11	2.8203079058706653E-14	3.4546801971316713E-12	3.4581162120950806E-12	3.4580884355615997E-12	3.4269289900461084E-12	3.3893710781625946E-12
91.0	1.0	9.816636958832193E-9	8.011322710883616E-11	3.45778563501734E-11	1.0314947378881132E-13	3.007855023153276E-10	6.856880823500202E-11	9.99969931764715E-6	8.166369588321996E-10	8.628199956061977E-10	3.3930190334838356E-11	2.6529205684396713E-14	3.4545437911870935E-12	3.4577825324307118E-12	3.457756403116189E-12	3.4284404117501015E-12	3.3930190334838356E-12
92.0	1.0	9.816611225040228E-9	8.011364052952489E-11	3.457471160093802E-11	1.0317482038231308E-13	3.042431260456335E-10	6.859724800892342E-11	9.999695860048765E-6	8.166112250402314E-10	8.627602725562548E-10	3.396459301350167E-11	2.4954326356485613E-14	3.4544154737788705E-12	3.4574680210708136E-12	3.457443441490568E-12	3.4298624004461713E-12	3.396459301350167E-12
93.0	1.0	9.816587019073265E-9	8.011403007944003E-11	3.457174775706735E-11	1.0319866357601346E-13	3.077004443969172E-10	6.862400442664902E-11	9.99969240275426E-6	8.165870190732677E-10	8.627040152289362E-10	3.399703392377169E-11	2.3472617171847835E-14	3.4542947668637337E-12	3.4571716002792712E-12	3.457148478689642E-12	3.431200221332451E-12	3.399703392377169E-12
94.0	1.0	9.81656425053054E-9	8.011439711184325E-11	3.4568954625643265E-11	1.0322109238382814E-13	3.111574749453696E-10	6.86491766395849E-11	9.99968894574614E-6	8.165642505305449E-10	8.626510255641473E-10	3.402762207824089E-11	2.207859417542856E-14	3.454181220534168E-12	3.45689225076288E-12	3.4568705008255843E-12	3.432458831979245E-12	3.402762207824089E-12
95.0	1.0	9.8165428343335E-9	8.011474290552945E-11	3.456632256852879E-11	1.0324219057396746E-13	3.1461423427586883E-10	6.867285800186392E-11	9.999685489007907E-6	8.165428343335039E-10	8.626011165472872E-10	3.405646069174625E-11	2.0767093749898077E-14	3.454074411367976E-12	3.456629008706606E-12	3.456608549172522E-12	3.4336429000931963E-12	3.405646069174625E-12
96.0	1.0	9.81652269041479E-9	8.011506866872048E-11	3.4563842474019006E-11	1.0326203697591823E-13	3.1807073803602973E-10	6.869513640549262E-11	9.999682032523991E-6	8.165226904147921E-10	8.625541116180721E-10	3.408364746544053E-11	1.9533254116442383E-14	3.4539739408750026E-12	3.4563809629386695E-12	3.4563617173499116E-12	3.4347568202746314E-12	3.4083647465440533E-12
97.0	1.0	9.81650374342523E-9	8.01153755427741E-11	3.456150572975605E-11	1.0328070576964867E-13	3.2152700098748274E-10	6.871609459646719E-11	9.999678576279708E-6	8.16503743425233E-10	8.625098441086945E-10	3.4109274859312805E-11	1.837249788551742E-14	3.4538794340351548E-12	3.4561472522220466E-12	3.4561291486313183E-12	3.4358047298233595E-12	3.4109274859312807E-12
98.0	1.0	9.816485922457745E-9	8.011566460571484E-11	3.4559304196872366E-11	1.032982667580496E-13	3.249830370545057E-10	6.873581047290746E-11	9.9996751202612E-6	8.164859224577473E-10	8.624681567100847E-10	3.413343035337749E-11	1.7280515599593174E-14	3.4537905379221883E-12	3.4559270626687914E-12	3.4559100333749844E-12	3.4367905236453732E-12	3.413343035337749E-12
99.0	1.0	9.816469160787254E-9	8.0115936875594E-11	3.455723018532419E-11	1.0331478562356889E-13	3.284388593701298E-10	6.875435736620296E-11	9.999671664455401E-6	8.164691607872553E-10	8.624289009650706E-10	3.4156196697778807E-11	1.6253250212712155E-14	3.4537069204081323E-12	3.4557196252733847E-12	3.4557036065725647E-12	3.437717868310148E-12	3.415619669777881E-12
100.0	1.0	9.816453395625654E-9	8.011619331368556E-11	3.455527643037668E-11	1.0333032416994199E-13	3.3189448031983707E-10	6.877180430611262E-11	9.999668208849989E-6	8.164533956256554E-10	8.623919367872607E-10	3.417765215208028E-11	1.5286882455021253E-14	3.4536282689435208E-12	3.4555242135612435E-12	3.455509145512063E-12	3.438590215305631E-12	3.4177652152080277E-12
