APC	LC	Va3_APC	Va536_APC	VaLCA1	Va53_APC	VaLCA1_APC	Va5_APC	Va36	Va53	Va36_APC	Va536	Va3	Va_APC	Va5	VaA536	VaA3	Va56	LC_APC	VaA53	HC53	HC536	HC3	HC5	HC36	HC	Va	VaA36	HC56	Va56_APC
3.5469134037012364e-10	1.2284092728370182e-10	8.482304676562951e-11	2.5554273202403525e-12	8.288688093982541e-09	1.167079679647706e-09	4.4552166212166505e-10	6.252449245385249e-09	3.952406010824225e-13	1.0489899463132538e-08	3.391480062270668e-14	2.0167781237222357e-11	1.0631462970027605e-09	1.6783196665199327e-09	8.781061466439807e-08	1.2346418099759807e-11	1.113309130148029e-09	9.544225482548715e-11	6.008227931425315e-12	7.608177255653477e-09	4.04953053046469e-12	6.500493628986231e-15	6.032156733873432e-13	3.4779066328256834e-11	2.0344523749782866e-16	8.937979731312976e-11	8.246349661790699e-08	3.769522029431263e-13	3.084143102200591e-14	8.51778913738445e-12
3.5469134037218724e-10	1.2581617066537148e-10	8.333584466556211e-11	2.596131607944436e-12	8.632387402438502e-09	1.173755210273226e-09	4.628638789283602e-10	6.2648698110731575e-09	3.937750115760441e-13	1.0638664224273189e-08	3.3437224206865566e-14	2.067464001069002e-11	1.0547926779458438e-09	1.6430484910943754e-09	8.905348228278583e-08	1.2990067886612216e-11	1.1452897770781174e-09	9.801718753753792e-11	6.159388448858224e-12	7.936582503264173e-09	4.2312416430911595e-12	6.851741510639056e-15	6.21430480471763e-13	3.6300136701485175e-11	2.1023104947669423e-16	9.078318314289017e-11	8.073046297970393e-08	3.889331379629947e-13	3.2505173731327124e-14	8.646466312102046e-12
3.5469134037092926e-10	1.287857010216996e-10	8.186590359368415e-11	2.6364111574841088e-12	8.97989206428292e-09	1.1801561328935848e-09	4.80399122495026e-10	6.276614677521417e-09	3.9207628760467314e-13	1.0782725058978776e-08	3.295981461164078e-14	2.117780723826994e-11	1.0459518008948864e-09	1.6085185665666162e-09	9.02613257966681e-08	1.3648965958813707e-11	1.176986385942445e-09	1.005906617951669e-10	6.310264237231408e-12	8.269254979152176e-09	4.4154708087493806e-12	7.211675533602893e-15	6.394973416982692e-13	3.7842281295071306e-11	2.1698962297735349e-16	9.215707395587657e-11	7.90338503732038e-08	4.0085572451319343e-13	3.421319237888503e-14	8.774621349394395e-12
3.5469134037078357e-10	1.3174945746316533e-10	8.041352815058221e-11	2.6762682609553457e-12	9.331058016569931e-09	1.186289629863394e-09	4.98120092493895e-10	6.287699240624744e-09	3.9015904681064115e-13	1.0922188284140128e-08	3.248297843789211e-14	2.1677224301250044e-11	1.0366655105801923e-09	1.5747143150772185e-09	9.143490693689749e-08	1.432299460946787e-11	1.208386329082656e-09	1.0316236793177203e-10	6.460852033238026e-12	8.606056071745084e-09	4.602138032962243e-12	7.580231682336175e-15	6.574082397445697e-13	3.9404904238980875e-11	2.237170746847311e-16	9.35020895767956e-11	7.737289338344034e-08	4.1271362661873156e-13	3.5965459163055473e-14	8.90225014673042e-12
3.5469134037066115e-10	1.3470738142150275e-10	7.897898480423154e-11	2.7157053374851512e-12	9.685745272125062e-09	1.1921627144133523e-09	5.160196951852892e-10	6.2981385693485626e-09	3.880372745650434e-13	1.1057158504100644e-08	3.2007097139883826e-14	2.217283783578924e-11	1.026973270050147e-09	1.5416204859901276e-09	9.257497135121491e-08	1.5012034578020276e-11	1.2394781257746635e-09	1.0573200430949925e-10	6.611148696514587e-12	8.946850306037751e-09	4.791165135178182e-12	7.957344978087888e-15	6.751558565327498e-13	4.098742262649012e-11	2.304097672759416e-16	9.481883680404689e-11	7.574684268203882e-08	4.245009199186039e-13	3.7761941024025907e-14	9.029348756614465e-12
3.5469134037105525e-10	1.3765941658325013e-10	7.756250428225167e-11	2.75472492524282e-12	1.0043817805364455e-08	1.1977822341145016e-09	5.340910376261848e-10	6.307947412504829e-09	3.857243465411778e-13	1.1187738600028048e-08	3.153252823444591e-14	2.266459948537171e-11	1.0169122857594685e-09	1.509222149058774e-09	9.368224894703387e-08	1.5715965202138952e-11	1.27025137418058e-09	1.0829927714224739e-10	6.761151205742256e-12	9.291505291534706e-09	4.982475719332614e-12	8.342949569765481e-15	6.927335320445151e-13	4.258926623695629e-11	2.3706429850322623e-16	9.610790968700843e-11	7.415496468462807e-08	4.362120732170435e-13	3.9602599782224296e-14	9.155913383162479e-12
3.546913403709189e-10	1.4060550882710108e-10	7.616428364125591e-11	2.7933296713656568e-12	1.0405143445758896e-08	1.2031548740462178e-09	5.523274222017061e-10	6.317140205462218e-09	3.8323304988986913e-13	1.1314029726712629e-08	3.10596063851296e-14	2.3152465679061862e-11	1.0065176178256853e-09	1.4775046879664072e-09	9.475745421653145e-08	1.6434664552695715e-11	1.300696691735415e-09	1.1086390032835668e-10	6.91085665561266e-12	9.639891669740877e-09	5.175995143986932e-12	8.73697881464724e-15	7.101352282282334e-13	4.4209877272570715e-11	2.436774912018217e-16	9.736988978935248e-11	7.259654122565813e-08	4.478419316169612e-13	4.148739226950914e-14	9.281940377892221e-12
3.5469134037088697e-10	1.435456061616664e-10	7.478448838918072e-11	2.831522323225234e-12	1.076959377112664e-08	1.208287160117493e-09	5.707223411451457e-10	6.325731076828001e-09	3.8057560439230377e-13	1.1436131308510624e-08	3.05886444965916e-14	2.3636397407371394e-11	9.958222911372392e-10	1.4464537936918016e-09	9.580128656211353e-08	1.7168009569469017e-11	1.3308056550306725e-09	1.1342559528240479e-10	7.060262253278848e-12	9.99188306197203e-09	5.371650492670456e-12	9.13936535956149e-15	7.273554926031885e-13	4.584871009497949e-11	2.5024638327630814e-16	9.86053464524888e-11	7.107086923302732e-08	4.593856996142721e-13	4.341627046044853e-14	9.407426236469083e-12
3.546913403708443e-10	1.4647965866491775e-10	7.342325444670085e-11	2.8693057227151296e-12	1.1137044004236936e-08	1.2131854624442495e-09	5.892694713895824e-10	6.333733854914556e-09	3.777636829480411e-13	1.1554141038270804e-08	3.011993475765864e-14	2.4116360005662115e-11	9.848573999451288e-10	1.4160554578654623e-09	9.681443061395952e-08	1.7915876189272138e-11	1.3605707434039748e-09	1.1598409077095442e-10	7.209365315254478e-12	1.0347356017108356e-08	5.569370544124302e-12	9.550041217605914e-15	7.4438942410113e-13	4.750523096837665e-11	2.5676821811061587e-16	9.981483705253416e-11	6.957726041083425e-08	4.708389249159145e-13	4.5389181600253886e-14	9.53236759585632e-12
3.546913403709081e-10	1.4940761842436303e-10	7.20806900817719e-11	2.9066827980097743e-12	1.1507372910513187e-08	1.2178559985694583e-09	6.079626693339074e-10	6.341162074149125e-09	3.748084318788534e-13	1.1668154877221941e-08	2.965374966364563e-14	2.4592322943132705e-11	9.736522106398686e-10	1.3862959664521302e-09	9.77975565452358e-08	1.8678139471985017e-11	1.3899852835538857e-09	1.1853912274998407e-10	7.358163264178332e-12	1.0706189959338767e-08	5.769085742518999e-12	9.968937843554682e-15	7.612326395269791e-13	4.917891780441134e-11	2.6324043509510895e-16	1.0099890725547358e-10	6.811504092421104e-08	4.821974824578441e-13	4.7406068331772744e-14	9.656761230826359e-12
3.5469134037089715e-10	1.523294394818293e-10	7.075687753712528e-11	2.9436565594714236e-12	1.1880462703661556e-08	1.2223048367358784e-09	6.267959661720743e-10	6.3480289810097514e-09	3.7172048962069216e-13	1.17782670612192e-08	2.919034291805681e-14	2.5064259631886684e-11	9.622342499320328e-10	1.3571618935945103e-09	9.875132036857203e-08	1.9454673709324127e-11	1.4190434024271373e-09	1.2109043421159331e-10	7.506653625943467e-12	1.1068267136137064e-08	5.97072816766642e-12	1.039598619904176e-14	7.778812450148583e-13	5.0869259922407234e-11	2.6966066114027754e-16	1.0215809125700944e-10	6.668355110317143e-08	4.934575601056928e-13	4.9466868814581966e-14	9.780604051410096e-12
3.5469134037089214e-10	1.5524507777695625e-10	6.945187476220692e-11	2.980230091258605e-12	1.2256198949287242e-08	1.2265378989320603e-09	6.457635629385512e-10	6.354347540164521e-09	3.6851000579231074e-13	1.1884570104854914e-08	2.8729950361950756e-14	2.5532147233640272e-11	9.506293975610913e-10	1.3286400956641598e-09	9.967636423713919e-08	2.0245352538627658e-11	1.4477399775191523e-09	1.2363777502902831e-10	7.654834026776967e-12	1.1433472566524115e-08	6.174231505442341e-12	1.0831116820639593e-14	7.943318059231823e-13	5.2575757805645386e-11	2.7602670192462973e-16	1.0329291202635361e-10	6.528214514148333e-08	5.046156438996987e-13	5.1571516846103776e-14	9.903893099191833e-12
3.5469134037088387e-10	1.5815449109256658e-10	6.816571703382401e-11	3.0164065454358126e-12	1.263447047149255e-08	1.2305609640495626e-09	6.648598257904431e-10	6.360130440483007e-09	3.651866596598005e-13	1.1987154807937516e-08	2.827279086477559e-14	2.5995966473008656e-11	9.388619734269207e-10	1.3007177052012084e-09	1.0057331673869114e-07	2.105004905009153e-11	1.4760705903368106e-09	1.2618090180482023e-10	7.802702190327453e-12	1.1801693989392159e-08	6.379531018193122e-12	1.1274259884082553e-14	8.105813186391489e-13	5.429792286344648e-11	2.823365335146264e-16	1.0440388154421794e-10	6.391019080279301e-08	5.15668503934342e-13	5.371994197973761e-14	1.0026625544423701e-11
3.546913403708928e-10	1.6105763900273693e-10	6.689841841616774e-11	3.052189135394525e-12	1.3015169264221038e-08	1.2343796708724592e-09	6.840792814813313e-10	6.365390100815164e-09	3.617596776131933e-13	1.2086110265303643e-08	2.7819067140713543e-14	2.6455701465472892e-11	9.269548167513996e-10	1.2733821252236538e-09	1.0144279317829492e-07	2.1868635884284695e-11	1.5040314843598566e-09	1.2871957772510948e-10	7.950255934949856e-12	1.2172821812277015e-08	6.586563515326645e-12	1.1725345262660299e-14	8.266271851006665e-13	5.603527720234964e-11	2.8858829455842267e-16	1.0549150103171431e-10	6.256706913792924e-08	5.266131812145169e-13	5.59120696382922e-14	1.0148798682827112e-11
3.5469134037089245e-10	1.639544828220295e-10	6.564997316753078e-11	3.087581130594358e-12	1.3398190404381099e-08	1.2379995211266527e-09	7.034166129630434e-10	6.370138675695385e-09	3.582378502297862e-13	1.218152387739983e-08	2.736896654660442e-14	2.6911339549043275e-11	9.14929362562156e-10	1.246621023475458e-09	1.0228539585660525e-07	2.2700985326190063e-11	1.5316195245039836e-09	1.3125357241591947e-10	8.097493170950228e-12	1.254674906053909e-08	6.795267324121241e-12	1.2184302583565392e-14	8.424671882258135e-13	5.7787353400960556e-11	2.947802786978521e-16	1.0655626117558432e-10	6.125217420678562e-08	5.374469748816138e-13	5.814782122553294e-14	1.027040993292698e-11
3.5469134037089224e-10	1.6684498555559487e-10	6.442035708669307e-11	3.122585851612083e-12	1.3783431966619362e-08	1.2414258824702094e-09	7.228666550920234e-10	6.374388060855003e-09	3.5462954897207316e-13	1.2273481361809986e-08	2.6922661849330335e-14	2.7362871120447778e-11	9.028057155884423e-10	1.2204223268804457e-09	1.031017143440546e-07	2.3546969395961136e-11	1.5588321580387754e-09	1.3378266180174182e-10	8.244411897989256e-12	1.2923371326846868e-08	7.005582260687474e-12	1.2651061282282567e-14	8.580994682213691e-13	5.955369428812743e-11	3.009109271819841e-16	1.0759864235010237e-10	5.996491280427202e-08	5.481674297819231e-13	6.042711423600838e-14	1.0391456833262975e-11
3.546913403708906e-10	1.6972911184984583e-10	6.32095288395048e-11	3.157206664656686e-12	1.4170794939017061e-08	1.244663991442065e-09	7.424243903465616e-10	6.378149898781063e-09	3.5094274269472376e-13	1.2362066765376059e-08	2.648031198272862e-14	2.7810289474466794e-11	8.906027226843275e-10	1.1947742160012553e-09	1.0389232575283792e-07	2.4406459937870236e-11	1.585667376333995e-09	1.3630662796527383e-10	8.391010202463623e-12	1.3302586720767541e-08	7.2174496009784495e-12	1.3125550655884441e-14	8.735224993918212e-13	6.133385272285463e-11	3.069788215885475e-16	1.0861911483724308e-10	5.8704704188423525e-08	5.587723242184078e-13	6.274986236398101e-14	1.0511937039536826e-11
3.546913403708918e-10	1.7260682794693953e-10	6.201743107337813e-11	3.1914469774232894e-12	1.4560183145329871e-08	1.247718956302961e-09	7.620849449105839e-10	6.381435583862906e-09	3.471850127085012e-13	1.2447362479996765e-08	2.6042062708096575e-14	2.82535906608279e-11	8.783380349659084e-10	1.1696651198619956e-09	1.0465779499280706e-07	2.5279328696267372e-11	1.612123682389026e-09	1.3882525901551836e-10	8.537286255136982e-12	1.3684295819496111e-08	7.430812052373227e-12	1.3607699908589445e-14	8.887350704426999e-13	6.312739138728995e-11	3.1298267733988926e-16	1.0961813903377907e-10	5.747097982463558e-08	5.692596590516689e-13	6.511597560561444e-14	1.063184832199759e-11
3.54691340370892e-10	1.7547810163852494e-10	6.084399159211205e-11	3.225310233793595e-12	1.4951503165953452e-08	1.2505957598448856e-09	7.818435846423105e-10	6.3842562677173485e-09	3.433635681047749e-13	1.2529449257307961e-08	2.560804729900314e-14	2.8692773338218172e-11	8.660281724249202e-10	1.14508371068005e-09	1.0539867503030973e-07	2.616544739444788e-11	1.6382000569547036e-09	1.413383489544261e-10	8.683238308692469e-12	1.406840161860009e-08	7.645613725293427e-12	1.4097438199032102e-14	9.037362639340362e-13	6.493388257725319e-11	3.189213370545825e-16	1.1059616566083825e-10	5.626318312687585e-08	5.796276465203332e-13	6.752536036242997e-14	1.0751188562597708e-11
3.5469134037089193e-10	1.7834290222105165e-10	5.968912444080501e-11	3.2587999095626915e-12	1.5344664261519244e-08	1.253299262198938e-09	8.016957112092405e-10	6.386622864318587e-09	3.394852604948776e-13	1.2608406224745263e-08	2.517838718885319e-14	2.91278386348192e-11	8.536885844525346e-10	1.1210188987169504e-09	1.061155071405147e-07	2.7064687808326985e-11	1.6638959269538047e-09	1.4384569754678201e-10	8.828864695366224e-12	1.4454809483266748e-08	7.86180010507813e-12	1.459469468445167e-14	9.185254371227884e-13	6.675290799809092e-11	3.247937642186264e-16	1.1155363596813532e-10	5.5080769205476294e-08	5.898746996039417e-13	6.997791954201872e-14	1.0869955752451562e-11
3.546913403708915e-10	1.8120120045237996e-10	5.855273092958165e-11	3.2919195080571537e-12	1.5739578298736886e-08	1.255834203566887e-09	8.216368583226763e-10	6.388546055033309e-09	3.355565982452099e-13	1.2684310902666087e-08	2.4753192586848702e-14	2.9558790015250657e-11	8.413337070847141e-10	1.097459827262107e-09	1.0680882115411443e-07	2.7976921835863815e-11	1.6892111357362792e-09	1.4634711019309608e-10	8.974163824658401e-12	1.4843427100065582e-08	8.079318024131115e-12	1.5099398562335553e-14	9.331022039141116e-13	6.858405856506082e-11	3.3059903712363743e-16	1.1249098193367643e-10	5.392320462051009e-08	5.999994218385027e-13	7.247355265641732e-14	1.0988147989225691e-11
3.546913403708918e-10	1.8405296851061865e-10	5.7434700549073315e-11	3.324672556522289e-12	1.6136159679992704e-08	1.258205206898428e-09	8.416626881774704e-10	6.390036293433012e-09	3.315837598495618e-13	1.2757239222917816e-08	2.4332563044311704e-14	2.998563315710225e-11	8.289770149942941e-10	1.0743958677956045e-09	1.0747913569446136e-07	2.89020215595343e-11	1.7141459162675945e-09	1.4884239780735538e-10	9.11913418114607e-12	1.5234164429745162e-08	8.298115634629757e-12	1.5611479107922935e-14	9.47466418585571e-13	7.042693421148924e-11	3.363363432504376e-16	1.1340862645569245e-10	5.278996714477008e-08	6.100005978863321e-13	7.501215591647955e-14	1.1105763474788706e-11
3.546913403708919e-10	1.8689817995284937e-10	5.6334911898682724e-11	3.357062602322766e-12	1.6534325272804214e-08	1.26041678053812e-09	8.617689878816615e-10	6.391103810104722e-09	3.2757260732585176e-13	1.2827265547149058e-08	2.3916588021738602e-14	3.040837582711022e-11	8.166310739099804e-10	1.0518166151805242e-09	1.0812695841493245e-07	2.983985930925631e-11	1.7387008640688685e-09	1.5133137669477513e-10	9.263774322319887e-12	1.5626933660123683e-08	8.518142381293552e-12	1.613086571197383e-14	9.61618159362013e-13	7.228114369673403e-11	3.420049736308787e-16	1.1430698354476768e-10	5.16805455264934e-08	6.198771840682187e-13	7.75936223263475e-14	1.1222800512715521e-11
3.546913403708918e-10	1.8973680967473815e-10	5.5253233572471884e-11	3.389093209219479e-12	1.693399434075951e-08	1.2624733208464804e-09	8.819516659548958e-10	6.391758617415508e-09	3.235286992767136e-13	1.2894462685741322e-08	2.350534743871742e-14	3.082702776135196e-11	8.0430759092475e-10	1.029711882900757e-09	1.08752786232544e-07	3.079030772255319e-11	1.76287691133737e-09	1.5381386843144554e-10	9.408082876447148e-12	1.6021649159355293e-08	8.739348974354345e-12	1.665748791688829e-14	9.755577127036187e-13	7.41463044171739e-11	3.476043173848808e-16	1.1518645851294279e-10	5.059443925583477e-08	6.296282991925438e-13	8.021784177636365e-14	1.1339257505871479e-11
3.546913403708917e-10	1.9256883387274227e-10	5.418952492793725e-11	3.420767954144944e-12	1.7335088478897828e-08	1.2643791147069384e-09	9.022067490565309e-10	6.392010514025704e-09	3.1945730292535745e-13	1.2958901918272895e-08	2.3098912164318257e-14	3.124160055703354e-11	7.920174588184651e-10	1.0080716985509997e-09	1.0935710555012278e-07	3.175323979669856e-11	1.7866753043991622e-09	1.5628969974995976e-10	9.552058540587051e-12	1.641822743054223e-08	8.961687363265137e-12	1.7191275448040094e-14	9.892855596087216e-13	7.602204222646868e-11	3.5313385677788154e-16	1.1604744815355077e-10	4.9531158342776545e-08	6.392532162649857e-13	8.288470113120619e-14	1.1455132954083434e-11
3.5469134037089167e-10	1.9539423000637183e-10	5.314363685844262e-11	3.452090423824927e-12	1.773753154916353e-08	1.2661383420275485e-09	9.225303787083525e-10	6.3918690894257655e-09	3.1536340612685336e-13	1.3020653013724887e-08	2.2697344510698767e-14	3.165210756437811e-11	7.7977080057124e-10	9.868862993102238e-10	1.0994039247812834e-07	3.2728528940983446e-11	1.8100975810451555e-09	1.587587024251891e-10	9.69570007859233e-12	1.6816587066531545e-08	9.185110710519997e-12	1.773215824517983e-14	1.002802361846375e-12	7.790799125608894e-11	3.585931622792218e-16	1.1689034092078353e-10	4.8490223095381125e-08	6.487513541990189e-13	8.55940843178879e-14	1.1570425451829724e-11
3.546913403708917e-10	1.9821297676166314e-10	5.211541251209791e-11	3.4830642118052853e-12	1.8141249617923035e-08	1.2677550781991004e-09	9.429188081315632e-10	6.391343728327608e-09	3.112517289008224e-13	1.3079784251264349e-08	2.2300698698267476e-14	3.205856378362177e-11	7.675770112147632e-10	9.661461275430034e-10	1.1050311305107808e-07	3.37160490253651e-11	1.833145549344335e-09	1.612207131628458e-10	9.839006319179924e-12	1.7216648705414966e-08	9.409573365864619e-12	1.8280066491682853e-14	1.0161089490822003e-12	7.980379374023412e-11	3.63981887859205e-16	1.177155171048711e-10	4.7471163903453915e-08	6.581222699299757e-13	8.834587241149506e-14	1.1685133686033389e-11
3.546913403708919e-10	2.0102505401481295e-10	5.110468800538105e-11	3.513692915389047e-12	1.854617089376301e-08	1.2692332965366115e-09	9.63368399093229e-10	6.390443615059531e-09	3.0712673489936744e-13	1.3136362441115372e-08	2.190902131825974e-14	3.2460985762846805e-11	7.554447993248764e-10	9.458418264098014e-10	1.1104572344323658e-07	3.471567442862967e-11	1.85582126665577e-09	1.6367557348845506e-10	9.98197615401227e-12	1.7618334986121253e-08	9.635030840557949e-12	1.8834930643504094e-14	1.0292063061244617e-12	8.170909984133535e-11	3.6929976631817114e-16	1.18523349006677e-10	4.647352102293032e-08	6.673656505832212e-13	9.113994372062491e-14	1.1799256433815762e-11
3.5469134037089183e-10	2.0383044279891445e-10	5.0111293008611356e-11	3.543980133203326e-12	1.8952225670559458e-08	1.2705768705896903e-09	9.838756190249861e-10	6.389177737657575e-09	3.029926416450776e-13	1.319045294662873e-08	2.152235172932629e-14	3.2859391509003174e-11	7.433822220167902e-10	9.259642357669062e-10	1.1156867017035159e-07	3.572728007758293e-11	1.8781270222344783e-09	1.6612312964354063e-10	1.0124608535939233e-11	1.802157050596572e-08	9.861439782729594e-12	1.939668145277977e-14	1.04209556234372e-12	8.362356748686727e-11	3.7454660521667935e-16	1.1931420110098812e-10	4.549684437422151e-08	6.764813066578571e-13	9.397617386700139e-14	1.1912792560448788e-11
3.5469134037089167e-10	2.066291252697937e-10	4.913505137527339e-11	3.5739294624933474e-12	1.93593462690289e-08	1.2717895764755886e-09	1.0044370380608942e-09	6.387554892054558e-09	2.988534311205907e-13	1.3242119705777225e-08	2.1140722475454515e-14	3.3253800395012034e-11	7.313967220504597e-10	9.065043879834063e-10	1.1207239029524444e-07	3.675074148905326e-11	1.9000653186593262e-09	1.685632324798539e-10	1.0266902477199654e-11	1.842628177777651e-08	1.0088757952506966e-11	1.9965249993104913e-14	1.0547779803804322e-12	8.554686220302695e-11	3.797222826248734e-16	1.2008843020293657e-10	4.4540693336694385e-08	6.854691649042736e-13	9.685443586670464e-14	1.2025741017198962e-11
3.546913403708916e-10	2.094210846730078e-10	4.817578172257163e-11	3.60354449662904e-12	1.9767466980247014e-08	1.272875095166849e-09	1.0250493261750854e-09	6.385583686158282e-09	2.9471285990049213e-13	1.3291425253085612e-08	2.076415967963725e-14	3.364423307179214e-11	7.19495162522839e-10	8.874535038630492e-10	1.125573116281863e-07	3.778593480856285e-11	1.9216388545955574e-09	1.7099573735627981e-10	1.0408857047677775e-11	1.8832397187756394e-08	1.0316944197554494e-11	2.054056768282243e-14	1.0672549456597102e-12	8.747865695263844e-11	3.848267430953251e-16	1.2084638563019784e-10	4.3604636548368444e-08	6.943292615792544e-13	9.97746002092261e-14	1.2138100839264862e-11
3.546913403708917e-10	2.1220630531235192e-10	4.723329795538008e-11	3.6328288228364365e-12	2.0176524011740154e-08	1.27383701470195e-09	1.0457092504499704e-09	6.38327254378987e-09	2.9057446868153646e-13	1.3338430741954445e-08	2.039268340714131e-14	3.403071138662554e-11	7.076838585883973e-10	8.688029887086629e-10	1.1302385292032407e-07	3.8832736844814287e-11	1.942850509191979e-09	1.7342050403936652e-10	1.0550471373242933e-11	1.9239846954417143e-08	1.0545958429218914e-11	2.11225663058135e-14	1.0795279568950488e-12	8.941863197868268e-11	3.898599939225401e-16	1.2158840935956486e-10	4.2688251712557085e-08	7.03061736184829e-13	1.0273653493362822e-13	1.2249871143768084e-11
3.5469134037089167e-10	2.1498477251922236e-10	4.630740976074737e-11	3.6617860200451974e-12	2.0586455435026953e-08	1.2746788323546796e-09	1.0664136724168791e-09	6.3806297085390355e-09	2.8644159147470624e-13	1.3383195967016594e-08	2.0026308012817487e-14	3.441325830491793e-11	6.959686076912583e-10	8.505444284677503e-10	1.134724240530625e-07	3.9891025102007565e-11	1.9637033272885296e-09	1.7583739660593589e-10	1.0691744634129963e-11	1.9648563088227824e-08	1.0775761599082762e-11	2.1711178030992274e-14	1.09159861708255e-12	9.136647465110251e-11	3.94822101557167e-16	1.2231483618024895e-10	4.179112540855231e-08	7.116668254677368e-13	1.0574010570302129e-13	1.2361051127808193e-11
3.5469134037089167e-10	2.177564726224276e-10	4.539792308844998e-11	3.690419656847841e-12	2.0997201133923936e-08	1.2754039567787664e-09	1.0871595454379966e-09	6.377663247568889e-09	2.8231736461983697e-13	1.3425779386503383e-08	1.9665042479581218e-14	3.479189783369054e-11	6.843547190191103e-10	8.326695859257735e-10	1.1390342622529812e-07	4.096067781102596e-11	1.9842005050465826e-09	1.782462833468154e-10	1.0832676063346241e-11	2.0058479351646767e-08	1.1006315675737316e-11	2.230633543112608e-14	1.1034686247510663e-12	9.332187931535003e-11	3.997131881011662e-16	1.230259938454381e-10	4.091285290445907e-08	7.201448575552603e-13	1.0878517587814451e-13	1.2471640066538168e-11
3.546913403708917e-10	2.2052139291838602e-10	4.4504640617120705e-11	3.718733289476723e-12	2.14087027535097e-08	1.2760157101318845e-09	1.107943912119824e-09	6.3743810553915024e-09	2.782047356469015e-13	1.3466238144691244e-08	1.930889074992078e-14	3.516665494670771e-11	6.728470422193103e-10	8.151703969321819e-10	1.1431725213885864e-07	4.204157395957634e-11	2.004345375984245e-09	1.8064703667150552e-10	1.0973264945098554e-11	2.0469531219439482e-08	1.1237583621717697e-11	2.290797150103042e-14	1.115139765457377e-12	9.528454714238317e-11	4.0453342787526134e-16	1.2372220322240726e-10	4.005303797182003e-08	7.284962462129824e-13	1.1187160659020147e-13	1.2581637311249157e-11
3.5469134037089167e-10	2.2327952164356942e-10	4.362736214327571e-11	3.746730460145999e-12	2.1820903652908963e-08	1.276517330084163e-09	1.1287639019218848e-09	6.370790857421979e-09	2.741064712479517e-13	1.3504628094555815e-08	1.8957852014381203e-14	3.553755551860266e-11	6.614499920742799e-10	7.980389668447114e-10	1.1471428617334823e-07	4.313359331650642e-11	2.0241413992167675e-09	1.8303953301834255e-10	1.1113510613339014e-11	2.0881655840811772e-08	1.1469529371473069e-11	2.3516019672287598e-14	1.126613904615951e-12	9.725418598724268e-11	4.0928304439742797e-16	1.2440377843405078e-10	3.921129271083212e-08	7.367214857952857e-13	1.149992568092839e-13	1.26910422875745e-11
3.546913403708917e-10	2.2603084794658827e-10	4.2765884986148693e-11	3.7744146952871935e-12	2.223374885746829e-08	1.2769119718394553e-09	1.149616728732763e-09	6.3669002135718944e-09	2.700251653944632e-13	1.3541003820227433e-08	1.861192100869383e-14	3.590462625743583e-11	6.501675739895041e-10	7.812675669385757e-10	1.1509490456254629e-07	4.4236616457236884e-11	2.043592147244699e-09	1.8542365276386245e-10	1.1253412450292365e-11	2.1294792001353036e-08	1.1702117809232294e-11	2.413041382862968e-14	1.1378929800552541e-12	9.923051024636714e-11	4.139623072884688e-16	1.250710270016766e-10	3.838723737400638e-08	7.44821146072551e-13	1.1816798341344625e-13	1.2799854493663049e-11
3.546913403708918e-10	2.2877536186146998e-10	4.1920004352960324e-11	3.801789503973513e-12	2.264718501295808e-08	1.2772027100952771e-09	1.1704996885494026e-09	6.362716521721913e-09	2.6596324698599873e-13	1.357541865947963e-08	1.8271088288309233e-14	3.626789464194043e-11	6.39003407414306e-10	7.648486309338026e-10	1.1545947556512296e-07	4.535052478619506e-11	2.0627012948661506e-09	1.8779928013510507e-10	1.1392969885044945e-11	2.1708880085987715e-08	1.1935314747446155e-11	2.4751088319531292e-14	1.1489789952545079e-12	1.0121324071951192e-10	4.1857152939185267e-16	1.25724249983198e-10	3.758050019551069e-08	7.527958674192987e-13	1.2137764125541375e-13	1.2908073498426478e-11
3.5469134037089167e-10	2.3151305428056775e-10	4.108951371604733e-11	3.8288583762935325e-12	2.306116033914911e-08	1.2773925410217364e-09	1.1914101571249193e-09	6.358247021232158e-09	2.6192298764282216e-13	1.3607924726234641e-08	1.793534050979563e-14	3.6627388857343674e-11	6.279607498734613e-10	7.487747514855488e-10	1.1580835963712976e-07	4.647520056014395e-11	2.0814726077583357e-09	1.901663031210027e-10	1.1532182392115285e-11	2.212386204159965e-08	1.2169086905041895e-11	2.5377977974337177e-14	1.1598740123801914e-12	1.0320210447023026e-10	4.231110638286152e-16	1.2636374211276252e-10	3.679071721873763e-08	7.606463558930141e-13	1.2462808323002943e-13	1.3015698939760552e-11
3.546913403708918e-10	2.3424391693070627e-10	4.027420508891234e-11	3.855624782163718e-12	2.3475624588889724e-08	1.2774843840633422e-09	1.212345587894652e-09	6.353498796132418e-09	2.5790650823263057e-13	1.3638572932882942e-08	1.7604660654163227e-14	3.698313774368027e-11	6.170425156686478e-10	7.330386769938113e-10	1.1614190958883611e-07	4.7610526903685905e-11	2.0999099339422236e-09	1.9252461339188541e-10	1.1671049490193889e-11	2.2539681342559188e-08	1.2403401887343576e-11	2.601101811171586e-14	1.1705801470681665e-12	1.0519683469902874e-10	4.2758130162135795e-16	1.2698979192771114e-10	3.601753213951924e-08	7.68373379270993e-13	1.2791916033518985e-13	1.3122730522940531e-11
