A	R	T	Pi	D	G*T	RG*AT	GA	RG	GAD	RGD	RGA	G	G*AT	GD	RG*T	RGAD	Values[Z]	Values[v]
0.0	9.9009590465808e-07	0.0004679785688688335	0.004400011543690811	0.00014901143156796425	9.588863929214198e-11	0.0	0.0	4.367879329649787e-13	0.0	1.121068363527591e-10	0.0	9.830089293353262e-18	0.0	1.6008958884899717e-14	9.79155171763839e-09	0.0	0.9887440356930531	0.012853672464009688
0.0	9.900959046575585e-07	0.0004679784403323036	0.004400011672227395	0.0001490115601044943	9.588863876941336e-11	0.0	0.0	4.3678805052944687e-13	0.0	1.1210689013983247e-10	0.0	9.830092449176904e-18	0.0	1.6008960114625946e-14	9.791551664255248e-09	0.0	0.9887440303024659	0.012853672393932055
0.0	9.90095904657037e-07	0.0004679783117957737	0.004400011800763978	0.00014901168864102436	9.588863824668473e-11	0.0	0.0	4.3678816809391507e-13	0.0	1.1210694392690584e-10	0.0	9.830095605000548e-18	0.0	1.6008961344352177e-14	9.791551610872107e-09	0.0	0.988744024911879	0.012853672323854426
0.0	9.900959046565154e-07	0.00046797818325924374	0.004400011929300562	0.00014901181717755438	9.58886377239561e-11	0.0	0.0	4.3678828565838326e-13	0.0	1.121069977139792e-10	0.0	9.830098760824192e-18	0.0	1.6008962574078406e-14	9.791551557488963e-09	0.0	0.988744019521292	0.012853672253776793
0.0	9.90095904655994e-07	0.0004679780547227138	0.0044000120578371466	0.00014901194571408444	9.588863720122746e-11	0.0	0.0	4.3678840322285145e-13	0.0	1.1210705150105257e-10	0.0	9.830101916647835e-18	0.0	1.6008963803804635e-14	9.791551504105822e-09	0.0	0.9887440141307048	0.01285367218369916
0.0	9.900959046554724e-07	0.00046797792618618385	0.004400012186373731	0.0001490120742506145	9.588863667849883e-11	0.0	0.0	4.367885207873196e-13	0.0	1.1210710528812592e-10	0.0	9.83010507247148e-18	0.0	1.6008965033530867e-14	9.79155145072268e-09	0.0	0.9887440087401178	0.01285367211362153
0.0	9.900959046549509e-07	0.00046797779764965396	0.004400012314910313	0.00014901220278714454	9.588863615577021e-11	0.0	0.0	4.367886383517878e-13	0.0	1.121071590751993e-10	0.0	9.830108228295123e-18	0.0	1.6008966263257096e-14	9.791551397339538e-09	0.0	0.9887440033495308	0.012853672043543898
0.0	9.900959046544295e-07	0.000467977669113124	0.004400012443446897	0.00014901233132367457	9.588863563304158e-11	0.0	0.0	4.36788755916256e-13	0.0	1.1210721286227265e-10	0.0	9.830111384118767e-18	0.0	1.6008967492983324e-14	9.791551343956396e-09	0.0	0.9887439979589439	0.012853671973466268
0.0	9.900959046539078e-07	0.00046797754057659413	0.004400012571983481	0.00014901245986020462	9.588863511031296e-11	0.0	0.0	4.3678887348072413e-13	0.0	1.1210726664934601e-10	0.0	9.830114539942411e-18	0.0	1.6008968722709556e-14	9.791551290573255e-09	0.0	0.9887439925683567	0.012853671903388635
0.0	9.900959046533864e-07	0.00046797741204006413	0.004400012700520066	0.00014901258839673467	9.588863458758431e-11	0.0	0.0	4.367889910451924e-13	0.0	1.1210732043641938e-10	0.0	9.830117695766053e-18	0.0	1.6008969952435785e-14	9.79155123719011e-09	0.0	0.9887439871777695	0.012853671833311004
0.0	9.900959046528649e-07	0.00046797728350353424	0.004400012829056649	0.0001490127169332647	9.58886340648557e-11	0.0	0.0	4.3678910860966057e-13	0.0	1.1210737422349273e-10	0.0	9.830120851589697e-18	0.0	1.6008971182162014e-14	9.791551183806969e-09	0.0	0.9887439817871824	0.012853671763233368
