TF_VIIa	VIIIa_IXa	Va	VIIIa	IXa	Va_Xa	Xa	mIIa	X	IX	II	X_VIIIa_IXa	IX_TF_VIIa	VIII	II_Va_Xa	V	IIa	X_TF_VIIa	Values[I]	Values[IIa+1.2mIIa]
4.0318611089489954e-09	5.42707869321913e-10	6.083495894311172e-10	6.553088383816623e-12	4.2418308020308325e-08	1.9391650410535244e-08	1.2761515846502716e-07	2.995150108980986e-10	2.2640016432634785e-08	4.612254182649918e-08	1.7613565866827123e-18	1.5073904229437625e-10	7.657032415762852e-10	3.0665325520437436e-52	3.3697301968462484e-20	5.949623431490885e-51	1.3997004849873062e-06	2.0243564947470002e-10	-1.405281521548495e-09	1.400059903000384e-06
4.0541011992247575e-09	5.502012290456535e-10	6.017963817543255e-10	6.489892315977318e-12	4.3321108280675785e-08	1.939820361822723e-08	1.2904017325457135e-07	2.467104867383812e-10	2.1227458068375827e-08	4.523033899103353e-08	9.673048405181424e-19	1.4330887863847497e-10	7.550426206066397e-10	-5.163415606056191e-53	1.8503268945076405e-20	-1.0532176328378495e-51	1.3997532895122751e-06	1.9085618016858424e-10	-1.4849329960418906e-09	1.4000493420963612e-06
4.075915806240697e-09	5.575026805004592e-10	5.95708164048848e-10	6.43166103650782e-12	4.421384594633002e-08	1.940429183594103e-08	1.3039245346715823e-07	2.0320254986236867e-10	1.9887415419070452e-08	4.4348275140304125e-08	5.30979959626827e-19	1.360656584631388e-10	7.44310574402338e-10	2.3067718512346213e-52	1.0176547969674376e-20	4.602869618894496e-51	1.3997967974495958e-06	1.7977361935694593e-10	-1.5681370664201829e-09	1.4000406405094306e-06
4.097297445530703e-09	5.646016914664595e-10	5.900498958798631e-10	6.377214734734635e-12	4.509609190725126e-08	1.9409950104114617e-08	1.3167411438445167e-07	1.6735752469354064e-10	1.8617731996801196e-08	4.347676517384217e-08	2.9144093219749664e-19	1.2902109379891176e-10	7.335201336412894e-10	-1.91196783330214e-52	5.5736184595807504e-21	-3.907111171142715e-51	1.3998326424750088e-06	1.6918242082798882e-10	-1.6550306678525323e-09	1.400033471504641e-06
4.11824030741694e-09	5.714888652660908e-10	5.847924643742986e-10	6.325680335984602e-12	4.596745972179379e-08	1.9415207535622712e-08	1.3288736017497813e-07	1.3782804865191713e-10	1.7416171197160494e-08	4.2616181903796705e-08	1.59938099849676e-19	1.2218545439803028e-10	7.226840547454802e-10	-2.7687645692238547e-53	3.044850804535487e-21	-6.49419812711221e-52	1.3998621719511844e-06	1.590756378375606e-10	-1.7457559166432024e-09	1.4000275656095665e-06
4.1387402066420665e-09	5.78156051298946e-10	5.799064400543736e-10	6.276409419755624e-12	4.682760412213615e-08	1.9420093559944002e-08	1.3403446413867307e-07	1.1350316226345598e-10	1.628042974517512e-08	4.176685751085039e-08	8.77286353482552e-20	1.1556753928140402e-10	7.118147764331949e-10	1.7420869550386335e-53	1.6814528788513062e-21	3.720133553582838e-52	1.3998864968376462e-06	1.4944501692471982e-10	-1.8404603704545863e-09	1.4000227006323623e-06
4.158794519132001e-09	5.845964228177769e-10	5.75366854277165e-10	6.228918274144984e-12	4.7676219439488607e-08	1.9424633145721966e-08	1.3511775989573375e-07	9.34669088854076e-11	1.520815120134775e-08	4.092908509620495e-08	4.812964218464167e-20	1.0917465890818374e-10	7.009243825805664e-10	-6.306416120992951e-54	9.21428696841806e-22	-1.2292375197797763e-52	1.3999065330910647e-06	1.4028109828741407e-10	-1.9392973028995932e-09	1.400018693381727e-06
4.178402107984545e-09	5.908045201813696e-10	5.711493505684902e-10	6.182844477639124e-12	4.851303795759534e-08	1.9428850649431056e-08	1.3613962400171562e-07	7.696435998432822e-11	1.4196939388604563e-08	4.0103120319773986e-08	2.6504243819858963e-20	1.0301263534109689e-10	6.900245671082958e-10	-1.0570295374512274e-53	5.082488557091799e-22	-2.0162887302522792e-52	1.3999230356399878e-06	1.3157332490714093e-10	-2.042425992167377e-09	1.400015392871969e-06
4.197563238224255e-09	5.967762679403338e-10	5.672313637809863e-10	6.137914367164323e-12	4.933782821445318e-08	1.9432768636218786e-08	1.3710246376696278e-07	6.33730038971757e-11	1.3244371620354953e-08	3.9289183096908825e-08	1.4633785225332313e-20	9.708581769260754e-11	6.791266030051232e-10	2.114727959921272e-54	2.787259726284927e-22	2.8537863121035187e-53	1.399936626996087e-06	1.2331015877060387e-10	-2.150012021358468e-09	1.4000126746007634e-06
4.216279482902345e-09	6.02508960548596e-10	5.635927580752994e-10	6.093920875723199e-12	5.01503932542926e-08	1.9436407241924597e-08	1.3800870488862384e-07	5.2179650871770817e-11	1.2348011549543319e-08	3.848745935081774e-08	7.985070619469497e-21	9.139711857578647e-11	6.682413157653521e-10	-2.331632894238064e-53	1.525248614359024e-22	-4.655828922111022e-52	1.3999478203491194e-06	1.1547920133228472e-10	-2.262227592314221e-09	1.4000104359301654e-06
4.234553622634564e-09	6.080012245804427e-10	5.602134842771595e-10	6.0507083408161106e-12	5.0950568844500344e-08	1.9439786515722798e-08	1.3886077663694625e-07	4.2961848208563685e-11	1.1505421464271199e-08	3.769810280245587e-08	4.3764271520060634e-21	8.594806707884695e-11	6.573790613845752e-10	4.314754890925829e-53	9.066411287432888e-23	9.065317721724895e-52	1.3999570381517863e-06	1.080673159808418e-10	-2.379251852377525e-09	1.4000085923696365e-06
4.252389546514827e-09	6.13252978277108e-10	5.570764889481616e-10	6.008158821909801e-12	5.1738221684887684e-08	1.9442923511051852e-08	1.396611028508289e-07	3.537129767004233e-11	1.071417402769799e-08	3.6921236767969204e-08	2.431382963959197e-21	8.073886290108808e-11	6.465497059650022e-10	-4.718138677374169e-53	3.304856380845719e-23	-1.0388721614755073e-51	1.3999646287023268e-06	1.0106074752015166e-10	-2.5012712298594036e-09	1.4000070742595307e-06
4.269792132327271e-09	6.18265332024509e-10	5.541644452331226e-10	5.966184152545736e-12	5.251324760682424e-08	1.9445835554766903e-08	1.4041208752785338e-07	2.912094611355839e-11	9.97186318204485e-09	3.6156955961167334e-08	1.317801355382723e-21	7.576848382305123e-11	6.357626161609522e-10	-1.776740268468701e-54	2.6551919214923345e-23	-4.632279806062374e-53	1.3999708790538843e-06	9.444525151175873e-11	-2.628479782389536e-09	1.4000058241892203e-06
4.2867671556407654e-09	6.230405363480958e-10	5.514620361357082e-10	5.924719933615514e-12	5.3275569778082895e-08	1.944853796386433e-08	1.4111610684396597e-07	2.397437795125799e-11	9.27611424772566e-09	3.540532829821713e-08	7.221967591126838e-22	7.103474371839455e-11	6.250266436335812e-10	4.76269755571131e-55	1.401950910271754e-23	-2.8959168737436426e-54	1.3999760256220473e-06	8.820620072563428e-11	-2.761079555980013e-09	1.4000047948755887e-06
4.3033211693999806e-09	6.275818626375799e-10	5.489546823266332e-10	5.88372034380951e-12	5.4025136928866533e-08	1.9451045317673408e-08	1.4177549850485114e-07	1.973685331098487e-11	8.624593053710998e-09	3.4666396667623006e-08	3.958904453062934e-22	6.653441701871658e-11	6.143501238542549e-10	9.372001473156429e-56	7.583656015311084e-24	-3.7471616370866154e-54	1.3999802631466881e-06	8.23287067457431e-11	-2.899280955448671e-09	1.4000039473706612e-06
4.319461404833873e-09	6.318935109693782e-10	5.466288425421436e-10	5.843154501365195e-12	5.476192160509476e-08	1.94533711574579e-08	1.4239255362243056e-07	1.6247928642708975e-11	8.01501416255186e-09	3.3940180677270805e-08	2.170331432864157e-22	6.226333452936245e-11	6.037408721357907e-10	3.504982133681877e-54	4.301405258475211e-24	-5.7724727396396324e-55	1.3999837520713565e-06	7.67977230303148e-11	-3.043303124901885e-09	1.4000032495857277e-06
4.335195669006959e-09	6.359805018582544e-10	5.444718593852858e-10	5.803003541742258e-12	5.548591846062592e-08	1.945552814061476e-08	1.4296950917243707e-07	1.3375453666850151e-11	7.445148047002503e-09	3.322667835726834e-08	1.1978801216464337e-22	5.821649460010925e-11	5.932061856474737e-10	-4.6972533227684244e-55	2.288313108135416e-24	-3.4535214817597904e-54	1.3999866245463323e-06	7.159814534554581e-11	-3.19337434034e-09	1.4000026750907323e-06
4.350532248583326e-09	6.398485700287421e-10	5.424719866321829e-10	5.76325821701621e-12	5.6197142595210736e-08	1.9457528013367864e-08	1.435085416216424e-07	1.101057688517742e-11	6.912827290071801e-09	3.2525867814753213e-08	6.54069740430859e-23	5.4388171754347576e-11	5.827528482530435e-10	1.5360437256102257e-55	1.2548621436001194e-24	-6.149702637349235e-56	1.399988989423114e-06	6.671490316360973e-11	-3.349732413546926e-09	1.4000022021153764e-06
4.365479818183471e-09	6.435040553898383e-10	5.406181368768436e-10	5.723916941013651e-12	5.689562794637192e-08	1.94593818631232e-08	1.44011761287879e-07	9.063652047678041e-12	6.415951777948057e-09	3.1837708832133045e-08	3.586246691732509e-23	5.0772027669253994e-11	5.723871384360205e-10	-4.529461855836307e-56	6.883457841472635e-25	5.340254465937906e-56	1.3999909363479515e-06	6.213304338048719e-11	-3.5126251082284596e-09	1.4000018127304085e-06
4.38004735560821e-09	6.469538004861469e-10	5.389000769913201e-10	5.684984123489839e-12	5.7581425740655136e-08	1.946109992300872e-08	1.4448120812463115e-07	7.46085597376579e-12	5.952492932317371e-09	3.116214440372881e-08	1.9704318913981728e-23	4.736121539046929e-11	5.621148397395126e-10	2.1677466335415312e-56	3.7813377598084706e-25	-4.776119406133363e-56	1.3999925391440253e-06	5.783780465225631e-11	-3.6823105688536184e-09	1.4000014921711939e-06
4.394244063105103e-09	6.502050494226668e-10	5.373081991196344e-10	5.646468768959849e-12	5.8254603008055955e-08	1.946269180088041e-08	1.4491884799822137e-07	6.141393225180406e-12	5.5204970357332045e-09	3.0499102207174644e-08	1.0731560960353916e-23	4.414848180847927e-11	5.51941253538342e-10	-6.978804720381593e-57	2.060377945055269e-25	8.438316616842855e-56	1.3999938586067738e-06	5.381468335653316e-11	-3.859057762672038e-09	1.400001228278644e-06
4.408079295565402e-09	6.532653541302028e-10	5.358335655383662e-10	5.6083832869302566e-12	5.8915241164008835e-08	1.946416643446168e-08	1.4532657012681877e-07	5.055201692275938e-12	5.1180876854332706e-09	2.984849600554679e-08	5.91271381291277e-24	4.1126262582972764e-11	5.418712137312836e-10	-1.175493146525961e-57	1.134935803889527e-25	-3.6870832850157246e-56	1.3999949447983068e-06	5.0049490703293165e-11	-4.04314693586978e-09	1.4000010110403373e-06
4.421562495600999e-09	6.56142486005272e-10	5.344678255685308e-10	5.570742475770097e-12	5.956343466156836e-08	1.946553217443151e-08	1.4570618521127136e-07	4.161060391621598e-12	4.743467441433734e-09	2.9210226977852703e-08	3.229147895852265e-24	3.828677151906373e-11	5.319091030546846e-10	-1.5191411773017302e-56	6.198696565912336e-26	-1.0525688677186237e-55	1.3999958389396072e-06	4.6528401344294705e-11	-4.234870084697716e-09	1.4000008322120771e-06
4.4347031353693324e-09	6.58844355559198e-10	5.33203200358528e-10	5.533562662411867e-12	6.019928971397732e-08	1.9466796799641513e-08	1.4605942437347583e-07	3.425026468466353e-12	4.394918751111304e-09	2.858418497804727e-08	1.7565508297029805e-24	3.562208177849574e-11	5.220588706378048e-10	-5.431505157331359e-57	3.36947693132226e-26	-1.2745921329498017e-55	1.3999965749735303e-06	4.323799399284265e-11	-4.434531442169554e-09	1.4000006850052922e-06
4.447510665145252e-09	6.613789392586368e-10	5.320324349147135e-10	5.496860980102176e-12	6.082292309017506e-08	1.946796756508533e-08	1.4638793875115013e-07	2.819152466518853e-12	4.0708041997524415e-09	2.7970249720200995e-08	9.72425697058236e-25	3.312419976136675e-11	5.123240506040195e-10	8.495252042633633e-57	1.8696118650043655e-26	1.5759097399166355e-55	1.3999971808475321e-06	4.016528425070862e-11	-4.6424479816912125e-09	1.4000005638304918e-06
4.45999446829879e-09	6.637542143061159e-10	5.309487689584728e-10	5.46065476727917e-12	6.14344609819973e-08	1.946905123104157e-08	1.4669329971558863e-07	2.3204289447289025e-12	3.769566172089785e-09	2.736829189142205e-08	5.315538597082853e-25	3.078513092671052e-11	5.027077813478973e-10	4.794562741924562e-56	1.0560210982446068e-26	1.240054676629484e-54	1.399997679571054e-06	3.729775035329168e-11	-4.858949938323241e-09	1.4000004640857874e-06
4.472163822435097e-09	6.659781012402572e-10	5.299459083559216e-10	5.4249610745165406e-12	6.203403794292763e-08	1.947005409164412e-08	1.4697699962265818e-07	1.9099124754714228e-12	3.4897259956925236e-09	2.677817419290181e-08	2.8811801842447035e-25	2.859693768533179e-11	4.93212825245064e-10	1.2845537675551097e-55	6.724711864048708e-27	3.288813292652821e-54	1.3999980900875233e-06	3.462335231981848e-11	-5.084381348919728e-09	1.4000003819824938e-06
4.484027866266143e-09	6.680584140741798e-10	5.290180076773362e-10	5.3897962671755925e-12	6.262179589651e-08	1.9470981992322702e-08	1.4724045303467148e-07	1.5720073146687881e-12	3.2298826383160313e-09	2.6199752311054288e-08	1.6143738506561432e-25	2.6551789658750167e-11	4.838415887028624e-10	-7.591894312482884e-56	2.0423854614394655e-27	-2.000338221029822e-54	1.3999984279926841e-06	3.2130545030974225e-11	-5.3191006120701584e-09	1.4000003144014617e-06
4.495595571613763e-09	6.700028177105495e-10	5.281595938730346e-10	5.355175713525867e-12	6.319788321250906e-08	1.9471840406127006e-08	1.4748499827678863e-07	1.2938739220093574e-12	2.9887110239556e-09	2.56328758213709e-08	8.992604702670291e-26	2.4642006576030167e-11	4.745961418335308e-10	-1.7870452014141316e-55	-6.136426604915062e-28	-4.6490917638900803e-54	1.3999987061260767e-06	2.980828655268677e-11	-5.563481068795468e-09	1.400000258774783e-06
4.5068757205428075e-09	6.718187922185905e-10	5.273655791997146e-10	5.321113547213188e-12	6.376245384980215e-08	1.9472634420800324e-08	1.477118994133462e-07	1.0649420264297603e-12	2.764960030633037e-09	2.5077389025273963e-08	4.6029139381893756e-26	2.2860094234301973e-11	4.654782384710584e-10	1.1421170913180759e-55	2.9865393042521643e-27	3.054487330437446e-54	1.3999989350579724e-06	2.7646040986114903e-11	-5.8179116056232726e-09	1.4000002129884039e-06
4.5178768869689465e-09	6.735136036967449e-10	5.266312677310385e-10	5.287622493481896e-12	6.431566656213729e-08	1.9473368732269006e-08	1.4792234848485342e-07	8.765091805434958e-13	2.5574502319646256e-09	2.4533131724428145e-08	1.821162316603983e-26	2.1198773809878745e-11	4.5648933592799535e-10	4.050938729123017e-55	1.2194200673742925e-26	1.1212427517879141e-53	1.3999991234908181e-06	2.5633777103039904e-11	-6.082797280658431e-09	1.4000001753018345e-06
4.5286074229778765e-09	6.750942808900221e-10	5.259522694056642e-10	5.254713754147819e-12	6.485768416696186e-08	1.9474047730594373e-08	1.4811746787410542e-07	7.214130352043941e-13	2.3650714268336696e-09	2.3999939932880706e-08	2.005938543307416e-26	1.9651005355935617e-11	4.476306139115451e-10	-1.8274672688947033e-55	-7.555807402556447e-27	-5.219581100680877e-54	1.3999992785869636e-06	2.3761963110559493e-11	-6.358559974963648e-09	1.4000001442826056e-06
4.539075445208654e-09	6.765675970637505e-10	5.253244954008209e-10	5.222396935513985e-12	6.538867286853282e-08	1.947467550459922e-08	1.4829831290176394e-07	5.937567568296493e-13	2.1867800252481023e-09	2.3477646535999127e-08	5.374137352773702e-27	1.8210006000841056e-11	4.389029924035101e-10	7.555920056232079e-56	3.675250240338094e-27	2.194285552691216e-54	1.399999406243242e-06	2.2021562387816323e-11	-6.645639068198238e-09	1.40000011875135e-06
4.549288831294678e-09	6.779400567923013e-10	5.247441638284095e-10	5.190680019024013e-12	6.590880164038457e-08	1.947525583617163e-08	1.4846587456356092e-07	4.88687215920451e-13	2.0215963192541936e-09	2.296608188875351e-08	2.8539022979941188e-27	1.686926318878021e-11	4.3030715088089406e-10	-9.649795805790052e-57	2.2324500688702782e-27	-2.6558992919456573e-55	1.3999995113127825e-06	2.0404017824408334e-11	-6.9444921431303284e-09	1.4000000977374417e-06
4.559255211689641e-09	6.792178867559437e-10	5.242077599091016e-10	5.159569361362773e-12	6.641824165634401e-08	1.9475792240090945e-08	1.4862108229127358e-07	4.02209340729247e-13	1.868601680845015e-09	2.246507436861457e-08	4.401491823045169e-27	1.5622543882799075e-11	4.2184354440272714e-10	-3.135356682956001e-56	-2.4717753931981933e-27	-8.808060416432491e-55	1.3999995977906579e-06	1.890124390761216e-11	-7.255595716795565e-09	1.4000000804418666e-06
4.56898196842742e-09	6.804070308832706e-10	5.237120126463705e-10	5.129069722363902e-12	6.691716576980165e-08	1.9476287987353677e-08	1.4876480677535258e-07	3.3103328237474004e-13	1.7269357273636348e-09	2.197445087888372e-08	5.624748944503763e-28	1.4463899394471076e-11	4.135124210369401e-10	1.0199902421488768e-56	1.4097909979053042e-27	3.087876219429166e-55	1.399999668966716e-06	1.750561053562084e-11	-7.579446000542329e-09	1.4000000662066548e-06
4.578476235053907e-09	6.815131478574719e-10	5.23253896780452e-10	5.0991843161658716e-12	6.740574804287048e-08	1.9476746103219595e-08	1.4889786282927026e-07	2.7245113926003543e-13	1.595793471767996e-09	2.149403730441525e-08	8.072938166594404e-28	1.338766782646786e-11	4.0531383703040026e-10	1.049469179107422e-57	-9.366492414991522e-29	2.297766078412357e-56	1.399999727548859e-06	1.6209927915673346e-11	-7.91655969313202e-09	1.4000000544902262e-06
4.587744897448538e-09	6.82541612037417e-10	5.228306006722679e-10	5.0699148764904035e-12	6.7884163318417e-08	1.9477169399327777e-08	1.490210122044062e-07	2.2423507704796926e-13	1.474422492743955e-09	2.1023658924343855e-08	3.6125099146733984e-28	1.2388473086198236e-11	3.972476721155697e-10	-5.160887750364509e-58	3.204380429872828e-29	-1.182784478358108e-56	1.3999997757649212e-06	1.500743043587188e-11	-8.267474806388349e-09	1.4000000448470138e-06
4.596794597075717e-09	6.834975163650877e-10	5.224395175828409e-10	5.041261732588949e-12	6.835258682852088e-08	1.9477560482417202e-08	1.491349663911248e-07	1.845512670342271e-13	1.36212014527463e-09	2.0563140789568338e-08	2.744918695841222e-28	1.1461221902429043e-11	3.893136436433259e-10	6.57334930962431e-58	-7.134211823975831e-30	1.6134998757396387e-56	1.3999998154487314e-06	1.389175928093723e-11	-8.632751522192102e-09	1.4000000369102515e-06
4.6056317350163926e-09	6.843856772838744e-10	5.220782315697234e-10	5.013223895154364e-12	6.881119384207319e-08	1.947792176843032e-08	1.492403893612193e-07	1.5188998907298578e-13	1.2582308265892633e-09	2.0112308061778335e-08	1.6167773240542935e-28	1.0601098821076893e-11	3.815113200435886e-10	-5.398793908896159e-58	-9.750372912166542e-31	-1.4264574356603695e-56	1.3999998481100093e-06	1.2856944939998616e-11	-9.0129730859199e-09	1.400000030377996e-06
4.6142624771093524e-09	6.852106412856199e-10	5.217445029897952e-10	4.985799148184477e-12	6.92601593472828e-08	1.9478255497010246e-08	1.4933790024291416e-07	1.2500851002052918e-13	1.162143311144624e-09	1.967098631833939e-08	5.329919356385053e-29	9.80355956630123e-12	3.738401335259663e-10	7.658871067489444e-59	7.389108763371098e-30	2.6410011085920797e-57	1.3999998749914884e-06	1.1897389364662205e-11	-9.408746736645088e-09	1.4000000250017001e-06
