A	Yp	W	T	Tasp_WA	Tni	TWA	Tasp	Ap	Tni_WA	Y	TA	MYp	MYpYpYp	TW	B	MYpYp	Tni_A	Tni_W	WA	Tasp_A	Tasp_W	MYpYpYpYp	M	Bp	Values[Bias]	Values[autoPhospho]
3.092504423532696e-06	8.934107804190891e-09	2.8104321352055127e-06	3.12718551247484e-06	-6.409590046877177e-20	0.0	7.489872270183847e-07	-2.676144060737036e-19	4.5296253687743804e-08	0.0	9.898350606291186e-06	3.9812935924611573e-07	9.642645510344073e-10	5.540506072403389e-10	7.276979012610831e-07	1.9120895085470125e-06	4.102306405095773e-10	0.0	0.0	7.188827365151576e-07	-3.40706206539836e-20	-6.227402908607568e-20	2.0043520627075694e-09	6.071102138508122e-09	8.661049145298993e-08	0.7032553668075288	0.9970089730807578
3.0925044235326974e-06	8.934107804186267e-09	2.8104321352055114e-06	3.127185512474732e-06	-3.845328834085109e-20	0.0	7.489872270183596e-07	-1.6055089133297118e-19	4.5296253687741085e-08	0.0	9.898350606291205e-06	3.981293592461027e-07	9.6426455103448e-10	5.540506072398075e-10	7.276979012610579e-07	1.9120895085470566e-06	4.10230640509396e-10	0.0	0.0	7.188827365151581e-07	-2.0440112361174665e-20	-3.736028641063786e-20	2.0043520627046094e-09	6.0711021385117224e-09	8.661049145294596e-08	0.7032553668078959	0.9970089730807578
3.092504423532701e-06	8.934107804170352e-09	2.8104321352055084e-06	3.127185512474368e-06	4.823250368895878e-20	0.0	7.489872270182749e-07	2.0138125240027108e-19	4.529625368773101e-08	0.0	9.898350606291267e-06	3.9812935924605866e-07	9.64264551034731e-10	5.540506072379774e-10	7.276979012609727e-07	1.9120895085472616e-06	4.1023064050877196e-10	0.0	0.0	7.188827365151603e-07	2.5638321554972684e-20	4.686153564519899e-20	2.004352062694419e-09	6.071102138524115e-09	8.661049145274082e-08	0.70325536680916	0.9970089730807578
3.0925044235327063e-06	8.934107804147433e-09	2.8104321352055038e-06	3.127185512473841e-06	1.7320100727509558e-19	0.0	7.489872270181527e-07	7.231520903909285e-19	4.529625368771658e-08	0.0	9.898350606291359e-06	3.9812935924599545e-07	9.64264551035092e-10	5.540506072353425e-10	7.2769790126085e-07	1.9120895085475525e-06	4.102306405078734e-10	0.0	0.0	7.188827365151635e-07	9.206619621856881e-20	1.682779156169361e-19	2.0043520626797447e-09	6.071102138541961e-09	8.661049145245005e-08	0.70325536681098	0.9970089730807578
3.092504423532709e-06	8.934107804136256e-09	2.810432135205501e-06	3.1271855124735857e-06	2.3382026982615252e-19	0.0	7.489872270180933e-07	9.762507718796883e-19	4.5296253687709394e-08	0.0	9.898350606291403e-06	3.981293592459648e-07	9.642645510352682e-10	5.540506072340571e-10	7.276979012607904e-07	1.9120895085477054e-06	4.10230640507435e-10	0.0	0.0	7.188827365151651e-07	1.2428878581725764e-19	2.2717412715607443e-19	2.0043520626725876e-09	6.071102138550665e-09	8.661049145229707e-08	0.7032553668118677	0.9970089730807578
3.092504423532706e-06	8.93410780414881e-09	2.810432135205504e-06	3.1271855124738762e-06	1.6476176837835908e-19	0.0	7.48987227018161e-07	6.879164237185068e-19	4.5296253687717043e-08	0.0	9.898350606291352e-06	3.9812935924599984e-07	9.642645510350703e-10	5.540506072355006e-10	7.276979012608581e-07	1.9120895085475665e-06	4.1023064050792705e-10	0.0	0.0	7.188827365151634e-07	8.758026105890562e-20	1.6007855511635499e-19	2.0043520626806253e-09	6.0711021385408905e-09	8.661049145243624e-08	0.7032553668108708	0.9970089730807578
3.0925044235327076e-06	8.934107804142233e-09	2.8104321352055025e-06	3.1271855124737276e-06	2.0016080941742013e-19	0.0	7.489872270181265e-07	8.357151636602638e-19	4.5296253687712696e-08	0.0	9.898350606291377e-06	3.9812935924598206e-07	9.642645510351739e-10	5.540506072347442e-10	7.276979012608233e-07	1.9120895085476656e-06	4.102306405076691e-10	0.0	0.0	7.188827365151643e-07	1.0639686696240242e-19	1.9447140851146568e-19	2.0043520626764137e-09	6.071102138546012e-09	8.661049145233698e-08	0.7032553668113931	0.9970089730807578
3.092504423532708e-06	8.934107804140795e-09	2.8104321352055025e-06	3.1271855124736954e-06	2.07658773413197e-19	0.0	7.489872270181191e-07	8.670208036248996e-19	4.529625368771164e-08	0.0	9.898350606291384e-06	3.981293592459783e-07	9.642645510351966e-10	5.540506072345788e-10	7.27697901260816e-07	1.9120895085476957e-06	4.1023064050761277e-10	0.0	0.0	7.188827365151646e-07	1.1038246177912254e-19	2.0175624925591284e-19	2.004352062675492e-09	6.071102138547133e-09	8.661049145230698e-08	0.7032553668115075	0.9970089730807578
3.0925044235327063e-06	8.934107804148333e-09	2.8104321352055038e-06	3.127185512473869e-06	1.6644449433380141e-19	0.0	7.489872270181595e-07	6.949421731187048e-19	4.529625368771634e-08	0.0	9.898350606291354e-06	3.981293592459992e-07	9.64264551035078e-10	5.540506072354455e-10	7.276979012608565e-07	1.9120895085476038e-06	4.1023064050790833e-10	0.0	0.0	7.188827365151635e-07	8.847472587113146e-20	1.6171345103267886e-19	2.0043520626803184e-09	6.071102138541263e-09	8.661049145239872e-08	0.7032553668109089	0.9970089730807578
3.092504423532703e-06	8.934107804160505e-09	2.810432135205506e-06	3.1271855124741486e-06	1.0011512811648175e-19	0.0	7.489872270182245e-07	4.180025599481509e-19	4.529625368772404e-08	0.0	9.898350606291305e-06	3.981293592460328e-07	9.642645510348862e-10	5.540506072368453e-10	7.276979012609218e-07	1.912089508547448e-06	4.102306405083858e-10	0.0	0.0	7.188827365151619e-07	5.321689115500059e-20	9.726944067711226e-20	2.0043520626881133e-09	6.0711021385317816e-09	8.661049145255481e-08	0.7032553668099418	0.9970089730807578
3.0925044235327017e-06	8.934107804166079e-09	2.8104321352055067e-06	3.1271855124742765e-06	6.968919895796854e-20	0.0	7.489872270182541e-07	2.9096765017815213e-19	4.529625368772752e-08	0.0	9.89835060629128e-06	3.9812935924604823e-07	9.642645510347985e-10	5.54050607237486e-10	7.276979012609516e-07	1.912089508547379e-06	4.1023064050860425e-10	0.0	0.0	7.188827365151612e-07	3.704377741882267e-20	6.770834269637165e-20	2.004352062691681e-09	6.071102138527443e-09	8.661049145262402e-08	0.7032553668094995	0.9970089730807578
3.0925044235327004e-06	8.9341078041713e-09	2.810432135205508e-06	3.127185512474396e-06	4.128875456968786e-20	0.0	7.48987227018282e-07	1.723895823216088e-19	4.529625368773085e-08	0.0	9.898350606291262e-06	3.9812935924606263e-07	9.64264551034716e-10	5.540506072380863e-10	7.276979012609797e-07	1.91208950854731e-06	4.1023064050880913e-10	0.0	0.0	7.188827365151604e-07	2.1947324125840643e-20	4.0115156802159443e-20	2.004352062695025e-09	6.071102138523376e-09	8.661049145269276e-08	0.7032553668090847	0.9970089730807578
3.0925044235326995e-06	8.934107804175428e-09	2.810432135205509e-06	3.1271855124744903e-06	1.899599494546772e-20	0.0	7.489872270183037e-07	7.93124343024092e-20	4.529625368773354e-08	0.0	9.898350606291245e-06	3.981293592460738e-07	9.64264551034651e-10	5.540506072385609e-10	7.276979012610014e-07	1.91208950854725e-06	4.102306405089709e-10	0.0	0.0	7.188827365151598e-07	1.0097452995475328e-20	1.845604992297857e-20	2.0043520626976677e-09	6.071102138520162e-09	8.661049145275242e-08	0.7032553668087569	0.9970089730807578
3.0925044235326987e-06	8.93410780417746e-09	2.810432135205509e-06	3.1271855124745365e-06	8.007452727427754e-21	0.0	7.489872270183145e-07	3.343286680394269e-20	4.529625368773486e-08	0.0	9.898350606291237e-06	3.9812935924607936e-07	9.642645510346188e-10	5.540506072387946e-10	7.276979012610122e-07	1.9120895085472213e-06	4.102306405090506e-10	0.0	0.0	7.188827365151596e-07	4.256417109600522e-21	7.779847680716174e-21	2.0043520626989692e-09	6.071102138518579e-09	8.661049145278134e-08	0.7032553668085956	0.9970089730807578
3.0925044235326983e-06	8.934107804181132e-09	2.81043213520551e-06	3.127185512474621e-06	-1.1839840863446868e-20	0.0	7.48987227018334e-07	-4.943392554361108e-20	4.5296253687737246e-08	0.0	9.898350606291222e-06	3.981293592460894e-07	9.64264551034561e-10	5.540506072392168e-10	7.276979012610317e-07	1.912089508547169e-06	4.102306405091946e-10	0.0	0.0	7.188827365151588e-07	-6.2935495571503405e-21	-1.1503303456732436e-20	2.0043520627013205e-09	6.071102138515719e-09	8.661049145283399e-08	0.7032553668083039	0.9970089730807578
3.092504423532698e-06	8.934107804182176e-09	2.81043213520551e-06	3.127185512474644e-06	-1.7411470143165022e-20	0.0	7.489872270183393e-07	-7.269669658885175e-20	4.529625368773795e-08	0.0	9.898350606291218e-06	3.981293592460922e-07	9.642645510345446e-10	5.540506072393367e-10	7.276979012610372e-07	1.912089508547152e-06	4.1023064050923544e-10	0.0	0.0	7.188827365151587e-07	-9.255187783946276e-21	-1.6916563905587285e-20	2.0043520627019876e-09	6.071102138514908e-09	8.661049145285108e-08	0.7032553668082211	0.9970089730807578
3.092504423532698e-06	8.934107804183043e-09	2.81043213520551e-06	3.1271855124746636e-06	-2.2038573269005604e-20	0.0	7.489872270183439e-07	-9.201586432517601e-20	4.529625368773855e-08	0.0	9.898350606291215e-06	3.9812935924609455e-07	9.64264551034531e-10	5.540506072394363e-10	7.276979012610417e-07	1.9120895085471375e-06	4.1023064050926946e-10	0.0	0.0	7.188827365151587e-07	-1.1714756576733361e-20	-2.1412145554053326e-20	2.0043520627025427e-09	6.071102138514234e-09	8.661049145286549e-08	0.7032553668081523	0.9970089730807578
3.092504423532696e-06	8.934107804189518e-09	2.8104321352055114e-06	3.1271855124748114e-06	-5.714758204825861e-20	0.0	7.489872270183783e-07	-2.386036560806547e-19	4.529625368774271e-08	0.0	9.89835060629119e-06	3.981293592461123e-07	9.642645510344288e-10	5.540506072401809e-10	7.276979012610762e-07	1.9120895085470485e-06	4.1023064050952345e-10	0.0	0.0	7.188827365151577e-07	-3.03771938629288e-20	-5.552321060149005e-20	2.0043520627066897e-09	6.07110213850919e-09	8.661049145295464e-08	0.7032553668076379	0.9970089730807578
3.0925044235326953e-06	8.934107804194885e-09	2.8104321352055127e-06	3.1271855124749338e-06	-8.624383344438489e-20	0.0	7.489872270184066e-07	-3.600868704694124e-19	4.529625368774617e-08	0.0	9.898350606291169e-06	3.9812935924612706e-07	9.642645510343442e-10	5.54050607240798e-10	7.276979012611049e-07	1.9120895085469744e-06	4.1023064050973397e-10	0.0	0.0	7.188827365151568e-07	-4.5843508231551923e-20	-8.37924257833835e-20	2.004352062710127e-09	6.07110213850501e-09	8.661049145302864e-08	0.7032553668072117	0.9970089730807578
3.092504423532694e-06	8.934107804199145e-09	2.810432135205514e-06	3.1271855124750303e-06	-1.0932732745738453e-19	0.0	7.489872270184292e-07	-4.564655074914495e-19	4.529625368774891e-08	0.0	9.898350606291152e-06	3.981293592461387e-07	9.642645510342772e-10	5.540506072412877e-10	7.276979012611276e-07	1.9120895085469155e-06	4.1023064050990096e-10	0.0	0.0	7.188827365151562e-07	-5.811369968260277e-20	-1.0621979109973372e-19	2.0043520627128543e-09	6.071102138501693e-09	8.661049145308741e-08	0.7032553668068734	0.9970089730807578
3.0925044235326936e-06	8.934107804202295e-09	2.8104321352055143e-06	3.1271855124751023e-06	-1.263980640872574e-19	0.0	7.48987227018446e-07	-5.277395671467656e-19	4.529625368775094e-08	0.0	9.898350606291138e-06	3.9812935924614733e-07	9.642645510342274e-10	5.540506072416499e-10	7.276979012611444e-07	1.912089508546872e-06	4.102306405100245e-10	0.0	0.0	7.188827365151558e-07	-6.71877682160813e-20	-1.2280530655054068e-19	2.0043520627148714e-09	6.0711021384992395e-09	8.661049145313102e-08	0.7032553668066232	0.9970089730807578
3.092504423532693e-06	8.934107804204336e-09	2.8104321352055148e-06	3.127185512475149e-06	-1.3745604333400357e-19	0.0	7.489872270184567e-07	-5.739090494353611e-19	4.529625368775226e-08	0.0	9.89835060629113e-06	3.9812935924615295e-07	9.642645510341953e-10	5.540506072418845e-10	7.276979012611553e-07	1.9120895085468436e-06	4.102306405101046e-10	0.0	0.0	7.188827365151553e-07	-7.306571383198754e-20	-1.3354897213580437e-19	2.0043520627161787e-09	6.07110213849765e-09	8.661049145315941e-08	0.7032553668064611	0.9970089730807578
3.0925044235326923e-06	8.934107804205268e-09	2.8104321352055148e-06	3.12718551247517e-06	-1.4250126519762305e-19	0.0	7.489872270184617e-07	-5.949739543572356e-19	4.5296253687752864e-08	0.0	9.898350606291128e-06	3.9812935924615543e-07	9.642645510341806e-10	5.540506072419917e-10	7.276979012611603e-07	1.9120895085468304e-06	4.102306405101412e-10	0.0	0.0	7.188827365151552e-07	-7.57475365303215e-20	-1.3845078785552484e-19	2.004352062716776e-09	6.071102138496924e-09	8.661049145317262e-08	0.703255366806387	0.9970089730807578
3.0925044235326923e-06	8.934107804205092e-09	2.8104321352055148e-06	3.1271855124751667e-06	-1.4153372967811577e-19	0.0	7.489872270184608e-07	-5.909342819123894e-19	4.529625368775276e-08	0.0	9.898350606291128e-06	3.98129359246155e-07	9.642645510341833e-10	5.540506072419715e-10	7.276979012611594e-07	1.9120895085468325e-06	4.1023064051013427e-10	0.0	0.0	7.188827365151552e-07	-7.523323631108318e-20	-1.3751075370970206e-19	2.0043520627166635e-09	6.071102138497061e-09	8.661049145317063e-08	0.703255366806401	0.9970089730807578
3.092504423532693e-06	8.934107804203807e-09	2.8104321352055148e-06	3.127185512475137e-06	-1.3455343677548179e-19	0.0	7.489872270184539e-07	-5.617900321008222e-19	4.529625368775193e-08	0.0	9.898350606291132e-06	3.981293592461514e-07	9.642645510342036e-10	5.540506072418238e-10	7.276979012611526e-07	1.9120895085468495e-06	4.1023064051008387e-10	0.0	0.0	7.188827365151553e-07	-7.152281317427254e-20	-1.3072886969833598e-19	2.0043520627158404e-09	6.0711021384980616e-09	8.661049145315346e-08	0.703255366806503	0.9970089730807578
3.0925044235326936e-06	8.934107804201413e-09	2.8104321352055143e-06	3.127185512475083e-06	-1.215603864897211e-19	0.0	7.489872270184413e-07	-5.075412049225343e-19	4.5296253687750395e-08	0.0	9.898350606291144e-06	3.9812935924614485e-07	9.642645510342414e-10	5.540506072415486e-10	7.276979012611396e-07	1.9120895085468817e-06	4.1023064050998993e-10	0.0	0.0	7.188827365151558e-07	-6.461626711988963e-20	-1.1810513582142665e-19	2.0043520627143077e-09	6.071102138499925e-09	8.661049145312108e-08	0.7032553668066931	0.9970089730807578
3.0925044235326945e-06	8.934107804197912e-09	2.810432135205514e-06	3.1271855124750024e-06	-1.025545788208337e-19	0.0	7.489872270184225e-07	-4.281878003775256e-19	4.529625368774815e-08	0.0	9.898350606291155e-06	3.9812935924613526e-07	9.642645510342964e-10	5.540506072411459e-10	7.27697901261121e-07	1.9120895085469295e-06	4.1023064050985257e-10	0.0	0.0	7.188827365151563e-07	-5.45135981479344e-20	-9.963955207897411e-20	2.0043520627120648e-09	6.0711021385026524e-09	8.661049145307352e-08	0.7032553668069712	0.9970089730807578
3.0925044235326957e-06	8.9341078041933e-09	2.8104321352055127e-06	3.1271855124748978e-06	-7.753601376881955e-20	0.0	7.489872270183982e-07	-3.2372981846579603e-19	4.529625368774519e-08	0.0	9.898350606291174e-06	3.9812935924612256e-07	9.642645510343692e-10	5.540506072406158e-10	7.276979012610964e-07	1.912089508546992e-06	4.102306405096718e-10	0.0	0.0	7.18882736515157e-07	-4.121480625840689e-20	-7.533211847097828e-20	2.0043520627091117e-09	6.071102138506244e-09	8.661049145301076e-08	0.7032553668073375	0.9970089730807578
3.0925044235326966e-06	8.93410780418758e-09	2.8104321352055114e-06	3.127185512474767e-06	-4.650469133367873e-20	0.0	7.489872270183678e-07	-1.9416725918734563e-19	4.529625368774152e-08	0.0	9.898350606291196e-06	3.9812935924610684e-07	9.642645510344594e-10	5.540506072399581e-10	7.276979012610659e-07	1.91208950854707e-06	4.102306405094474e-10	0.0	0.0	7.188827365151578e-07	-2.4719891451307082e-20	-4.5182834997439213e-20	2.0043520627054494e-09	6.071102138510699e-09	8.661049145293282e-08	0.7032553668077918	0.9970089730807578
3.0925044235326974e-06	8.934107804185566e-09	2.810432135205511e-06	3.12718551247472e-06	-3.55735059975706e-20	0.0	7.489872270183568e-07	-1.4852716920922038e-19	4.5296253687740224e-08	0.0	9.898350606291205e-06	3.9812935924610133e-07	9.64264551034491e-10	5.540506072397265e-10	7.276979012610552e-07	1.9120895085470977e-06	4.1023064050936846e-10	0.0	0.0	7.188827365151581e-07	-1.890934402016215e-20	-3.456235931239537e-20	2.004352062704159e-09	6.071102138512268e-09	8.661049145290541e-08	0.7032553668079518	0.9970089730807578
3.0925044235326974e-06	8.934107804185433e-09	2.810432135205511e-06	3.1271855124747174e-06	-3.485599889546173e-20	0.0	7.489872270183561e-07	-1.45531420103862e-19	4.529625368774013e-08	0.0	9.898350606291206e-06	3.9812935924610096e-07	9.642645510344931e-10	5.540506072397113e-10	7.276979012610545e-07	1.9120895085470994e-06	4.1023064050936324e-10	0.0	0.0	7.188827365151581e-07	-1.852794814019209e-20	-3.386524673996579e-20	2.004352062704074e-09	6.071102138512372e-09	8.661049145290366e-08	0.7032553668079623	0.9970089730807578
3.0925044235326974e-06	8.934107804185237e-09	2.810432135205511e-06	3.1271855124747127e-06	-3.379076890653682e-20	0.0	7.489872270183551e-07	-1.4108385188198988e-19	4.5296253687740006e-08	0.0	9.898350606291206e-06	3.9812935924610043e-07	9.642645510344962e-10	5.540506072396887e-10	7.276979012610535e-07	1.912089508547102e-06	4.102306405093556e-10	0.0	0.0	7.188827365151581e-07	-1.7961717746248968e-20	-3.2830295008366805e-20	2.0043520627039485e-09	6.071102138512523e-09	8.661049145290097e-08	0.703255366807978	0.9970089730807578
3.0925044235326974e-06	8.934107804184975e-09	2.810432135205511e-06	3.1271855124747068e-06	-3.237781603079587e-20	0.0	7.489872270183537e-07	-1.3518446454360413e-19	4.529625368773984e-08	0.0	9.89835060629121e-06	3.981293592460997e-07	9.642645510345003e-10	5.540506072396587e-10	7.276979012610521e-07	1.9120895085471057e-06	4.1023064050934525e-10	0.0	0.0	7.188827365151581e-07	-1.7210652838332754e-20	-3.1457504117598403e-20	2.0043520627037814e-09	6.071102138512727e-09	8.661049145289739e-08	0.7032553668079986	0.9970089730807578
3.0925044235326974e-06	8.934107804184651e-09	2.810432135205511e-06	3.127185512474699e-06	-3.0617140268238856e-20	0.0	7.48987227018352e-07	-1.2783325808870472e-19	4.5296253687739635e-08	0.0	9.89835060629121e-06	3.9812935924609884e-07	9.642645510345055e-10	5.540506072396213e-10	7.276979012610504e-07	1.9120895085471104e-06	4.102306405093326e-10	0.0	0.0	7.188827365151581e-07	-1.627475341644346e-20	-2.9746874067660604e-20	2.004352062703573e-09	6.0711021385129814e-09	8.661049145289283e-08	0.7032553668080245	0.9970089730807578
3.0925044235326974e-06	8.93410780418426e-09	2.810432135205511e-06	3.1271855124746907e-06	-2.85087416188658e-20	0.0	7.4898722701835e-07	-1.1903023251729167e-19	4.529625368773938e-08	0.0	9.898350606291211e-06	3.981293592460977e-07	9.642645510345115e-10	5.540506072395764e-10	7.276979012610482e-07	1.912089508547116e-06	4.102306405093173e-10	0.0	0.0	7.188827365151582e-07	-1.5154019480581085e-20	-2.7698404858553394e-20	2.004352062703323e-09	6.071102138513284e-09	8.661049145288737e-08	0.7032553668080554	0.9970089730807578
3.092504423532698e-06	8.934107804183807e-09	2.810432135205511e-06	3.12718551247468e-06	-2.60526200826767e-20	0.0	7.489872270183476e-07	-1.0877538782936494e-19	4.5296253687739086e-08	0.0	9.898350606291213e-06	3.9812935924609646e-07	9.642645510345187e-10	5.540506072395242e-10	7.276979012610459e-07	1.9120895085471222e-06	4.1023064050929944e-10	0.0	0.0	7.188827365151582e-07	-1.3848451030745634e-20	-2.531209649027677e-20	2.0043520627030324e-09	6.071102138513637e-09	8.661049145288096e-08	0.7032553668080915	0.9970089730807578
3.092504423532698e-06	8.934107804183288e-09	2.8104321352055105e-06	3.1271855124746682e-06	-2.3248775659671555e-20	0.0	7.489872270183448e-07	-9.706872402492455e-20	4.529625368773874e-08	0.0	9.898350606291215e-06	3.9812935924609503e-07	9.642645510345268e-10	5.540506072394646e-10	7.276979012610431e-07	1.9120895085471294e-06	4.1023064050927907e-10	0.0	0.0	7.188827365151583e-07	-1.2358048066937099e-20	-2.258794896283075e-20	2.0043520627027002e-09	6.071102138514042e-09	8.661049145287363e-08	0.7032553668081328	0.9970089730807578
3.092504423532698e-06	8.934107804182705e-09	2.8104321352055105e-06	3.1271855124746547e-06	-2.009720834985036e-20	0.0	7.489872270183417e-07	-8.391024110397049e-20	4.529625368773836e-08	0.0	9.898350606291218e-06	3.9812935924609344e-07	9.642645510345361e-10	5.540506072393975e-10	7.276979012610398e-07	1.9120895085471375e-06	4.102306405092562e-10	0.0	0.0	7.188827365151584e-07	-1.0682810589155482e-20	-1.9525962276215317e-20	2.004352062702327e-09	6.071102138514495e-09	8.661049145286536e-08	0.703255366808179	0.9970089730807578
3.092504423532698e-06	8.934107804182057e-09	2.8104321352055105e-06	3.1271855124746403e-06	-1.659791815321312e-20	0.0	7.489872270183384e-07	-6.929993906650281e-20	4.529625368773794e-08	0.0	9.89835060629122e-06	3.981293592460917e-07	9.642645510345463e-10	5.540506072393232e-10	7.276979012610365e-07	1.912089508547147e-06	4.1023064050923084e-10	0.0	0.0	7.188827365151584e-07	-8.822738597400784e-21	-1.6126136430430474e-20	2.0043520627019124e-09	6.071102138515e-09	8.661049145285617e-08	0.7032553668082305	0.9970089730807578
3.092504423532698e-06	8.934107804181345e-09	2.8104321352055105e-06	3.1271855124746246e-06	-1.2750905069759835e-20	0.0	7.489872270183346e-07	-5.323781791252144e-20	4.5296253687737485e-08	0.0	9.898350606291222e-06	3.981293592460898e-07	9.642645510345576e-10	5.540506072392413e-10	7.276979012610326e-07	1.912089508547157e-06	4.1023064050920287e-10	0.0	0.0	7.188827365151586e-07	-6.777832091673008e-21	-1.2388471425476231e-20	2.0043520627014566e-09	6.071102138515554e-09	8.661049145284605e-08	0.703255366808287	0.9970089730807578
3.0925044235326983e-06	8.934107804180568e-09	2.81043213520551e-06	3.127185512474607e-06	-8.5561690994905e-21	0.0	7.489872270183305e-07	-3.5723877642026414e-20	4.5296253687736975e-08	0.0	9.898350606291227e-06	3.981293592460876e-07	9.642645510345698e-10	5.54050607239152e-10	7.276979012610286e-07	1.912089508547168e-06	4.102306405091725e-10	0.0	0.0	7.188827365151587e-07	-4.548091071972148e-21	-8.312967261352578e-21	2.0043520627009594e-09	6.071102138516159e-09	8.6610491452835e-08	0.7032553668083487	0.9970089730807578
3.0925044235326987e-06	8.934107804177468e-09	2.8104321352055093e-06	3.127185512474536e-06	8.206971279779307e-21	0.0	7.489872270183142e-07	3.426590036427737e-20	4.529625368773495e-08	0.0	9.898350606291238e-06	3.981293592460791e-07	9.642645510346184e-10	5.540506072387954e-10	7.276979012610122e-07	1.9120895085472116e-06	4.1023064050905093e-10	0.0	0.0	7.188827365151593e-07	4.36247254477436e-21	7.97369509514615e-21	2.0043520626989746e-09	6.071102138518574e-09	8.661049145279145e-08	0.7032553668085949	0.9970089730807578
3.0925044235326987e-06	8.934107804177582e-09	2.8104321352055093e-06	3.1271855124745386e-06	7.595279726332294e-21	0.0	7.489872270183147e-07	3.171195432135303e-20	4.529625368773502e-08	0.0	9.898350606291237e-06	3.981293592460794e-07	9.642645510346166e-10	5.540506072388084e-10	7.276979012610129e-07	1.9120895085472103e-06	4.102306405090553e-10	0.0	0.0	7.188827365151593e-07	4.037323654069025e-21	7.379390354299629e-21	2.004352062699047e-09	6.071102138518486e-09	8.661049145279298e-08	0.7032553668085858	0.9970089730807578
3.0925044235326987e-06	8.934107804177694e-09	2.8104321352055093e-06	3.1271855124745407e-06	6.983588172885282e-21	0.0	7.489872270183153e-07	2.915800827842868e-20	4.5296253687735096e-08	0.0	9.898350606291237e-06	3.981293592460798e-07	9.64264551034615e-10	5.540506072388214e-10	7.276979012610135e-07	1.9120895085472086e-06	4.102306405090597e-10	0.0	0.0	7.188827365151593e-07	3.712174763363689e-21	6.785085613453106e-21	2.0043520626991194e-09	6.071102138518397e-09	8.661049145279451e-08	0.7032553668085768	0.9970089730807578
3.0925044235326987e-06	8.934107804177807e-09	2.8104321352055093e-06	3.1271855124745433e-06	6.371896619438272e-21	0.0	7.48987227018316e-07	2.6604062235504335e-20	4.5296253687735175e-08	0.0	9.898350606291237e-06	3.9812935924608005e-07	9.64264551034613e-10	5.540506072388344e-10	7.27697901261014e-07	1.912089508547207e-06	4.1023064050906416e-10	0.0	0.0	7.188827365151593e-07	3.3870258726583543e-21	6.190780872606584e-21	2.0043520626991918e-09	6.071102138518309e-09	8.661049145279603e-08	0.703255366808568	0.9970089730807578
3.0925044235326987e-06	8.934107804177921e-09	2.8104321352055093e-06	3.127185512474546e-06	5.76020506599126e-21	0.0	7.489872270183165e-07	2.405011619257999e-20	4.529625368773525e-08	0.0	9.898350606291237e-06	3.981293592460804e-07	9.642645510346114e-10	5.540506072388474e-10	7.276979012610146e-07	1.9120895085472057e-06	4.1023064050906866e-10	0.0	0.0	7.188827365151592e-07	3.0618769819530198e-21	5.5964761317600605e-21	2.004352062699264e-09	6.071102138518222e-09	8.661049145279753e-08	0.7032553668085589	0.9970089730807578
3.0925044235326987e-06	8.934107804178035e-09	2.81043213520551e-06	3.127185512474549e-06	5.148513512544248e-21	0.0	7.489872270183172e-07	2.1496170149655648e-20	4.529625368773532e-08	0.0	9.898350606291237e-06	3.9812935924608074e-07	9.642645510346095e-10	5.540506072388606e-10	7.276979012610152e-07	1.912089508547204e-06	4.102306405090731e-10	0.0	0.0	7.188827365151592e-07	2.7367280912476837e-21	5.002171390913538e-21	2.0043520626993365e-09	6.071102138518133e-09	8.661049145279906e-08	0.7032553668085499	0.9970089730807578
3.0925044235326987e-06	8.934107804178148e-09	2.81043213520551e-06	3.1271855124745513e-06	4.536821959097236e-21	0.0	7.489872270183177e-07	1.89422241067313e-20	4.52962536877354e-08	0.0	9.898350606291235e-06	3.9812935924608105e-07	9.642645510346079e-10	5.540506072388735e-10	7.276979012610158e-07	1.9120895085472023e-06	4.102306405090775e-10	0.0	0.0	7.188827365151592e-07	2.411579200542349e-21	4.407866650067015e-21	2.004352062699409e-09	6.0711021385180454e-09	8.661049145280057e-08	0.703255366808541	0.9970089730807578
3.0925044235326983e-06	8.93410780417826e-09	2.81043213520551e-06	3.127185512474554e-06	3.925130405650225e-21	0.0	7.489872270183182e-07	1.6388278063806958e-20	4.529625368773547e-08	0.0	9.898350606291235e-06	3.9812935924608137e-07	9.642645510346062e-10	5.540506072388865e-10	7.276979012610163e-07	1.912089508547201e-06	4.1023064050908195e-10	0.0	0.0	7.188827365151592e-07	2.0864303098370143e-21	3.813561909220493e-21	2.0043520626994813e-09	6.071102138517957e-09	8.66104914528021e-08	0.7032553668085321	0.9970089730807578
3.0925044235326983e-06	8.934107804178373e-09	2.81043213520551e-06	3.127185512474557e-06	3.3134388522032135e-21	0.0	7.489872270183189e-07	1.3834332020882616e-20	4.5296253687735546e-08	0.0	9.898350606291235e-06	3.9812935924608164e-07	9.642645510346044e-10	5.540506072388995e-10	7.276979012610168e-07	1.9120895085471997e-06	4.1023064050908644e-10	0.0	0.0	7.188827365151592e-07	1.7612814191316793e-21	3.2192571683739703e-21	2.0043520626995536e-09	6.071102138517868e-09	8.661049145280362e-08	0.703255366808523	0.9970089730807578
