nucleus_RNA_InR	nucleus_RNA_SOD2	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1	IRS1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0	IRS1_TyrP	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1	Ins_InR_P	cytoplasm_InR	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0	ROS	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1	InR	Ins_2_InR_P	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0	NOX	IRS1_PolySerP	IRS1_TyrP_PolySerP	PTP1B_ox	AS160_P	GSH	cytoplasm_GLUT4	JNK_P	PTEN	DUSP_ox	PKC_P	Akt_P2	PI345P3	cytoplasm_SOD2	IKK	cytoplasm_RNA_SOD2	cytoplasm_RNA_InR	cytoplasm_Ins_InR_P	NOX_deact	cytoplasm_Ins_2_InR_P	IRS1_TyrP_PI3K	Ins_InR	degr_Foxo1	PKC	IKK_P	DUSP	PIP2	NOX_inact	JNK	Akt	PI3K	PTEN_ox	AS160	GSSG	cellsurface_GLUT4	PTP1B	Foxo1_Pa0_tot	Foxo1_Pa1_tot	Foxo1_Pd0_tot	Foxo1_Pd1_tot	Foxo1_Pe0_tot	Foxo1_Pe1_tot	Foxo1_pUb0_tot	Foxo1_pUb1_tot	cytoplasm_Foxo1_tot	nucleus_Foxo1_tot	dnabound_Foxo1_tot	Foxo1_all	InR_tot	InR_bound	InR_active	PI345P3_mol	PIP2_mol	PTP1B_plus_PTP1B_ox	PTEN_plus_PTEN_ox	NOX_total	IRS_total	JNK_plus_JNK_P	IKK_plus_IKK_P	DUSP_plus_DUSP_ox	Values[insconc]	Values[k_ros_perm]	Values[ros_ext_conc]	Values[ros_cyto_conc]	Values[rosconc]
1444932791057582.2	5675965931775521.0	609234652461676.9	734486658492.735	26553756569.95331	15925783168.74093	3.392563296731945	9.710522135668857	0.009176512656797201	0.0005982595628696257	153756078796.41232	10157186.223405212	0.030533186467860553	0.005926330822975376	5804250925649.828	0.0046109902576634	65.1117538479981	18590927538493.71	362630065724.7488	1265316990.1329107	24768538137379.418	1.3450562423766452	0.07511670162623618	0.0009028299878827543	162744635434175.25	5297030465018.963	489.6459568398694	12220159419.374706	257868773250976.62	0.015488146611323788	0.426309267693646	0.0010226597789572394	14241907295.02573	34290819393.266796	1.5675801172158657	0.00013565868354463141	44.698142486223304	897005333.5967097	6473160875753558.0	1167999174.6183972	147516413032.6966	37.53761530501365	6029261780128361.0	0.0027457198688590955	119225627.20890026	0.3844748212006108	-1.7849910739660662e-17	0.8783171042891037	6912090709791.844	0.0	612027791077310.9	0.04087996845429959	106472427551.48082	434506538113.0673	1.4096563503837775e+18	0.0	20.554433890531687	6.787763931365132e-14	39353682438470.625	-4.8527796356810947e-32	1377279641927487.5	1264.6059330722524	5805471717664.185	5561136249791445.0	7990307063842.513	6045534450768698.0	141370493312195.5	0.055275590658006316	0.18117138639131378	11238510640699.207	2586134830674852.0	121011248246203.27	6728711054927.763	1712934283044.174	0.0	-5.086986533346467e-31	0.0	1.1139691844136784e-16	0.0	519426780331.004	6060606060606065.0	200872965917.6908	5919235567293860.0	1.2170579671177504e+16	6060606060606.061	961706662633121.8	6060606060606068.0	606060606060606.0	15071609837371.598	1212121212119948.2	255134342941.87	1.2876956060064571e+17	4683326418678578.0	129190296159477.64	105.23545289244267	129063945184648.3	126350974934.55464	125908888587938.06	3281407571644.7876	124146995380224.08	5043300779358.738	11945073850036.885	39381625284251.51	77863597025294.44	129190296159582.84	6079785756202266.0	0.0	0.0	1.1238510640699208e+16	1.2170579671177505e+19	6060606060606065.0	6060606060606070.0	6060606060606.061	6512514558192029.0	969696969696964.2	121212121212120.95	6060606060606055.0	0.0	4.8100000000000005	0.0	1.7686449759382195e-10	1.7686449759382198e-13
1447226026086019.8	5685043141400079.0	609510545001358.8	751537914178.5706	26971661663.374138	16076488876.11815	2.0418446002420407	5.903466050189183	0.0055330096096082755	0.00036542451512455254	156434475771.9344	10325016.421273205	0.018631071000179935	0.0036111781761039873	5803573849740.782	0.0028146959524707974	39.15643276924262	18681369194076.305	364405220738.58344	1289652196.0253081	25233229924625.96	0.8092265161006857	0.04466885552928454	0.0005523167466004371	163564785501863.66	5323819193381.668	289.4789354797767	12461964965.073807	262758777037956.7	0.00930794391817501	0.2594292870995892	0.0006165088762648869	14312396047.137743	34425174533.766365	0.9520000280020804	8.305250473113982e-05	27.104021242915657	916261824.6928358	6481885219592368.0	1182875120.4988742	148929992322.20102	22.36373360461903	6032638299016381.0	0.001651535470155862	120317517.8092049	0.22784649029732207	-3.119828123583875e-17	0.535061553004356	7074593675064.738	0.0	612198820972422.0	0.02489134385146783	106334087289.38802	441194950604.343	1.4100051358797174e+18	0.0	12.3249766311829	1.0461963179704145e-13	39515039048904.44	-1.746874885888648e-31	1375841018243291.8	767.7558677030302	5805789146144.08	5561131143236506.0	8021467530869.312	6045554308038380.0	142172926479075.3	0.029592952455068343	0.10005191165949047	11238474461062.268	2589500972194665.0	121010453890696.75	6739525372657.925	1715666377024.624	0.0	-2.846582238670293e-30	0.0	8.681893524453202e-17	0.0	535145617600.2527	6060606060606065.0	201667321424.21436	5918433134126979.0	1.217057970735714e+16	6060606060606.061	961675502166094.9	6060606060606068.0	606060606060606.0	15051752567690.293	1212121212120445.2	254816914461.9745	1.2877087713434096e+17	4684765042362775.0	129357843049285.12	63.70510124709306	129230753929114.34	127089120234.42172	126057782442140.56	3300060607208.1934	124219145180455.52	5138697868893.269	11949529957521.416	39432856931190.44	77975456160636.92	129357843049348.78	6081309651051326.0	0.0	0.0	1.1238474461062268e+16	1.217057970735714e+19	6060606060606066.0	6060606060606070.0	6060606060606.061	6521400258641272.0	969696969696964.1	121212121212120.97	6060606060606055.0	0.0	4.8100000000000005	0.0	1.7663469649400005e-10	1.7663469649400004e-13
1449464319235266.5	5693902908107826.0	609791898514782.4	768440229554.3232	27383144849.896706	16219276822.08044	1.2287932348074844	3.5877102274878494	0.0033366408788261187	0.00022304046856433531	159103719160.19528	10488587.429710476	0.011360134644829385	0.0021992405442138414	5803258020746.315	0.001717111429046525	23.555543372962397	18767032685768.156	366085722720.70447	1313478592.5270362	25695817186657.008	0.48671957554100514	0.026570884371815498	0.0003376240351287057	164340365439671.25	5349150998780.319	171.3070447321856	12698841120.91985	267625535860773.44	0.005594776266248705	0.15777640743673904	0.000371632850024021	14379292650.038738	34552961718.44826	0.5779055357914443	5.0802527540035736e-05	16.432080708270046	935354447.7299429	6490609418962555.0	1197458356.2114084	150268255031.0	13.324889919648365	6035993099713929.0	0.000993270305221678	121352640.96581928	0.135123498793466	-1.523262952562364e-16	0.3257898224237718	7235663063877.825	0.0	612369655929507.9	0.015149013567381794	106195830414.44473	447773849450.2502	1.4103554888071706e+18	0.0	7.393180839458325	7.231191450363313e-14	39666253377765.17	-2.323185608687976e-31	1374402205241340.2	466.08010171700147	5806106435262.61	5561126886405678.0	8050645257251.907	6045574227660080.0	142936143076467.22	0.01584430855517462	0.055256215053501624	11238438167863.332	2592873846810152.5	121009709660101.22	6750075276864.33	1718331660776.26	0.0	2.1721302744502985e-30	0.0	2.1560738887664072e-17	0.0	551135247301.271	6060606060606065.0	202411552019.7457	5917669917529588.0	1.2170579743650338e+16	6060606060606.061	961646324439712.5	6060606060606068.0	606060606060606.0	15031832945991.205	1212121212120747.2	254499625343.4446	1.287719745985388e+17	4686203855364725.0	129524851616772.05	38.560981943805935	129397058631533.16	127792985277.44814	126207004027369.95	3317847589440.643	124291210650489.88	5233640966320.697	11954664782814.164	39483987363841.914	78086199470154.55	129524851616810.62	6082839430696714.0	0.0	0.0	1.1238438167863332e+16	1.2170579743650339e+19	6060606060606065.0	6060606060606071.0	6060606060606.061	6530275672340321.0	969696969696964.4	121212121212120.95	6060606060606055.0	0.0	4.8100000000000005	0.0	1.7640503391103776e-10	1.7640503391103777e-13
1451654730299976.5	5702573169937342.0	610078227783642.0	785191490101.0045	27788318729.97123	16354426602.185133	0.7394059451263071	2.1795212218862683	0.0020122767661474475	0.0001360345348991785	161763432339.21454	10647962.813402433	0.006921674104502239	0.0013386038982264087	5803259785806.5205	0.001046866813415571	14.174119708741168	18848126884979.156	367675888510.08594	1336800512.576498	26156300874046.77	0.29266021613260473	0.015809763876865626	0.00020622568398560355	165073554815983.6	5373098039773.139	101.46590505149281	12930834166.592442	272469230845333.38	0.003363322236080693	0.09589454051775047	0.00022399566760611012	14442737660.877789	34674348635.91882	0.35065643243631894	3.104915407239751e-05	9.959757877188588	954279716.6117127	6499333094658113.0	1211755455.0890505	151534055997.16498	7.93985702797317	6039332499219557.0	0.0005972939506320781	122332855.67455034	0.08018781538108664	4.574936987490534e-16	0.198264724420623	7395282639141.748	0.0	612540386221130.6	0.009215311691787935	106057670583.35878	454245705955.3247	1.4107073464952366e+18	0.0	4.436227164288238	6.060257941820989e-14	39807803976888.06	1.5206857180368349e-31	1372963388303012.2	282.90922503278716	5806423551381.796	5561123337907101.0	8077933804243.728	6045594196089854.0	143661661356436.97	0.008481272879061955	0.03051196280289	11238401785814.037	2596253138344235.0	121009013206141.88	6760394870726.25	1720938752015.901	0.0	1.305936641817508e-30	0.0	1.4740834387867568e-15	0.0	567394688697.7368	6060606060606065.0	203108005979.09012	5916944399249620.0	1.2170579780032384e+16	6060606060606.061	961619035892720.5	6060606060606068.0	606060606060606.0	15011864516218.154	1212121212120930.5	254182509224.25888	1.2877288944582854e+17	4687642672303052.0	129691323811601.52	23.337964745433574	129562859727204.97	128464084419.91872	126356516391510.02	3334807420114.8403	124363192528555.14	5328131283069.706	11960391420158.262	39535000148622.97	78195932242843.62	129691323811624.86	6084374942323866.0	0.0	0.0	1.1238401785814038e+16	1.2170579780032385e+19	6060606060606065.0	6060606060606073.0	6060606060606.061	6539140898635001.0	969696969696964.2	121212121212120.97	6060606060606057.0	0.0	4.8100000000000005	0.0	1.7617553253049632e-10	1.7617553253049632e-13
1453803271590714.0	5711077720014510.0	610369105053673.6	801789965949.1477	28187295902.926422	16482213909.33006	0.44489181949838497	1.3235880998555445	0.0012137027209975686	8.291197978818889e-05	164413306092.33417	10803211.134310627	0.004214488754593993	0.0008143413375358891	5803541869350.485	0.0006378642882117327	8.531301091051628	18924852937089.53	369179840878.1749	1359623011.4013174	26614683143351.16	0.17593483298647544	0.009409954914752725	0.00012587445426462708	165766414551926.88	5395728352630.43	60.153809599086166	13157995830.127432	277290029150634.47	0.002022197817718209	0.05825039376017942	0.0001350000522881134	14502869053.999949	34789516715.7749	0.212682425690378	1.896140189400975e-05	6.035522531924343	973034816.0601348	6508055885740320.0	1225773044.6390674	152730176375.2469	4.731712271167019	6042661633030034.0	0.0003591473329986973	123260021.3609308	0.047620244941751426	7.455396303306562e-17	0.12059922187708057	7553439136518.898	0.0	612711088768383.9	0.005603269001658939	105919619721.35847	460612913811.7248	1.411060654668068e+18	0.0	2.662819135044892	3.0514845550529566e-14	39940146831118.62	3.809302459843328e-32	1371524728716321.0	171.70861688421738	5806740465174.57	5561120379869294.0	8103422321100.875	6045614201822612.0	144350941826912.62	0.004539529600184188	0.016847290809976746	11238365335897.285	2599638569920847.0	121008362290441.9	6770513198752.767	1723494990050.7449	0.0	1.883604573933437e-30	0.0	1.9292871708302062e-16	0.0	583922927222.8761	6060606060606065.0	203758921679.0415	5916255118779145.0	1.2170579816482302e+16	6060606060606.061	961593547375863.4	6060606060606068.0	606060606060606.0	14991858783459.107	1212121212121041.8	253865595431.48407	1.2877365206495048e+17	4689081331889744.0	129857261650687.23	14.12307320099055	129728157787005.0	129103863696.32523	126506284457971.33	3350977192730.0376	124435091522147.19	5422170128554.21	11966635799174.795	39585881932155.164	78304743919371.44	129857261650701.39	6085916052329376.0	0.0	0.0	1.1238365335897286e+16	1.2170579816482302e+19	6060606060606065.0	6060606060606072.0	6060606060606.061	6547996032571438.0	969696969696964.2	121212121212120.95	6060606060606058.0	0.0	4.8100000000000005	0.0	1.7594621216172504e-10	1.7594621216172507e-13
1455915062061804.8	5719436816370566.0	610664151801384.4	818234276771.1124	28580188704.158344	16602909792.300186	0.26767718485705233	0.8035402760829164	0.0007321275626530376	5.050245179288983e-05	167053087844.9232	10954405.078746064	0.002564548088359634	0.0004951720565475502	5804072374301.753	0.0003884452552187929	5.136326327361652	18997404298626.33	370601516366.77594	1381951773.981743	27070967160373.04	0.10574738693055297	0.0056029063215663555	7.677894819618341e-05	166420894788022.3	5417106152906.742	35.69516046234328	13380382652.400696	282088086008111.6	0.0012160767598630815	0.03536565935730659	8.136030650220257e-05	14559821733.621162	34898657186.27515	0.12895144028337013	1.1571075757320056e-05	3.6568190882257756	991617521.7370529	6516777448691553.0	1239517766.3241854	153859321870.07364	2.820358110120284	6045984653567457.0	0.0002159449367287954	124135988.28205219	0.02830046673141094	1.8575147541223446e-17	0.07332527315387351	7710122034380.898	0.0	612881829000519.1	0.0034056235185267354	105781688263.50775	466877794987.2133	1.4114153662342223e+18	0.0	1.5989007211379254	2.3147180970358994e-14	40063716402461.51	9.356878579380785e-33	1370086367219448.8	104.20895726905582	5807057150989.411	5561117914045054.0	8127195749495.312	6045634235079006.0	145005389319940.7	0.0024296446868438564	0.009302003302754613	11238328835954.182	2603029898177621.0	121007754779471.48	6780454990393.485	1726006623722.532	0.0	1.4837676628790674e-30	0.0	4.594017382043431e-17	0.0	600718920706.1389	6060606060606065.0	204366432649.44336	5915600671286116.0	1.2170579852982244e+16	6060606060606.061	961569773947468.9	6060606060606068.0	606060606060606.0	14971825527064.709	1212121212121109.5	253548909616.6444	1.287742877852623e+17	4690519693386615.0	130022667205816.5	8.545885279810532	129892953501993.7	129713703831.31	126656274929276.98	3366392276548.0635	124506908309414.77	5515758896410.241	11973334668844.06	39636621933963.75	78412710603017.17	130022667205824.98	6087462643484775.0	0.0	0.0	1.1238328835954182e+16	1.2170579852982243e+19	6060606060606064.0	6060606060606070.0	6060606060606.061	6556841165094015.0	969696969696964.2	121212121212120.92	6060606060606057.0	0.0	4.8100000000000005	0.0	1.757170901387172e-10	1.757170901387172e-13
1457994460640025.0	5727667709482269.0	610963031697437.6	834523359078.0618	28967108973.4815	16716780051.698643	0.16106784606292152	0.4877239632566391	0.0004417280995602118	3.074613650350803e-05	169682572498.7258	11101620.67608438	0.0015597917153292798	0.0003009910389041977	5804823935826.525	0.00023645500459743907	3.093486644938983	19065966835290.047	371944673281.33856	1403793029.725079	27525156933091.816	0.06355947729284324	0.0033378413607764003	4.6807088591663534e-05	167038842257855.66	5437292114262.683	21.203538994030588	13598055391.007954	286863546484528.3	0.0007315277374058545	0.021463466040611896	4.903748230476803e-05	14613727164.449738	35001967787.8385	0.0781661969665185	7.056941253292353e-06	2.2154485282620873	1010026129.0424931	6525497456574293.0	1252996241.912284	154924121670.37454	1.6816491581582416	6049304897534258.0	0.0001298548742536762	124962589.4520665	0.016833345822777797	1.7558959217122452e-17	0.04456814355424013	7865323333503.411	0.0	613052662488513.5	0.0020693132645859093	105643885383.3788	473042604868.4768	1.411771440236019e+18	0.0	0.960502328202664	1.728954631195144e-14	40178926667532.305	2.5934780173454774e-33	1368648427054623.0	63.245493235474925	5807373586303.56	5561115858534316.0	8149335026545.536	6045654287538190.0	145626355101969.2	0.0013008027141125538	0.005137164892971925	11238292301163.18	2606426908282585.0	121007188639527.0	6790241303480.67	1728478974029.684	0.0	2.4246803758995043e-30	0.0	4.0966013641464165e-17	0.0	617781604638.668	6060606060606065.0	204932572593.91727	5914979705504088.0	1.2170579889517034e+16	6060606060606.061	961547634670418.6	6060606060606068.0	606060606060606.0	14951773067881.174	1212121212121150.5	253232474302.49493	1.2877481772162408e+17	4691957633551441.0	130187542593182.9	5.171208538792643	130057247669939.92	130294923248.13333	126806456193228.62	3381086399959.468	124578643540536.47	5608899052651.583	11980433889482.643	39687211516881.766	78519897186823.64	130187542593188.05	6089014612494890.0	0.0	0.0	1.123829230116318e+16	1.2170579889517033e+19	6060606060606064.0	6060606060606071.0	6060606060606.061	6565676383241825.0	969696969696964.2	121212121212120.9	6060606060606058.0	0.0	4.8100000000000005	0.0	1.754881816999648e-10	1.754881816999648e-13
1460045179898368.0	5735785092054687.0	611265444672078.6	850656436619.303	29348167849.17961	16824084739.615553	0.09691716095601938	0.2959453447391779	0.00026653921129499923	1.8707803173757864e-05	172301594723.78104	11244936.60596717	0.0009481646171129584	0.00018287915141462394	5805773012588.172	0.00014386382652367994	1.86354930780573	19130718947944.285	373212899282.2773	1425153475.4184582	27977257171538.734	0.038198375234961265	0.001989255279708943	2.851794026504839e-05	167622006937603.53	5456343617585.714	12.606221659156219	13811078473.166164	291616546984202.94	0.000440129126500225	0.013020319703515498	2.9555168215025257e-05	14664713090.6811	35099650058.24083	0.04736661807641119	4.301037109450975e-06	1.34197448350293	1028259390.4716629	6534215598244281.0	1266215045.3949935	155927127750.26788	1.0029108324049016	6052625025567988.0	7.808634215839343e-05	125741633.81356265	0.010019739035985301	1.4642823561762762e-17	0.027078286842794664	8019037353368.472	0.0	613223636355745.5	0.001256878093898603	105506219177.9065	479109536603.8213	1.4121288409514327e+18	0.0	0.5771809318802077	7.431432999393763e-14	40286172087846.836	6.333080117115716e-34	1367211016560140.2	38.38118787072729	5807689751260.131	5561114145056527.0	8169917274656.742	6045674352112515.0	146215138861827.9	0.000696343270293498	0.0028368074690540133	11238255744452.832	2609829409702789.5	121006661932035.45	6799890072945.634	1730916572805.2327	0.0	5.610330545884728e-31	0.0	4.096273620202835e-17	0.0	635109896584.4514	6060606060606065.0	205459280085.47232	5914390921744228.0	1.2170579926073744e+16	6060606060606.061	961527052422307.8	6060606060606068.0	606060606060606.0	14931708493556.613	1212121212121175.2	252916309345.9241	1.2877525947761642e+17	4693395044045924.0	130351889964618.0	3.1288567991897405	130221041183732.95	130848780888.16217	126956798236256.62	3395091728364.483	124650297839007.27	5701592125613.894	11987887002317.055	39737643827321.07	78626359134983.03	130351889964621.16	6090571867924939.0	0.0	0.0	1.1238255744452832e+16	1.2170579926073743e+19	6060606060606064.0	6060606060606072.0	6060606060606.061	6574501770332128.0	969696969696964.5	121212121212120.92	6060606060606057.0	0.0	4.8100000000000005	0.0	1.7525950029552575e-10	1.7525950029552574e-13
1462070382196115.5	5743801479436017.0	611571121939800.5	866632993619.894	29723475589.950146	16925077766.147844	0.058323260159166536	0.17954288065645846	0.0001608603673923902	1.1377912125874515e-05	174910022534.36044	11384433.592875835	0.0005761254562423289	0.00011108092309538298	5806899297633.859	8.749616354675396e-05	1.122981577545994	19191831728322.473	374409618711.12744	1446040206.2087128	28427273171389.133	0.02295749392003636	0.0011861773074431578	1.736654634224608e-05	168172048093517.22	5474314975013.202	7.502217959893337	14019519497.344679	296347216519321.3	0.0002648844198750984	0.007895919887578077	1.781476809320452e-05	14712903337.442663	35191907130.54453	0.028697177999314115	2.6199780018171243e-06	0.8128281973151672	1046316460.9281691	6542931577603683.0	1279180680.1320317	156870814617.4305	0.5983425692146153	6055947137735645.0	4.696234391452869e-05	126474900.6459148	0.005969056537868818	-8.131950575938541e-18	0.01644725001616959	8171260543766.664	0.0	613394790486004.2	0.0007632144697069886	105368696824.39742	485080724796.60724	1.4124875371323935e+18	0.0	0.3469822498242509	1.687459240853593e-14	40385828530570.78	1.9166126498349259e-34	1365774231354427.2	23.292477385176323	5808005628278.645	5561112716699470.0	8189015981626.284	6045694422758967.0	146772990625633.62	0.00037288822322055287	0.0015668778603755674	11238219176845.871	2613237232638665.0	121006172809097.6	6809416575003.924	1733323280028.1855	0.0	1.3735600299677244e-30	0.0	-3.0210567411706575e-17	0.0	652702699837.7727	6060606060606065.0	205948403023.3412	5913833069980423.0	1.217057996264135e+16	6060606060606.061	961507953715338.1	6060606060606068.0	606060606060606.0	14911637847105.248	1212121212121190.5	252600432327.4106	1.2877562772592037e+17	4694831829251636.0	130515711500320.48	1.893146670926863	130384335021426.66	131376478895.67635	127107272562325.75	3408438937996.6123	124721871802859.67	5793839697462.659	11995654040645.064	39787913496711.266	78732143962966.08	130515711500322.4	6092134328454075.0	0.0	0.0	1.1238219176845872e+16	1.217057996264135e+19	6060606060606063.0	6060606060606073.0	6060606060606.061	6583317406134254.0	969696969696964.5	121212121212120.92	6060606060606057.0	0.0	4.8100000000000005	0.0	1.7503105784783627e-10	1.7503105784783624e-13
1464072762597615.2	5751727537724207.0	611879821735244.2	882452749945.0051	30093141413.11775	17020006583.067017	0.03510387192554762	0.10890954985439381	9.710316458626285e-05	6.9173558665620324e-06	177507751825.89517	11520193.862022996	0.00034994373474684905	6.745363586193536e-05	5808185217884.898	5.3197205654164954e-05	0.676944838903273	19249469139287.957	375538099753.94196	1466460652.097754	28875210715498.91	0.013799052501741377	0.0007077283063411588	1.0571311158084375e-05	168690539887765.16	5491257635425.084	4.46919822447894	14223448764.979065	301055677808173.9	0.00015946969772383883	0.0047870999679286656	1.073964561783102e-05	14758417676.537386	35278941926.085266	0.01738379321185356	1.5952253841608428e-06	0.4923165489283293	1064196848.7062455	6551645112881456.0	1291899559.9638345	157757579346.85577	0.3571290006157784	6059272871110158.0	2.824935211960107e-05	127164134.88917077	0.0035590441615503746	6.101165372083743e-18	0.00998773097371254	8321991305706.16	0.0	613566158576677.0	0.0004633524895525145	105231324715.16757	490958248644.22894	1.4128475013461496e+18	0.0	0.20868748275308477	1.6733551442876396e-15	40478254155616.32	6.398355172432075e-35	1364338156214177.2	14.136366790165583	5808321201720.504	5561111526020107.0	8206701174129.62	6045714494317955.0	147301112628038.5	0.00019976871619202608	0.0008657201707028742	11238182607753.309	2616650224957883.0	121005719509193.06	6818833827584.663	1735702385020.0225	0.0	6.962261773594367e-30	0.0	3.1392109578407174e-17	0.0	670558906518.9706	6060606060606065.0	206401702927.8652	5913304947978017.0	1.2170579999210444e+16	6060606060606.061	961490268522834.8	6060606060606068.0	606060606060606.0	14891566288117.957	1212121212121199.2	252284858885.55142	1.287759346979435e+17	4696267904391886.0	130679009402702.02	1.1455264832678367	130547130237492.77	131879165210.34949	127257852115763.22	3421157286939.8896	124793366005841.33	5885643396861.792	12003700519981.615	39838016388456.58	78837292494264.92	130679009402703.12	6093701921373864.0	0.0	0.0	1.1238182607753308e+16	1.2170579999210445e+19	6060606060606063.0	6060606060606073.0	6060606060606.061	6592123367037072.0	969696969696964.4	121212121212120.92	6060606060606055.0	0.0	4.8100000000000005	0.0	1.7480286497536144e-10	1.7480286497536142e-13
1466054619305950.5	5759572362476181.0	612191325710150.1	898115638609.5818	30457273357.770973	17109111950.460138	0.021127214589280942	0.06604195121468748	5.861471972741953e-05	4.2032130456922254e-06	180094701801.81497	11652300.66810955	0.00021244754699101728	4.094333101579923e-05	5809615515252.989	3.232744042384062e-05	0.4081064356196087	19303788211434.758	376601461327.6347	1486422521.1202605	29321075991745.902	0.008293230936338268	0.00042239877014488	6.431163664788856e-06	169178976518383.8	5507220370865.185	2.6641889292336844	14422938855.614439	305742048208027.75	9.601392151319299e-05	0.002901036975604471	6.473852621695131e-06	14801371746.717056	35360955693.08274	0.01052701834715527	9.706793848774368e-07	0.2981202072904516	1081900372.7880678	6560355935949706.0	1304377994.024134	158589741983.8757	0.21319500800502825	6062603480906164.0	1.6992233114837386e-05	127811043.43076843	0.0021232680364257437	6.7870445592444524e-18	0.006062608435640264	8471229826159.474	0.0	613737769042848.4	0.00028119317075313483	105094108571.36739	496744134656.7844	1.413208709414329e+18	0.0	0.12553498849131595	-5.878102900357277e-14	40563790258233.01	1.7986562743034732e-35	1362902866664206.8	8.57816523533461	5808636457606.486	5561110533467181.0	8223039582477.292	6045734562377519.0	147800661111492.62	0.00010695583924478765	0.00047812075762332146	11238146045222.195	2620068249598198.0	121005300353100.1	6828152930533.287	1738056692418.9321	0.0	1.973003869074946e-29	0.0	3.042535939288491e-17	0.0	688677400154.1875	6060606060606065.0	206820859020.83966	5912805399494563.0	1.2170580035772974e+16	6060606060606.061	961473930114487.1	6060606060606068.0	606060606060606.0	14871498228554.62	1212121212121205.0	251969602999.5681	1.2877619059049467e+17	4697703193941854.0	130841785891258.89	0.6930338844817702	130709427955221.72	132357936037.89224	127408511208722.14	3433274682537.4556	124864780998533.02	5977004892726.594	12011996593059.781	39887949386813.13	78941839911386.75	130841785891259.66	6095274581316609.0	0.0	0.0	1.1238146045222196e+16	1.2170580035772973e+19	6060606060606061.0	6060606060606073.0	6060606060606.061	6600919726207938.0	969696969696964.5	121212121212120.92	6060606060606056.0	0.0	4.8100000000000005	0.0	1.7457493118167343e-10	1.7457493118167341e-13
