TF_VIIa	Xa	IXa	ATIII	VII	IXa_VIIIa	IIa	Xa_Va	VIIIa	TF_VIIa_Xa	X	mIIa	VIIa	Va	Xa_TFPI	VIIIa1_L	TF_VIIa_X	II	TF_VIIa_IX	mIIa_ATIII	TF_VIIa_Xa_TFPI	IX	TF_VIIa_ATIII	IXa_VIIIa_X	TF_VII	Xa_Va_II	IXa_ATIII	IIa_ATIII	TF	TFPI	Xa_ATIII	VIII	V	VIIIa2	Values[IIa+1.2mIIa]
2.051872095811838e-13	1.752163798905783e-11	2.269294556233288e-12	3.3999939461865115e-06	9.950276453135408e-09	1.4877482533478226e-17	2.216535970960069e-12	1.3701413356003613e-13	3.1330040941465557e-13	3.5336817834972264e-14	1.5997930027995173e-07	3.611421944627341e-11	1.331441345403177e-10	9.124622632110506e-12	5.938167835209451e-13	1.4842157821394286e-14	1.1653398732922725e-13	1.3999569116677201e-06	4.4050177406087903e-14	4.07645499168866e-12	8.288111266421456e-13	8.999763146047326e-08	4.751023049571652e-15	2.845777446589064e-17	1.534474198242672e-11	1.1510330555943248e-13	5.5151457840321445e-14	5.660185660088237e-13	8.42058767573011e-12	2.4985773720898354e-09	1.351437447073479e-12	6.996718140975074e-10	1.9990623259928785e-08	1.484215782139429e-14	4.5553599306488166e-11
2.0353696984008082e-13	1.802165405922119e-11	2.3444189593602284e-12	3.399992843230367e-06	9.947760046949654e-09	1.742555323595274e-17	2.3481394167708116e-12	1.579354034705463e-13	3.432586407765682e-13	3.5054541283171564e-14	1.599786045411571e-07	4.301859263777793e-11	1.354192296807899e-10	9.998538302652741e-12	6.335549479805049e-13	1.6811052225074928e-14	1.156004503532769e-13	1.3999488497994394e-06	4.369857510068333e-14	5.0296759885783246e-12	8.568652775030378e-13	8.999755283690696e-08	4.910836353963549e-15	3.335392689047787e-17	1.5561056719116087e-11	1.3268265049869687e-13	5.89947791066685e-14	6.211098675068922e-13	8.179276630449717e-12	2.4985095797745148e-09	1.442078158771685e-12	6.996398795275187e-10	1.9989710843643392e-08	1.6811052225074934e-14	5.3970450582104326e-11
2.0185374162354898e-13	1.8508629022241888e-11	2.4187778916585054e-12	3.3999915559287378e-06	9.945188661045737e-09	2.030024756995228e-17	2.4817537625739743e-12	1.8105648026317093e-13	3.748853921039649e-13	3.476627651474394e-14	1.5997791444080027e-07	5.09188944044835e-11	1.377578722016594e-10	1.0921383508168494e-11	6.743868908098473e-13	1.8964700601524276e-14	1.146474486907921e-13	1.399939606437609e-06	4.3339415433171664e-14	6.161400860813362e-12	8.84687757346175e-13	8.999747486089191e-08	5.069345613391689e-15	3.8880677788191723e-17	1.5769102767377386e-11	1.521106867353987e-13	6.296262007540113e-14	6.7940267723271e-13	7.946533247400806e-12	2.4984409253518427e-09	1.5352357565592565e-12	6.996060907263697e-10	1.998874544932485e-08	1.896470060152428e-14	6.358442704795417e-11
2.0014626031514673e-13	1.8982354264746494e-11	2.492360727680378e-12	3.399990059119739e-06	9.9425637453517e-09	2.3529277639748174e-17	2.617204060177841e-12	2.0649278665152833e-13	4.081971567308232e-13	3.4473563127498375e-14	1.599772300697138e-07	5.991041517758251e-11	1.4015830371123286e-10	1.1893706963230028e-11	7.162825804001943e-13	2.131316583393914e-14	1.1368002975686095e-13	1.39992906113955e-06	4.2974628946792006e-14	7.496813446058033e-12	9.122744391258954e-13	8.999739754232646e-08	5.226528511171957e-15	4.509181751646949e-17	1.596917548727601e-11	1.7348435468754203e-13	6.705369581753556e-14	7.409434122561986e-13	7.722049062940643e-12	2.498371442980472e-09	1.6308431760299608e-12	6.995704210563407e-10	1.9987726315895447e-08	2.1313165833939145e-14	7.450970227327684e-11
1.9842219907375185e-13	1.944265676274208e-11	2.565160114265845e-12	3.399988325300923e-06	9.939886784327647e-09	2.7141401437985362e-17	2.754319932106165e-12	2.343562905029969e-13	4.43207896419294e-13	3.4177754136303565e-14	1.599765514904801e-07	7.009216483059542e-11	1.426187428008116e-10	1.2915994061821535e-11	7.592115699335024e-13	2.3866602210992616e-14	1.1270262871388396e-13	1.3999170873998798e-06	4.2605912499819586e-14	9.063443299809732e-12	9.396223514680385e-13	8.99973208880822e-08	5.382369136945734e-15	5.2043183459856124e-17	1.616155965650501e-11	1.968977395378771e-13	7.126670644181838e-14	8.05774318917075e-13	7.505527128466265e-12	2.4983011660785964e-09	1.7288323797906668e-12	6.995328463167853e-10	1.9986652751908157e-08	2.3866602210992616e-14	8.686491772882066e-11
1.966882784241039e-13	1.9889396557016218e-11	2.6371715685997803e-12	3.3999863245427842e-06	9.93715929203658e-09	3.1166386679096304e-17	2.892936274255103e-12	2.647550162360146e-13	4.799291254830094e-13	3.388003536630661e-14	1.5997587874081844e-07	8.156658580197888e-11	1.4513738951019245e-10	1.3988669906505384e-11	8.031430745295874e-13	2.6635240498837982e-14	1.1171913180867318e-13	1.3999035528509385e-06	4.2234753376015495e-14	1.0891251889545432e-11	9.667295377078271e-13	8.999724490237688e-08	5.536857202744099e-15	5.979259081987248e-17	1.6346529859334018e-11	2.2244150466849415e-13	7.560034217287709e-14	8.739335919519167e-13	7.29668154678033e-12	2.498230127387761e-09	1.8291345317522015e-12	6.994933446750411e-10	1.9985524133572607e-08	2.6635240498837982e-14	1.0077283923662977e-10
1.9495036729345048e-13	2.032246449265502e-11	2.7083931149266706e-12	3.3999840244091048e-06	9.934382807516548e-09	3.5634973715164343e-17	3.032893975144424e-12	2.9779244103084143e-13	5.183700037826943e-13	3.3581442934212256e-14	1.5997521183664427e-07	9.443924551171147e-11	1.4771242951066504e-10	1.5112102532755608e-11	8.48046043478564e-13	2.962937352013159e-14	1.1073293417188642e-13	1.399888319490544e-06	4.186245134492899e-14	1.3012711947310709e-11	9.935949284754852e-13	8.999716958711115e-08	5.689987334454493e-15	6.839975973033282e-17	1.6524350861223065e-11	2.502025129641556e-13	8.005328784765474e-14	9.454555096781347e-13	7.095237027222535e-12	2.498158359028044e-09	1.93168016035032e-12	6.994518965879641e-10	1.998433990251327e-08	2.962937352013159e-14	1.1635998858919818e-10
1.932135738335622e-13	2.0741780226757746e-11	2.778824962001507e-12	3.3999813898852517e-06	9.93155889046875e-09	4.057883652104001e-17	3.1740406570445933e-12	3.3356703606986956e-13	5.585374398468141e-13	3.328287926954515e-14	1.599745507747845e-07	1.0881850779482975e-10	1.5034203799242013e-10	1.628660635389853e-11	8.93889227335778e-13	3.285934234064153e-14	1.097469922377421e-13	1.39987124393871e-06	4.1490138630464964e-14	1.5462878862267396e-11	1.0202182285318086e-12	8.999709494216751e-08	5.841758442815093e-15	7.792623988689415e-17	1.6695277967876324e-11	2.802633889991278e-13	8.462422680377594e-14	1.0203705875647592e-12	6.900928461177761e-12	2.498085892544131e-09	2.036399310197524e-12	6.994084847127363e-10	1.9983099563221055e-08	3.285934234064153e-14	1.3375625001084028e-10
1.9148232799632415e-13	2.1147290447910216e-11	2.848469214943289e-12	3.39997838331452e-06	9.928689117207752e-09	4.6030542765586504e-17	3.3162314424903474e-12	3.721718518526233e-13	6.004362038350349e-13	3.298512761223322e-14	1.5997389553540107e-07	1.2481518772695619e-10	1.5302438330813577e-10	1.751244581828317e-11	9.4064124078743e-13	3.633552309643291e-14	1.0876387130796155e-13	1.3998521777189315e-06	4.111879804150127e-14	1.8279454025738913e-11	1.0465998156530375e-12	8.999702096567688e-08	5.992173161532168e-15	8.843533307998582e-17	1.6859557370332366e-11	3.1270212435887877e-13	8.931184426438731e-14	1.09870574978195e-12	6.713500515895064e-12	2.4980127589435585e-09	2.1432216842162157e-12	6.993630938071929e-10	1.9981802680205526e-08	3.633552309643291e-14	1.5309445671483775e-10
1.897604565474984e-13	2.1538967276995728e-11	2.917329618683301e-12	3.3999749643429893e-06	9.925775076850666e-09	5.2023513542386984e-17	3.4593297496991133e-12	4.136940852308023e-13	6.440690507702959e-13	3.268886503482645e-14	1.5997324608414853e-07	1.4254219253812982e-10	1.5575763039537848e-10	1.878983928694415e-11	9.882706216873765e-13	4.0068314529921775e-14	1.0778578853010508e-13	1.399830967561756e-06	4.074927937939651e-14	2.150283964327993e-11	1.0727406505862421e-12	8.999694765425616e-08	6.1412373470296074e-15	9.999201404695996e-17	1.701742647652105e-11	3.4759179433381625e-13	9.411483026849924e-14	1.180484519596266e-12	6.532707246053875e-12	2.497938988727725e-09	2.252076777159014e-12	6.993157106191723e-10	1.9980448874833513e-08	4.0068314529921775e-14	1.7450996079545488e-10
1.8805125064919308e-13	2.1916806817950878e-11	2.985411330037193e-12	3.3999710898733533e-06	9.92281836772353e-09	5.859198262818072e-17	3.6032081195140357e-12	4.582146561886686e-13	6.894368545526152e-13	3.2394674336002554e-14	1.5997260237408867e-07	1.6211415186453042e-10	1.5853994399887681e-10	2.011896314344347e-11	1.0367458866385407e-12	4.406812631342739e-14	1.0681465186309817e-13	1.3998074557278537e-06	4.038231429426382e-14	2.5176184570483357e-11	1.0986421970252052e-12	8.999687500321865e-08	6.2889596340619115e-15	1.126628509438848e-16	1.7169114229782105e-11	3.850003632139952e-13	9.903188219740114e-14	1.265727229652147e-12	6.358311722416092e-12	2.497864611916335e-09	2.362894001360916e-12	6.992663237643006e-10	1.9979037821837176e-08	4.406812631342739e-14	1.9814019035695053e-10
1.8635752681275388e-13	2.2280827826250172e-11	3.0527207142764604e-12	3.3999667140272654e-06	9.919820593956782e-09	6.577095470768335e-17	3.7477490707624696e-12	5.05808470488435e-13	7.365387523535733e-13	3.2103055023983e-14	1.5997196434739876e-07	1.8364704083417492e-10	1.6136949171899576e-10	2.1499956128096518e-11	1.0860355835796905e-12	4.8345368163229973e-14	1.0585209567935279e-13	1.3997814803473298e-06	4.00185298158099e-14	2.9345421616138495e-11	1.1243063501603523e-12	8.999680300676208e-08	6.435351039155164e-15	1.2651592698214141e-16	1.731484141568276e-11	4.249898985148491e-13	1.0406170696014718e-13	1.3544512514772608e-12	6.190085675785857e-12	2.4977896580662586e-09	2.4756028057618753e-12	6.992149235926017e-10	1.9977569245502928e-08	4.8345368163229973e-14	2.2412419807177232e-10
1.846816824279902e-13	2.263107048994101e-11	3.11926516715782e-12	3.3999617881175236e-06	9.91678336228095e-09	7.35961661769493e-17	3.892845990132029e-12	5.565440461571896e-13	7.853723011508385e-13	3.1814432641562685e-14	1.5997133193686472e-07	2.0725779760403027e-10	1.6424444687672567e-10	2.293292393734287e-11	1.1361083412176816e-12	5.2910439915751556e-14	1.0489951206036982e-13	1.3997528757736375e-06	3.9658460358851536e-14	3.405929499105302e-11	1.1497353741741618e-12	8.999673165813275e-08	6.580424613633343e-15	1.416207606618124e-16	1.745482095603821e-11	4.67616530597911e-13	1.0920302283084184e-13	1.4466712475589289e-12	6.027809157685241e-12	2.497714156284607e-09	2.590132787843537e-12	6.991615020420069e-10	1.9976042915485928e-08	5.2910439915751556e-14	2.5260220311496833e-10
1.8302574785334413e-13	2.296759528648987e-11	3.185052956391198e-12	3.3999562606290255e-06	9.91370827898194e-09	8.210405331455021e-17	4.038404063859234e-12	6.104766158863137e-13	8.359336453430437e-13	3.152916652993357e-14	1.5997070506721168e-07	2.330639385330006e-10	1.671629912328971e-10	2.4417944072155476e-11	1.1869329159621442e-12	5.77737225335736e-14	1.0395807826300764e-13	1.3997214729419581e-06	3.9302558461743576e-14	3.9369378971246736e-11	1.174931846584562e-12	8.999666094977187e-08	6.7241951344354e-15	1.5804822102658342e-16	1.758925819232568e-11	5.129370305570289e-13	1.1445456102738237e-13	1.5423994441427917e-12	5.871270214847315e-12	2.497638135237452e-09	2.706413799959309e-12	6.991060524798493e-10	1.997445864228143e-08	5.77737225335736e-14	2.837151303034599e-10
1.8139141817940525e-13	2.3290481863101752e-11	3.2500930816427746e-12	3.3999500772088386e-06	9.91059694701659e-09	9.133167419220246e-17	4.184341159107659e-12	6.676815377129834e-13	8.882176961921742e-13	3.124756323474313e-14	1.599700836562711e-07	2.61183183255784e-10	1.7012331756099937e-10	2.5955070923507466e-11	1.2384782363557788e-12	6.294557013717088e-14	1.0302878922720709e-13	1.3996870997670136e-06	3.8951205762613034e-14	4.533008743608645e-11	1.1998986087546548e-12	8.99965908734434e-08	6.866678832227783e-15	1.7587049258586548e-16	1.7718351158411336e-11	5.609752100973619e-13	1.1981506704478178e-13	1.6416459262336125e-12	5.720264577597836e-12	2.4975616231548883e-09	2.8243760500444487e-12	6.990485695315042e-10	1.997281627232871e-08	6.294557013717088e-14	3.1760416106604844e-10
1.7978012926904707e-13	2.3599828082094873e-11	3.3143951535307483e-12	3.3999431806660243e-06	9.907450963295527e-09	1.0131678440699697e-16	4.330588991209912e-12	7.281587635087427e-13	9.422183243794843e-13	3.096986814855116e-14	1.599694676160083e-07	2.917330565018829e-10	1.7312363206710394e-10	2.7544341239939645e-11	1.2907134448946471e-12	6.843630320940912e-14	1.0211246188692853e-13	1.399649581444637e-06	3.8604718630096814e-14	5.199867362380583e-11	1.2246387241228489e-12	8.999652142034844e-08	7.007893152905626e-15	1.9516089118017485e-16	1.7842290842147674e-11	6.118172898224965e-13	1.2528330174974737e-13	1.7444189572984708e-12	5.57459536264197e-12	2.4974846478309817e-09	2.943950196466028e-12	6.989890488947357e-10	1.9971115682706756e-08	6.843630320940912e-14	3.544102567934694e-10
1.7819299999892454e-13	2.38957487507555e-11	3.3779692856767073e-12	3.3999355109802154e-06	9.904271916109512e-09	1.1209749312624142e-16	4.477092817369557e-12	7.921238772472231e-13	9.979285617505808e-13	3.069631100928535e-14	1.59968856853387e-07	3.248305815783544e-10	1.7616215667866082e-10	2.918577952682144e-11	1.3436079376127017e-12	7.425620296002539e-14	1.0120980439341415e-13	1.3996087410580988e-06	3.826336419242509e-14	5.943522112765342e-11	1.2491554382358237e-12	8.999645258121628e-08	7.147856554246649e-15	2.1599410525424702e-16	1.7961261437431732e-11	6.65321061902388e-13	1.3085804229541253e-13	1.8507253169384054e-12	5.434072788184169e-12	2.4974072366241507e-09	3.0650674378681137e-12	6.989274871436914e-10	1.996935677553406e-08	7.42562029600254e-14	3.9427379071139477e-10
1.7663109091350504e-13	2.4178375353390524e-11	3.4408260033307483e-12	3.3999270053188434e-06	9.901061382700707e-09	1.2371304214820495e-16	4.623816463507466e-12	8.591390150789189e-13	1.0553408143178107e-12	3.042701810110653e-14	1.5996825127122482e-07	3.6059172984325273e-10	1.7923713120022436e-10	3.0879404496407583e-11	1.3971314014082531e-12	8.041550690983872e-14	1.0032131585597698e-13	1.3995643992723336e-06	3.7927347541604067e-14	6.770262622378389e-11	1.2734521513827009e-12	8.999638434640791e-08	7.286588310810066e-15	2.384453211111523e-16	1.8075440586953696e-11	7.21984476825177e-13	1.3653808287414232e-13	1.960570660110052e-12	5.298513900940624e-12	2.4973294164472076e-09	3.1876595979177105e-12	6.988638815204094e-10	1.9967539472011716e-08	8.041550690983873e-14	4.3733389227541074e-10
1.750950376713953e-13	2.4447853595520935e-11	3.5029761580368374e-12	3.399917598063267e-06	9.897820926976465e-09	1.362022533090165e-16	4.770738485627869e-12	9.299364688293895e-13	1.1144471201809652e-12	3.016217784932205e-14	1.599676507687428e-07	3.9913146357776707e-10	1.8234681533880535e-10	3.262523491241454e-11	1.4512538491346155e-12	8.692440591252556e-14	9.944751205296107e-14	1.39951637614328e-06	3.7596852950680515e-14	7.686657122408062e-11	1.2975323802434458e-12	8.999631670595978e-08	7.424108377723004e-15	2.62591688252678e-16	1.8184999615574544e-11	7.811234769004354e-13	1.4232223531849286e-13	2.0739599567328052e-12	5.1677423152799505e-12	2.49725121377062e-09	3.311659205083462e-12	6.987982296799654e-10	1.996566370514189e-08	8.692440591252557e-14	4.837284947789483e-10
1.735855302471778e-13	2.4704344410285658e-11	3.5644308615708618e-12	3.3999072208424113e-06	9.894552097369185e-09	1.4960543185651158e-16	4.9178545130046184e-12	1.003771995711002e-12	1.1752393688221828e-12	2.9901864774591405e-14	1.5996705524230395e-07	4.405628528175176e-10	1.854894905934475e-10	3.442329723941074e-11	1.5059456524042188e-12	9.379304255290638e-14	9.858869656209502e-14	1.3994644893871647e-06	3.7272008959625695e-14	8.699549038399234e-11	1.321399744098813e-12	8.999624964968413e-08	7.560437227172636e-15	2.8851033857748427e-16	1.829010375548757e-11	8.435172547503577e-13	1.482093295833838e-13	2.1908978670090914e-12	5.0415879626429736e-12	2.4971726546034954e-09	3.4369995672415363e-12	6.987305294728549e-10	1.9963729413510158e-08	9.379304255290639e-14	5.335932778940256e-10
1.72102976639183e-13	2.4948020788483507e-11	3.625201421517634e-12	3.399895802575008e-06	9.89125642484446e-09	1.639625339296749e-16	5.0651802822472595e-12	1.0814475416303355e-12	1.237709543658311e-12	2.964618035995017e-14	1.5996646458579643e-07	4.849973827084415e-10	1.886634620082038e-10	3.627363020416897e-11	1.5611775720577012e-12	1.0103151104029254e-13	9.774517145340564e-14	1.3994085571327787e-06	3.69529260567844e-14	9.816052717821559e-11	1.345057934778528e-12	8.999618316719564e-08	7.695595751078444e-15	3.162801516428699e-16	1.839091236228697e-11	9.083878937485871e-13	1.541982141076876e-13	2.3113891597016216e-12	4.919886852674123e-12	2.4970937644931614e-09	3.563614841044253e-12	6.986607787026161e-10	1.9961736534360475e-08	1.0103151104029254e-13	5.870620395323769e-10
1.706477318010189e-13	2.5179068940669814e-11	3.685299291917706e-12	3.3998832695192617e-06	9.887935421059494e-09	1.793145996235444e-16	5.212751051632803e-12	1.1621298165460893e-12	1.3018500138058158e-12	2.93951845029762e-14	1.5996587869113613e-07	5.32544006824405e-10	1.918670597849691e-10	3.8176294735678614e-11	1.6169207862448742e-12	1.0864985869745595e-13	9.691712674604703e-14	1.399348395738617e-06	3.6639681096759757e-14	1.104354840595577e-10	1.3685107033266405e-12	8.999611724797606e-08	7.829605147874162e-15	3.45980267459134e-16	1.8487579122906968e-11	9.76580229785443e-13	1.602877560815914e-13	2.4354392185424747e-12	4.8024808444717375e-12	2.4970145685104257e-09	3.691440095924571e-12	6.9858897483263e-10	1.9959684995218016e-08	1.0864985869745597e-13	6.442655592409189e-10
1.6922007168133485e-13	2.5397685077017862e-11	3.744736026565331e-12	3.399869545328083e-06	9.884590576641183e-09	1.9570274747642753e-16	5.36062252880435e-12	1.2466603407634578e-12	1.367653812112173e-12	2.914890090171475e-14	1.5996529744862614e-07	5.833095594370937e-10	1.9509864078454655e-10	4.0131379254864036e-11	1.673146916600614e-12	1.1665808895021552e-13	9.610468756987202e-14	1.3992838227422804e-06	3.63323269224892e-14	1.2389676668344432e-10	1.3917618430510283e-12	8.99960518814111e-08	7.962486836460684e-15	3.7769104933287196e-16	1.8580252257298348e-11	1.0472545432067314e-12	1.664768416507239e-13	2.563054527723123e-12	4.689217425738776e-12	2.4969350912403463e-09	3.820411373822393e-12	6.985151147051412e-10	1.995757470586119e-08	1.1665808895021555e-13	7.053320938533169e-10
1.6782009035896494e-13	2.5604076300626303e-11	3.803523240555261e-12	3.399854551111817e-06	9.881223359641829e-09	2.1316864153946641e-16	5.508873575479249e-12	1.3344586438537942e-12	1.4351149177809926e-12	2.8907384783864876e-14	1.5996472074723516e-07	6.373978648495762e-10	1.9835658986120564e-10	4.213900924538574e-11	1.729828051583718e-12	1.2506616625248054e-13	9.530797095149588e-14	1.3992146547157734e-06	3.603090427672431e-14	1.3862332062907444e-10	1.4148151729700053e-12	8.999598705681692e-08	8.094262388732343e-15	4.1149359092080706e-16	1.8669074711225882e-11	1.1209820040728595e-12	1.7276437603196723e-13	2.694243169088202e-12	4.5799495030443544e-12	2.496855356775443e-09	3.95046574251608e-12	6.984391942537345e-10	1.9955405550106715e-08	1.2506616625248059e-13	7.703863113949705e-10
1.6644789063695326e-13	2.5798458204145315e-11	3.861672579527301e-12	3.3998382055063144e-06	9.877835214133376e-09	2.317543310190058e-16	5.657604779922644e-12	1.4256923776639868e-12	1.5042285809504798e-12	2.8670637890366255e-14	1.599641484749133e-07	6.949099725088304e-10	2.0163932106672215e-10	4.4199354534851167e-11	1.7869367675799211e-12	1.3388402273554524e-13	9.452701330950955e-14	1.3991407092678698e-06	3.573543092351721e-14	1.5469656270581725e-10	1.437674531131504e-12	8.99959227634818e-08	8.22495345783274e-15	4.474698659746847e-16	1.875418434254231e-11	1.1975767412854058e-12	1.7914928357694147e-13	2.82901539514466e-12	4.474535200108033e-12	2.4967753887012856e-09	4.081541343924758e-12	6.983612081721173e-10	1.995317737634622e-08	1.338840227355453e-13	8.395495717905191e-10
1.651034751142731e-13	2.5981054299387662e-11	3.9191956911774116e-12	3.3998204247456334e-06	9.874427558953689e-09	2.51502363494856e-16	5.8069397996473866e-12	1.5203446285022815e-12	1.574991616722451e-12	2.843867124832562e-14	1.5996358051878195e-07	7.559437702242676e-10	2.0494527871056247e-10	4.631263772981722e-11	1.844446147547035e-12	1.4312156669351823e-13	9.376183143052777e-14	1.3990618045694018e-06	3.5445913669850825e-14	1.72200307683239e-10	1.4603437616753683e-12	8.999585899068241e-08	8.354581730847526e-15	4.857026217455581e-16	1.8835714100870744e-11	1.2770287388579231e-12	1.856305077890103e-13	2.967384152933178e-12	4.3728376642600865e-12	2.4966952100907746e-09	4.2135774368723695e-12	6.982811496115991e-10	1.995088998890285e-08	1.4312156669351823e-13	9.129394640687685e-10
1.6378682439943778e-13	2.6152094834019472e-11	3.976104203212034e-12	3.399801122739494e-06	9.871001786613311e-09	2.7245566416086335e-16	5.957028829734128e-12	1.6183995589358579e-12	1.6474027363336727e-12	2.8211470635659455e-14	1.5996301676533492e-07	8.205938525331032e-10	2.082729382680021e-10	4.847914298367026e-11	1.9023297970458484e-12	1.5278869298933495e-13	9.301239999773456e-14	1.3989777597435645e-06	3.51623456371481e-14	1.912206902113749e-10	1.4828267087292178e-12	8.99957957277087e-08	8.483168881688332e-15	5.262755249840993e-16	1.891379220039648e-11	1.3593191863125385e-12	1.9220701129385057e-13	3.1093656758957886e-12	4.274724881322658e-12	2.4966148434942216e-09	4.34651443395795e-12	6.981990098394883e-10	1.994854313827111e-08	1.5278869298933495e-13	9.906696518694577e-10
1.6249784169886908e-13	2.631181560365121e-11	4.032409703670545e-12	3.399780211153992e-06	9.867559262343873e-09	2.946576499944266e-16	6.108047744864384e-12	1.7198290534583044e-12	1.7214629043113371e-12	2.798903196630742e-14	1.5996245710057445e-07	8.889513873311838e-10	2.1162080715354235e-10	5.0699225607335433e-11	1.9605618579535263e-12	1.6289529537614644e-13	9.227868441972912e-14	1.3988883950665865e-06	3.4884713100126406e-14	2.118460834338646e-10	1.5051272078752945e-12	8.999573296387674e-08	8.610736537072584e-15	5.692730919645675e-16	1.8988542286979976e-11	1.4444347800474711e-12	1.9887777577987464e-13	3.2549801244623124e-12	4.1800694974226475e-12	2.496534310934168e-09	4.480293933194316e-12	6.98114777869571e-10	1.9946136510559186e-08	1.6289529537614644e-13	1.0728497125422848e-09
1.6123641748862376e-13	2.6460456805786626e-11	4.08812372597379e-12	3.399757599495477e-06	9.864101323320775e-09	3.1815221605993875e-16	6.260197940034792e-12	1.824611827268445e-12	1.7971756839306445e-12	2.777133468507776e-14	1.5996190141014934e-07	9.611040212223914e-10	2.149874253279383e-10	5.29733213357203e-11	2.019117019318407e-12	1.7345128112756784e-13	9.156061924114039e-14	1.3987935321645335e-06	3.461299270542906e-14	2.3416701445551283e-10	1.527249082204738e-12	8.999567068854644e-08	8.737306243709935e-15	6.147807697991463e-16	1.9060083598709336e-11	1.532349638270434e-12	2.056418019066204e-13	3.4042522110783013e-12	4.088748648721966e-12	2.4964536338984735e-09	4.614858743193058e-12	6.980284401019564e-10	1.994366971719877e-08	1.7345128112756784e-13	1.1595850234069041e-09
1.600024112504421e-13	2.6598261868796656e-11	4.143257736098217e-12	3.399733195196501e-06	9.860629278046262e-09	3.4298375422651214e-16	6.413708151393722e-12	1.93271998609102e-12	1.8745475806558185e-12	2.755835366328532e-14	1.5996134957944476e-07	1.037135804579437e-09	2.1837136575183746e-10	5.530195558922947e-11	2.0779705255676076e-12	1.84466587739105e-13	9.085812455394164e-14	1.3986929941579152e-06	3.4347155054508706e-14	2.5827607775680883e-10	1.5491961372481707e-12	8.999560889113091e-08	8.86289944532568e-15	6.62885007565569e-16	1.9128531120676722e-11	1.623039772014245e-12	2.1249810918958431e-13	3.557211825974234e-12	4.000643798107625e-12	2.496372833337181e-09	4.750152902372045e-12	6.979399799628438e-10	1.9941142284652693e-08	1.84466587739105e-13	1.2509766736467182e-09
1.5879565532915515e-13	2.6725476275520253e-11	4.197823122235037e-12	3.3997069037029293e-06	9.85714440588143e-09	3.6919721474931856e-16	6.5688357261048504e-12	2.04412447139357e-12	1.9535884080850647e-12	2.735006243957314e-14	1.5996080149365973e-07	1.11712715198841e-09	2.2177123469659224e-10	5.7685753389474166e-11	2.137098182242218e-12	1.9595120160726168e-13	9.017110894473163e-14	1.3985866057914702e-06	3.408716595357703e-14	2.842678473934696e-10	1.5709721572429778e-12	8.999554756110544e-08	8.987537462708573e-15	7.136733065632575e-16	1.9193995734597016e-11	1.7164787166647985e-12	2.1944573586802188e-13	3.713894705925115e-12	3.9156405780302825e-12	2.4962919296605114e-09	4.8861216925697984e-12	6.978493775197869e-10	1.9938553643422496e-08	1.9595120160726168e-13	1.347121418112197e-09
1.5761596774788955e-13	2.684234638929521e-11	4.25183118663285e-12	3.3996786285616923e-06	9.853647956741758e-09	3.968381430506075e-16	6.725867115965913e-12	2.1587948224187052e-12	2.03431167186798e-12	2.7146429584778555e-14	1.5996025703786848e-07	1.2011548366736557e-09	2.2518567189808084e-10	6.012544982279635e-11	2.1964763590096483e-12	2.0791517901493656e-13	8.949946903491598e-14	1.398474193525657e-06	3.383298690272087e-14	3.122387885367633e-10	1.5925809024645683e-12	8.999548668801527e-08	9.111241477544933e-15	7.672343211994497e-16	1.9256584362938104e-11	1.812638878989704e-12	2.264837387570378e-13	3.874343138820856e-12	3.8336286398495e-12	2.496210942738522e-09	5.02271164650238e-12	6.977566090766534e-10	1.993590311647582e-08	2.0791517901493656e-13	1.4481116711243528e-09
1.5646315145461566e-13	2.694911827103091e-11	4.305293139082313e-12	3.3996482715083285e-06	9.850141150949832e-09	4.2595273751866746e-16	6.885118230249671e-12	2.276699890157952e-12	2.116734954222981e-12	2.6947421700287756e-14	1.599597160970621e-07	1.2892920173216075e-09	2.2861335055930586e-10	6.262190056300452e-11	2.256081990052228e-12	2.2036866942918615e-13	8.884309399840182e-14	1.3983555855966015e-06	3.3584576365591645e-14	3.422871692167429e-10	1.6140261068284257e-12	8.999542626148077e-08	9.23403252028992e-15	8.236579651140313e-16	1.9316400107984975e-11	1.911491956974684e-12	2.3361119308747264e-13	4.038606674106069e-12	3.754501509147436e-12	2.496129891903116e-09	5.159870549281264e-12	6.976616467656457e-10	1.9933189907589888e-08	2.2036866942918615e-13	1.5540355390161786e-09
1.553369986041807e-13	2.704603651307643e-11	4.358220091965526e-12	3.3996157325535766e-06	9.846625179248487e-09	4.565879164125401e-16	7.046935273686132e-12	2.3978084481593924e-12	2.2008802979340288e-12	2.675300374117291e-14	1.5995917855617887e-07	1.3816082960188823e-09	2.3205297719841072e-10	6.51760924378348e-11	2.3158925717688827e-12	2.333219411463641e-13	8.820186681889096e-14	1.3982306120433762e-06	3.334189040034509e-14	3.7451297302307964e-10	1.6353114761754958e-12	8.999536627120187e-08	9.355931460693624e-15	8.830355358085626e-16	1.937354238589295e-11	2.013009472080505e-12	2.408271923358111e-13	4.206742837294018e-12	3.678156446906295e-12	2.496048795952052e-09	5.297547433844526e-12	6.975644581374678e-10	1.9930413089641956e-08	2.333219411463641e-13	1.664976890496345e-09
