S1	DNA1111	DNA1110	DNA0111	DNA1100	DNA0011	DNA0110	DNA1011	DNA1101	DNA0001	DNA1000	DNA0100	DNA0010	DNA1_1_11	DNA1_11_1	DNA11_1_1	DNA1001	DNA0101	DNA1010	DNA1_111	DNA01_1_1	DNA1_1_10	DNA111_1	DNA11_11	DNA011_1	DNA1_110	DNA01_11	DNA11_10	DNA1_100	DNA001_1	DNA01_10	DNA1_101	DNA101_1	DNA0000	DNA1_1_1_1	Values[DoubleGasOccupancy]
1.0045032839011526e-11	1.3467629105480893e-26	5.955446354747094e-21	5.9554463547637256e-21	8.0186592589154e-18	8.018659258870916e-18	4.0048051154910106e-16	3.221851381358031e-22	3.221851381363983e-22	3.9914358446443066e-15	3.9914358446519514e-15	1.9957137271215039e-13	1.9957137271219646e-13	7.43917560066693e-23	7.439175600676901e-23	7.439175600661831e-23	1.603764173205721e-19	8.01860529468338e-18	8.018605294686584e-18	1.3061117575436928e-25	1.9855707049188443e-15	1.9855707049188466e-15	1.3061117575470019e-25	1.306111757544291e-25	3.3097222915592965e-18	3.309722291553283e-18	3.309722291557596e-18	3.3097222915607005e-18	4.811198307711081e-15	4.811198307711236e-15	2.4028840098832625e-13	1.9331124822766202e-19	1.9331124822763029e-19	9.93385460455381e-11	4.4627143259775144e-20	4.490721204783443e-13
1.004475051226834e-11	1.377126102572317e-26	6.094290234782041e-21	6.0942902347069314e-21	8.018204010858252e-18	8.018204011059686e-18	4.004648004356561e-16	3.221577850939765e-22	3.2215778509132155e-22	3.99132032814035e-15	3.991320328105852e-15	1.9956560344032466e-13	1.9956560344012533e-13	7.839094284947453e-23	7.839094284902429e-23	7.839094284970488e-23	1.6036726783821634e-19	8.01815082860035e-18	8.018150828586228e-18	1.3742262571430948e-25	2.037741229568845e-15	2.0377412295688315e-15	1.3742262571281486e-25	1.374226257140392e-25	3.396667121938738e-18	3.3966671219658952e-18	3.3966671219464195e-18	3.3966671219323956e-18	4.810925119118765e-15	4.810925119118394e-15	2.402789746324174e-13	1.9329483415488437e-19	1.9329483415500236e-19	9.933846311390307e-11	4.7026480871534133e-20	4.4916132654241354e-13
1.0044472340626965e-11	1.4071018169463146e-26	6.2312167803846984e-21	6.231216780434844e-21	8.017755497339983e-18	8.017755497205106e-18	4.00449083221739e-16	3.221308382596385e-22	3.221308382613795e-22	3.991206514877125e-15	3.991206514900129e-15	1.9955991896054348e-13	1.9955991896066866e-13	8.247675828519818e-23	8.247675828549875e-23	8.247675828504441e-23	1.6035825474768222e-19	8.017703127199382e-18	8.017703127208491e-18	1.4437640069171182e-25	2.089191465243921e-15	2.0891914652439297e-15	1.4437640069270966e-25	1.443764006918923e-25	3.482411553774639e-18	3.482411553756508e-18	3.48241155376951e-18	3.482411553778871e-18	4.810655969414409e-15	4.810655969414411e-15	2.4026954410103016e-13	1.9327866334946028e-19	1.9327866334940488e-19	9.93383814506841e-11	4.9477798094138373e-20	4.492491719384407e-13
1.0044198188083173e-11	1.436702873697137e-26	6.366252585683154e-21	6.366252585662298e-21	8.017313482426875e-18	8.017313482483186e-18	4.00433428191855e-16	3.221042817199868e-22	3.2210428171928345e-22	3.9910943466100335e-15	3.991094346600481e-15	1.9955431653780866e-13	1.9955431653776153e-13	8.664799519432351e-23	8.66479951941985e-23	8.664799519438748e-23	1.6034937093210125e-19	8.017261846641277e-18	8.017261846637687e-18	1.514705545322676e-25	2.1399313228497965e-15	2.139931322849793e-15	1.5147055453185255e-25	1.514705545321925e-25	3.566972104257789e-18	3.566972104265328e-18	3.566972104259922e-18	3.566972104256027e-18	4.810390723110626e-15	4.810390723110755e-15	2.402601505635858e-13	1.9326272729661112e-19	1.9326272729661882e-19	9.93383010006162e-11	5.198037057703053e-20	4.493357149202626e-13
1.0043927944608507e-11	1.465929307542529e-26	6.4994236910832044e-21	6.4994236910831766e-21	8.016877792297191e-18	8.016877792297154e-18	4.0041788188873145e-16	3.220781061296573e-22	3.220781061296494e-22	3.9909837792582776e-15	3.9909837792582744e-15	1.9954879394664263e-13	1.9954879394664367e-13	9.090346311010779e-23	9.090346311010763e-23	9.090346311010787e-23	1.6034061466098074e-19	8.016826896918909e-18	8.01682689691895e-18	1.587031049577792e-25	2.1899705873369226e-15	2.189970587336922e-15	1.5870310495777873e-25	1.587031049577791e-25	3.650365080542184e-18	3.6503650805421934e-18	3.6503650805421865e-18	3.650365080542183e-18	4.810129271240106e-15	4.810129271240037e-15	2.402508220240537e-13	1.9324701963085116e-19	1.9324701963085633e-19	9.933822172077115e-11	5.453348403824346e-20	4.494210008381406e-13
1.0043661518529518e-11	1.4947883452012764e-26	6.630755880113414e-21	6.630755880113414e-21	8.016448273412392e-18	8.016448273412427e-18	4.0040247552138135e-16	3.2205230190143253e-22	3.220523019014395e-22	3.99087477447329e-15	3.99087477447328e-15	1.9954334933348697e-13	1.9954334933348568e-13	9.52419881879572e-23	9.524198818795721e-23	9.524198818795721e-23	1.60331982213057e-19	8.016398096236828e-18	8.016398096236777e-18	1.6607213328968905e-25	2.239318916153932e-15	2.2393189161539316e-15	1.6607213328968905e-25	1.6607213328968907e-25	3.732606577323322e-18	3.732606577323321e-18	3.732606577323321e-18	3.7326065773233205e-18	4.8098715232775805e-15	4.8098715232776026e-15	2.402415772941801e-13	1.9323153489062274e-19	1.9323153489061787e-19	9.93381435768932e-11	5.713643412586704e-20	4.4950506596922477e-13
1.00433988308892e-11	1.5232847232864007e-26	6.7602745440765015e-21	6.760274544076503e-21	8.016024796792678e-18	8.01602479679276e-18	4.0038722994933155e-16	3.220268612909048e-22	3.220268612908968e-22	3.9907672998362495e-15	3.990767299836234e-15	1.9953798109726347e-13	1.995379810972593e-13	9.966241288169891e-23	9.966241288169888e-23	9.966241288169888e-23	1.603234711460926e-19	8.015975323548533e-18	8.01597532354836e-18	1.7357573555424439e-25	2.2879858385672995e-15	2.2879858385672987e-15	1.7357573555424432e-25	1.7357573555424434e-25	3.813712475641188e-18	3.8137124756411894e-18	3.8137124756411894e-18	3.813712475641187e-18	4.809617401402379e-15	4.809617401402436e-15	2.402324289394712e-13	1.932162683626866e-19	1.9321626836269222e-19	9.933806654069771e-11	5.978852628204425e-20	4.495879403421376e-13
1.0043139811772974e-11	1.551423483895876e-26	6.888004728089142e-21	6.888004728089142e-21	8.015607248080605e-18	8.015607248080611e-18	4.003721588352407e-16	3.220017774397735e-22	3.2200177743976815e-22	3.990661326591901e-15	3.990661326591904e-15	1.995326878179574e-13	1.995326878179576e-13	1.0416359574581522e-22	1.0416359574581523e-22	1.0416359574581523e-22	1.6031507917945255e-19	8.015558466021325e-18	8.015558466021336e-18	1.81212036115465e-25	2.335980755846964e-15	2.3359807558469633e-15	1.8121203611546503e-25	1.8121203611546503e-25	3.893698443214817e-18	3.893698443214815e-18	3.893698443214817e-18	3.8936984432148156e-18	4.809366836922568e-15	4.809366836922573e-15	2.402233851936568e-13	1.932012159304266e-19	1.9320121593043032e-19	9.93379905881081e-11	6.248907560749671e-20	4.496696495799056e-13
1.0042884397637523e-11	1.579209599474971e-26	7.013971130774821e-21	7.013971130774823e-21	8.0151955235701e-18	8.015195523570067e-18	4.003572709588905e-16	3.219770440917591e-22	3.219770440917593e-22	3.990556828634041e-15	3.990556828634042e-15	1.995274682031682e-13	1.9952746820316855e-13	1.0874441120800208e-22	1.0874441120800208e-22	1.0874441120800208e-22	1.6030680424048289e-19	8.01514742100914e-18	8.015147421009156e-18	1.8897918542315516e-25	2.383312941883741e-15	2.3833129418837402e-15	1.8897918542315516e-25	1.8897918542315516e-25	3.972579935472001e-18	3.972579935472e-18	3.972579935472001e-18	3.9725799354720004e-18	4.8091197675591906e-15	4.8091197675591685e-15	2.4021445134998904e-13	1.9318637383626518e-19	1.9318637383626506e-19	9.933791569797533e-11	6.52374067273144e-20	4.4975021623864503e-13
1.0042632529691284e-11	1.606647973218779e-26	7.138198109220514e-21	7.138198109220517e-21	8.014789527464583e-18	8.01478952746458e-18	4.003425716148275e-16	3.219526554679443e-22	3.219526554679478e-22	3.990453781831995e-15	3.990453781831994e-15	1.9952232105560275e-13	1.9952232105560247e-13	1.1340374934834498e-22	1.1340374934834498e-22	1.1340374934834496e-22	1.6029864441248548e-19	8.014742093529123e-18	8.01474209352911e-18	1.9687535964626953e-25	2.4299915442538015e-15	2.4299915442538007e-15	1.968753596462695e-25	1.968753596462695e-25	4.050372197325414e-18	4.050372197325415e-18	4.050372197325415e-18	4.050372197325414e-18	4.808876135793315e-15	4.808876135793312e-15	2.4020563060287783e-13	1.9317173861010436e-19	1.9317173861010183e-19	9.933784185130251e-11	6.803285365846186e-20	4.498296606185657e-13
1.0042384152744604e-11	1.633743439961318e-26	7.260709683825925e-21	7.260709683825926e-21	8.014389169951725e-18	8.014389169951753e-18	4.0032806360181617e-16	3.219286061445796e-22	3.219286061445775e-22	3.990352163550865e-15	3.990352163550867e-15	1.9951724525020553e-13	1.9951724525020533e-13	1.1814051568097153e-22	1.181405156809715e-22	1.1814051568097149e-22	1.602905978965817e-19	8.01434239437886e-18	8.01434239437885e-18	2.0489876031432217e-25	2.476025585473484e-15	2.476025585473483e-15	2.048987603143222e-25	2.048987603143222e-25	4.1270902652653336e-18	4.127090265265332e-18	4.1270902652653336e-18	4.127090265265332e-18	4.808635887706622e-15	4.808635887706641e-15	2.401969246437272e-13	1.9315730699516984e-19	1.931573069951713e-19	9.933776903069439e-11	7.087475967876181e-20	4.4990800133928054e-13
1.004213921445611e-11	1.6605007670448757e-26	7.381529543021157e-21	7.381529543021158e-21	8.0139943659562e-18	8.013994365956197e-18	4.003137478685104e-16	3.21904890997743e-22	3.21904890997742e-22	3.990251952337561e-15	3.99025195233756e-15	1.9951223971911188e-13	1.9951223971911203e-13	1.2295363093935065e-22	1.2295363093935067e-22	1.2295363093935065e-22	1.6028266298704163e-19	8.013948238928145e-18	8.013948238928154e-18	2.1304761396421217e-25	2.5214239644020158e-15	2.5214239644020146e-15	2.130476139642122e-25	2.130476139642122e-25	4.2027489696982995e-18	4.202748969698299e-18	4.2027489696982995e-18	4.202748969698301e-18	4.808398972230999e-15	4.808398972230995e-15	2.401883340497491e-13	1.9314307591666986e-19	1.9314307591667056e-19	9.933769721999755e-11	7.376247719806927e-20	4.4998525571628193e-13
1.0041897664439375e-11	1.6869246551993914e-26	7.500681047960453e-21	7.50068104796046e-21	8.013605033668213e-18	8.013605033668202e-18	4.0029962428050525e-16	3.2188150508902395e-22	3.21881505089025e-22	3.990153127548844e-15	3.990153127548845e-15	1.9950730343380467e-13	1.995073034338046e-13	1.2784203086362237e-22	1.278420308636224e-22	1.2784203086362237e-22	1.6027483804222e-19	8.013559545702041e-18	8.01355954570204e-18	2.2132017179026667e-25	2.566195457565568e-15	2.5661954575655668e-15	2.213201717902667e-25	2.2132017179026676e-25	4.2773629371549164e-18	4.2773629371549126e-18	4.2773629371549164e-18	4.277362937154913e-18	4.808165340263574e-15	4.808165340263567e-15	2.4017985874587115e-13	1.9312904241036294e-19	1.931290424103622e-19	9.933762640387304e-11	7.669536763066449e-20	4.500614402075395e-13
1.0041659453882278e-11	1.7130197394361597e-26	7.61818723707041e-21	7.618187237070411e-21	8.013221093870907e-18	8.013221093870904e-18	4.00285691942485e-16	3.2185844363570686e-22	3.218584436357082e-22	3.990055669192681e-15	3.990055669192682e-15	1.9950243539750202e-13	1.995024353975019e-13	1.3280466599153284e-22	1.3280466599153282e-22	1.3280466599153282e-22	1.6026712147200557e-19	8.013176235762632e-18	8.013176235762629e-18	2.2971470930066387e-25	2.610348720681513e-15	2.6103487206815117e-15	2.2971470930066382e-25	2.2971470930066382e-25	4.35094659283057e-18	4.350946592830569e-18	4.35094659283057e-18	4.3509465928305676e-18	4.807934944259993e-15	4.807934944259992e-15	2.401714981987309e-13	1.9311520360554858e-19	1.9311520360554764e-19	9.933755656761556e-11	7.967280126980762e-20	4.5013657060285734e-13
1.0041424535269269e-11	1.7387905899370453e-26	7.73407083054215e-21	7.734070830542153e-21	8.012842469488836e-18	8.012842469488841e-18	4.0027194943096863e-16	3.218357019870149e-22	3.2183570198701666e-22	3.989959557812598e-15	3.989959557812599e-15	1.9949763463962068e-13	1.9949763463962053e-13	1.3784050145133935e-22	1.3784050145133935e-22	1.3784050145133933e-22	1.602595117287606e-19	8.012798232266548e-18	8.012798232266542e-18	2.382295259769755e-25	2.6538922902128846e-15	2.6538922902128834e-15	2.382295259769755e-25	2.3822952597697546e-25	4.423514163176382e-18	4.42351416317638e-18	4.423514163176382e-18	4.423514163176379e-18	4.807707737963157e-15	4.80770773796316e-15	2.4016325155683193e-13	1.9310155671112152e-19	1.9310155671112027e-19	9.93374876970217e-11	8.269415716347663e-20	4.5021066216157174e-13
1.0041192862010157e-11	1.7642417129483474e-26	7.848354234810854e-21	7.848354234810858e-21	8.0124690849708e-18	8.01246908497081e-18	4.0025839510830016e-16	3.2181327558166434e-22	3.2181327558166387e-22	3.989864774333076e-15	3.989864774333075e-15	1.9949290020835717e-13	1.9949290020835722e-13	1.4294851675593032e-22	1.4294851675593034e-22	1.4294851675593036e-22	1.6025200729516868e-19	8.012425459869703e-18	8.012425459869706e-18	2.468629449357877e-25	2.6968345848714268e-15	2.696834584871425e-15	2.468629449357877e-25	2.468629449357877e-25	4.495079678404584e-18	4.495079678404582e-18	4.495079678404586e-18	4.495079678404583e-18	4.807483676031777e-15	4.8074836760317834e-15	2.4015511783962586e-13	1.9308809898948088e-19	1.930880989894813e-19	9.93374197782134e-11	8.575882299083325e-20	4.502837297971719e-13
1.0040964388512307e-11	1.7893775516789607e-26	7.961059546880812e-21	7.961059546880813e-21	8.012100866408472e-18	8.012100866408475e-18	4.0024502705182273e-16	3.2179115996294183e-22	3.2179115996294155e-22	3.989771300089692e-15	3.989771300089692e-15	1.9948823117212833e-13	1.994882311721283e-13	1.4812770560139042e-22	1.4812770560139038e-22	1.4812770560139042e-22	1.6024460668659765e-19	8.012057844842868e-18	8.012057844842868e-18	2.556133125977426e-25	2.7391839072831257e-15	2.739183907283124e-15	2.556133125977426e-25	2.5561331259774257e-25	4.565656975264116e-18	4.5656569752641136e-18	4.565656975264117e-18	4.5656569752641136e-18	4.807262714111728e-15	4.8072627141117295e-15	2.401470958948627e-13	1.9307482776639786e-19	1.930748277663981e-19	9.933735279767429e-11	8.886619494135655e-20	4.5035578803943384e-13
1.0040739070188257e-11	1.8142024872187188e-26	8.072208558451181e-21	8.072208558451181e-21	8.011737741550408e-18	8.011737741550404e-18	4.0023184303951584e-16	3.217693507690496e-22	3.2176935076904936e-22	3.9896791168323416e-15	3.9896791168323416e-15	1.994836266197135e-13	1.9948362661971344e-13	1.5337707567554611e-22	1.5337707567554607e-22	1.533770756755461e-22	1.6023730845132688e-19	8.011695315082436e-18	8.011695315082434e-18	2.644789983733013e-25	2.780948445546177e-15	2.7809484455461756e-15	2.644789983733013e-25	2.644789983733013e-25	4.6352596996370255e-18	4.635259699637023e-18	4.6352596996370255e-18	4.635259699637023e-18	4.8070448088446e-15	4.807044808844598e-15	2.401391843899432e-13	1.930617404241725e-19	1.9306174042417268e-19	9.933728674225496e-11	9.201567759996442e-20	4.5042685102903573e-13
1.0040516863046315e-11	1.8387208393925836e-26	8.181822760481246e-21	8.181822760481249e-21	8.011379639115883e-18	8.011379639115881e-18	4.002188408970001e-16	3.2174784369925596e-22	3.2174784369925615e-22	3.9895882065547215e-15	3.989588206554723e-15	1.9947908565208215e-13	1.994790856520821e-13	1.5869564844822012e-22	1.5869564844822012e-22	1.5869564844822012e-22	1.602301111571649e-19	8.01133779945528e-18	8.011337799455278e-18	2.734583943177263e-25	2.822136274747608e-15	2.8221362747476063e-15	2.734583943177263e-25	2.734583943177263e-25	4.703901309066528e-18	4.7039013090665256e-18	4.703901309066529e-18	4.703901309066526e-18	4.806829917454431e-15	4.8068299174544295e-15	2.401313820208806e-13	1.9304883438195769e-19	1.930488343819576e-19	9.9337221598978e-11	9.520668382116075e-20	4.5049693272132126e-13
1.0040297724014666e-11	1.8629368675784895e-26	8.289923346915023e-21	8.289923346915028e-21	8.011026489335789e-18	8.011026489335786e-18	4.0020601820903644e-16	3.217266345431362e-22	3.217266345431365e-22	3.9894985516294436e-15	3.989498551629445e-15	1.9947460738885836e-13	1.9947460738885834e-13	1.6408245899676943e-22	1.6408245899676945e-22	1.6408245899676943e-22	1.6022301340204982e-19	8.010985228317383e-18	8.010985228317381e-18	2.825499148446393e-25	2.862755358527798e-15	2.862755358527796e-15	2.8254991484463935e-25	2.8254991484463935e-25	4.771595075363924e-18	4.771595075363921e-18	4.771595075363924e-18	4.7715950753639216e-18	4.806617998073375e-15	4.806617998073373e-15	2.401236873385711e-13	1.930361071130558e-19	1.9303610711305558e-19	9.933715735519511e-11	9.843863462435312e-20	4.505660467222152e-13
1.004008161061014e-11	1.8868547716276178e-26	8.396531219138817e-21	8.396531219138822e-21	8.010678223401526e-18	8.010678223401524e-18	4.001933725988468e-16	3.2170571914901604e-22	3.21705719149016e-22	3.989410134670056e-15	3.989410134670055e-15	1.9947019096170446e-13	1.9947019096170446e-13	1.6953655580101201e-22	1.69536555801012e-22	1.69536555801012e-22	1.6021601380319847e-19	8.010637532982526e-18	8.010637532982525e-18	2.917519963891146e-25	2.902813550595024e-15	2.9028135505950225e-15	2.917519963891146e-25	2.917519963891146e-25	4.838354087133089e-18	4.838354087133085e-18	4.838354087133088e-18	4.838354087133085e-18	4.806409009410032e-15	4.806409009410031e-15	2.4011609891699774e-13	1.930235561260752e-19	1.930235561260752e-19	9.933709399842981e-11	1.0171095907080295e-19	4.5063420645279307e-13
1.0039868480967555e-11	1.9104786926661622e-26	8.501666989855957e-21	8.501666989855961e-21	8.010334773512244e-18	8.010334773512244e-18	4.00180901695339e-16	3.2168509342688283e-22	3.2168509342688283e-22	3.989322938543335e-15	3.989322938543336e-15	1.994658355149033e-13	1.9946583551490325e-13	1.7505700056353167e-22	1.7505700056353167e-22	1.7505700056353167e-22	1.6020911099806673e-19	8.010294645769088e-18	8.010294645769088e-18	3.0106309711244216e-25	2.9423185961999773e-15	2.9423185961999757e-15	3.010630971124421e-25	3.0106309711244216e-25	4.904191252227776e-18	4.904191252227773e-18	4.904191252227775e-18	4.904191252227772e-18	4.806202910777811e-15	4.80620291077781e-15	2.401086153334941e-13	1.9301117896668639e-19	1.9301117896668639e-19	9.933703151639283e-11	1.0502309415580355e-19	4.507014251330841e-13
1.0039658293831943e-11	1.9338127138665455e-26	8.605350987045706e-21	8.605350987045711e-21	8.009996072864497e-18	8.009996072864498e-18	4.001686031324258e-16	3.2166475334656206e-22	3.21664753346562e-22	3.989236946366124e-15	3.9892369463661255e-15	1.9946154020519917e-13	1.9946154020519915e-13	1.8064286802607565e-22	1.8064286802607567e-22	1.8064286802607565e-22	1.6020230364410847e-19	8.009956499988067e-18	8.009956499988069e-18	3.104816966002307e-25	2.9812781336237112e-15	2.9812781336237096e-15	3.1048169660023068e-25	3.104816966002307e-25	4.969119300231367e-18	4.9691193002313655e-18	4.969119300231367e-18	4.969119300231364e-18	4.8059996620888055e-15	4.8059996620888055e-15	2.4010123516833594e-13	1.9299897321640834e-19	1.9299897321640837e-19	9.933696989698007e-11	1.0837448469851334e-19	4.507677157844818e-13
1.0039451008514698e-11	1.9568608613470444e-26	8.707603257988991e-21	8.707603257988995e-21	8.009662055576865e-18	8.009662055576865e-18	4.0015647457955057e-16	3.216446949341197e-22	3.2164469493411976e-22	3.989152141487086e-15	3.989152141487087e-15	1.9945730420091805e-13	1.9945730420091805e-13	1.8629324578321732e-22	1.8629324578321737e-22	1.8629324578321734e-22	1.6019559041731662e-19	8.00962302987147e-18	8.00962302987147e-18	3.2000629555659925e-25	3.0196996956722876e-15	3.019699695672286e-15	3.200062955565993e-25	3.2000629555659925e-25	5.033150784947817e-18	5.033150784947815e-18	5.033150784947816e-18	5.033150784947815e-18	4.805799223808379e-15	4.805799223808378e-15	2.4009395702312403e-13	1.9298693649053894e-19	1.929869364905389e-19	9.93369091282529e-11	1.1176458323014827e-19	4.5083309125023e-13
1.0039246584991165e-11	1.979627104940464e-26	8.80844357283015e-21	8.808443572830153e-21	8.009332656853549e-18	8.009332656853549e-18	4.001445136502265e-16	3.21624914281137e-22	3.2162491428113716e-22	3.989068507527425e-15	3.989068507527429e-15	1.9945312668391156e-13	1.9945312668391156e-13	1.9200723411700395e-22	1.92007234117004e-22	1.9200723411700397e-22	1.6018897001540819e-19	8.009294170728014e-18	8.009294170728014e-18	3.2963541553265893e-25	3.0575907110671986e-15	3.057590711067197e-15	3.296354155326589e-25	3.296354155326589e-25	5.0962980867187195e-18	5.096298086718719e-18	5.0962980867187195e-18	5.096298086718718e-18	4.8056015570537224e-15	4.80560155705372e-15	2.400867794657088e-13	1.9297506644369506e-19	1.9297506644369497e-19	9.933684919848649e-11	1.1519284989476526e-19	4.508975641450919e-13
1.0039044983549461e-11	2.002115359076195e-26	8.907891429523385e-21	8.90789142952339e-21	8.0090078123996e-18	8.009007812399602e-18	4.001327181977629e-16	3.2160540751008154e-22	3.2160540751008163e-22	3.9889860282346595e-15	3.988986028234661e-15	1.9944900684254382e-13	1.994490068425438e-13	1.9778394576878189e-22	1.9778394576878189e-22	1.9778394576878189e-22	1.6018244114636545e-19	8.008969858382053e-18	8.008969858382053e-18	3.3936759855094512e-25	3.094958506134831e-15	3.0949585061348292e-15	3.3936759855094503e-25	3.393675985509451e-25	5.158573415239347e-18	5.1585734152393466e-18	5.158573415239347e-18	5.158573415239346e-18	4.8054066232417804e-15	4.805406623241779e-15	2.4007970120827354e-13	1.9296336074899136e-19	1.9296336074899129e-19	9.9336790096003e-11	1.1865875231235183e-19	4.5096114702974965e-13
1.0038846165251342e-11	2.0243294833816845e-26	9.00596605591318e-21	9.005966055913188e-21	8.008687459188246e-18	8.008687459188247e-18	4.0012108591107807e-16	3.21586170819969e-22	3.21586170819969e-22	3.988904687674637e-15	3.988904687674637e-15	1.9944494388088655e-13	1.994449438808865e-13	2.0362250584181254e-22	2.0362250584181247e-22	2.0362250584181254e-22	1.601760025434737e-19	8.00865002990948e-18	8.008650029909482e-18	3.4920140694625093e-25	3.131810305818951e-15	3.13181030581895e-15	3.492014069462509e-25	3.4920140694625093e-25	5.219988811245386e-18	5.219988811245383e-18	5.2199888112453854e-18	5.219988811245383e-18	4.805214384551253e-15	4.805214384551252e-15	2.4007272086393923e-13	1.9295181712552052e-19	1.9295181712552047e-19	9.93367318093937e-11	1.22161765520392e-19	4.510238521786964e-13
1.0038650091713643e-11	2.046273283603193e-26	9.102686414463951e-21	9.102686414463959e-21	8.008371535097034e-18	8.008371535097035e-18	4.001096144956338e-16	3.2156720046461315e-22	3.215672004646132e-22	3.98882447014056e-15	3.98882447014056e-15	1.9944093701435256e-13	1.994409370143525e-13	2.0952205158256944e-22	2.0952205158256936e-22	2.0952205158256944e-22	1.601696529581805e-19	8.008334623287994e-18	8.008334623287996e-18	3.591354230060257e-25	3.168153235354168e-15	3.168153235354167e-15	3.5913542300602563e-25	3.591354230060257e-25	5.280556149302124e-18	5.280556149302121e-18	5.280556149302123e-18	5.280556149302121e-18	4.8050248037035616e-15	4.8050248037035616e-15	2.4006583705572245e-13	1.929404333252607e-19	1.9294043332526063e-19	9.933667432741579e-11	1.257013718426386e-19	4.5108569168814735e-13
1.0038456724877606e-11	2.067950512563747e-26	9.198071207127194e-21	9.1980712071272e-21	8.008059978523766e-18	8.008059978523766e-18	4.00098301864638e-16	3.215484927296016e-22	3.2154849272960156e-22	3.988745360056942e-15	3.988745360056942e-15	1.9943698546508698e-13	1.9943698546508698e-13	2.1548173215560137e-22	2.154817321556013e-22	2.1548173215560137e-22	1.601633911525553e-19	8.008023577027803e-18	8.008023577027806e-18	3.691682486002444e-25	3.2039943219851545e-15	3.203994321985153e-15	3.691682486002444e-25	3.691682486002444e-25	5.3402871406699125e-18	5.340287140669909e-18	5.3402871406699125e-18	5.340287140669909e-18	4.8048378437316534e-15	4.8048378437316534e-15	2.4005904853167524e-13	1.9292920711921018e-19	1.9292920711921016e-19	9.933661763888346e-11	1.2927706075402496e-19	4.51146677589979e-13
1.0038266027489108e-11	2.0893648701912663e-26	9.292138875097334e-21	9.29213887509734e-21	8.007752729188003e-18	8.007752729188003e-18	4.000871457224097e-16	3.215300439804257e-22	3.215300439804257e-22	3.988667342179696e-15	3.988667342179696e-15	1.9943308847155239e-13	1.9943308847155239e-13	2.215007086561241e-22	2.215007086561241e-22	2.215007086561241e-22	1.601572159149889e-19	8.007716830940058e-18	8.007716830940061e-18	3.7929850520251773e-25	3.2393404951132542e-15	3.2393404951132526e-15	3.792985052025178e-25	3.7929850520251778e-25	5.399193333547867e-18	5.399193333547863e-18	5.399193333547867e-18	5.399193333547863e-18	4.804653468462592e-15	4.8046534684625936e-15	2.4005235391399436e-13	1.9291813632638889e-19	1.9291813632638889e-19	9.933656173289848e-11	1.3288832888821996e-19	4.512068216107865e-13
1.0038077962675453e-11	2.110520005190782e-26	9.38490760705114e-21	9.384907607051143e-21	8.007449727423996e-18	8.007449727423996e-18	4.0007614391647257e-16	3.215118506199073e-22	3.215118506199073e-22	3.988590401419907e-15	3.988590401419907e-15	1.9942924528007323e-13	1.9942924528007326e-13	2.2757815372632677e-22	2.275781537263268e-22	2.2757815372632677e-22	1.6015112604634385e-19	8.007414325458546e-18	8.007414325458547e-18	3.8952483325948878e-25	3.2741985891904296e-15	3.274198589190428e-15	3.8952483325948887e-25	3.895248332594888e-25	5.457286117897303e-18	5.457286117897299e-18	5.457286117897303e-18	5.457286117897299e-18	4.8044716420918535e-15	4.804471642091855e-15	2.400457519110483e-13	1.9290721878818085e-19	1.9290721878818088e-19	9.933650659864999e-11	1.3653467980740112e-19	4.5126613538118494e-13
1.003789249410554e-11	2.1314195153280143e-26	9.476395340473175e-21	9.476395340473178e-21	8.007150914448783e-18	8.007150914448784e-18	4.000652942959446e-16	3.214939091043406e-22	3.214939091043406e-22	3.988514522910601e-15	3.988514522910601e-15	1.9942545514803164e-13	1.994254551480316e-13	2.3371325149557982e-22	2.3371325149557982e-22	2.3371325149557982e-22	1.6014512036519419e-19	8.007116001896119e-18	8.007116001896118e-18	3.998458920926794e-25	3.3085753442982817e-15	3.30857534429828e-15	3.9984589209267943e-25	3.998458920926794e-25	5.514576726406496e-18	5.514576726406494e-18	5.514576726406496e-18	5.514576726406494e-18	4.804292329344774e-15	4.804292329344775e-15	2.400392412321023e-13	1.928964523780668e-19	1.9289645237806688e-19	9.9336452225492e-11	1.4021562396637765e-19	4.5132463035491473e-13
1.0037709585937412e-11	2.152066947652599e-26	9.566619762875497e-21	9.566619762875502e-21	8.006856232275025e-18	8.006856232275028e-18	4.000545947548141e-16	3.2147621593824483e-22	3.2147621593824483e-22	3.988439691984899e-15	3.9884396919849e-15	1.9942171734281932e-13	1.994217173428193e-13	2.399051975269085e-22	2.399051975269085e-22	2.3990519752690854e-22	1.6013919770611318e-19	8.006821802360799e-18	8.006821802360796e-18	4.1026035981046896e-25	3.3424774065814988e-15	3.3424774065814972e-15	4.10260359810469e-25	4.1026035981046896e-25	5.571076235213112e-18	5.5710762352131105e-18	5.571076235213111e-18	5.57107623521311e-18	4.804115495424085e-15	4.804115495424085e-15	2.4003282061337887e-13	1.9288583499846172e-19	1.9288583499846179e-19	9.933639860291861e-11	1.4393067868047324e-19	4.513823178347129e-13
