NFkB:IkB_alpha{nucleus}	NFkB{nucleus}	IkB_alpha{nucleus}	IKKa	NFkB{default}	IkB_alpha{default}	p105	NFkB:IkB_alpha{default}	Promp105:RNAP	PromIkBa:RNAP3	IKKn	p65	PromIkBa:RNAP3:FTAz	Promp105:RNAP:FTAX	p50	mRNAp65	ActivePRaseonp105	ActivePRaseonIkB_alpha	A20{default}	mRNAA20	IKKi	Promp105:RNAP1:p50p65	Promp105:RNAP1:FTAx:p50p65:IkBa	IkBa:RNAP3:FTAz:p50p65	PromIkBa:RNAP3:p50p65:IkBa	mRNAp105	mRNAIKB_alpha	ActivePRaseonp65	IKKa:IKB_alpha	Promp65:RNAP2	NFkB:IKKa:Ikb_alpha	IKK	A20{nucleus}	Promp105:RNAP1:p50p65:IkBa	FTAz	InactivePRaseonp65	InactivePRaseonp105	InactivePRaseonIkB_alpha	Promp105:RNAP1:FTAx:p50p65	PromIkBa:RNAP3:FTAz:p50p65:IkB_alpha	PromIkBa:RNAP3:p50p65	FTAx	Promp65:RNAP2:FTAy	sa12_degraded	FTAy
1.8789172429416409e-32	2.524747147230609e-24	6.776893185519271e-09	0.0	7.079025633264502e-23	2.1776430871194392e-07	2.284263304841561e-09	2.1502680078150583e-29	6.094114852524167e-06	6.094114852524166e-06	0.00026954488714571847	4.577166110602671e-09	5.725518141425033e-07	5.725518141425044e-07	1.6996207334515903e-12	1.1893769715240194e-07	7.937455025270992e-07	1.8899401052337656e-07	3.0327802065086218e-30	2.79378285242861e-30	0.0	2.1145581141955234e-29	6.2740090127175916e-37	1.945673485873293e-30	6.236383175838609e-36	7.739796927118702e-08	5.3924468318276836e-08	7.521904651031278e-07	0.0	6.094114852524166e-06	0.0	-0.00026999999999999995	-2.796210399658088e-30	6.236383175838609e-36	0.0003327607815191905	-8.711713589705331e-07	-8.711713589705348e-07	-2.4309388442136066e-07	1.9456734858733018e-30	6.274009012717618e-37	2.1145581141955212e-29	0.0003327607815191905	5.725518141425033e-07	1.7540557970733383e-10	0.0003327607815191905
3.6953026892940935e-32	3.830184443809454e-24	7.916488206957968e-09	0.0	1.0189550415047548e-22	2.4566834440095806e-07	2.61770676432341e-09	3.9314913956134375e-29	6.073928512911287e-06	6.073928512911286e-06	0.0002795105711665979	5.239668509278378e-09	5.927381537553837e-07	5.927381537553849e-07	2.018172552528989e-12	1.3135628885159585e-07	8.468507142200245e-07	1.9884123344147164e-07	5.02450894632974e-30	4.389198578051362e-30	0.0	3.3060052346243745e-29	1.3472314548161371e-36	3.217331592637667e-30	1.2771829622288956e-35	8.559577360170182e-08	5.8749745271726616e-08	8.010727085047811e-07	0.0	6.073928512911286e-06	0.0	-0.00028000000000000003	-4.393220529005338e-30	1.2771829622288956e-35	0.0003327405951795776	-9.324784470575108e-07	-9.324784470575128e-07	-2.5778890838480526e-07	3.217331592637681e-30	1.3472314548161371e-36	3.3060052346243745e-29	0.0003327405951795776	5.927381537553837e-07	1.979296716070623e-10	0.0003327405951795776
6.544764178834898e-32	5.670857524802794e-24	9.19869975812517e-09	0.0	1.441522362668571e-22	2.760142021683056e-07	2.9857806107149546e-09	6.666455343668236e-29	6.053812463469838e-06	6.053812463469837e-06	0.0002894750095548285	5.970004521328459e-09	6.128542031968327e-07	6.128542031968337e-07	2.3823779402324197e-12	1.4456618796295286e-07	9.014225311133368e-07	2.088333629605979e-07	7.949733459496555e-30	6.669244942442114e-30	0.0	5.0036937993979737e-29	2.5027600789213038e-36	5.084950049826578e-30	2.313877074691409e-35	9.433159004306465e-08	6.38210846425491e-08	8.511680445806154e-07	0.0	6.053812463469837e-06	0.0	-0.00029	-6.675608613664019e-30	2.313877074691409e-35	0.0003327204791301361	-9.957905755916225e-07	-9.957905755916244e-07	-2.7287687997356744e-07	5.084950049826592e-30	2.502760078921301e-36	5.0036937993979714e-29	0.0003327204791301361	6.128542031968327e-07	2.2243237042053008e-10	0.0003327204791301361
1.0707182084134045e-31	8.174303311210548e-24	1.063560569291163e-08	0.0	2.000397912620726e-22	3.089236369506041e-07	3.3907205716069653e-09	1.0608374107748467e-28	6.033766451409618e-06	6.033766451409617e-06	0.00029943820246610444	6.7724320382696076e-09	6.329002152570527e-07	6.329002152570538e-07	2.7968207121443016e-12	1.585864982830625e-07	9.57439432645155e-07	2.1896549671510294e-07	1.2043694225417802e-29	9.799945954521397e-30	0.0	7.32981714273266e-29	4.2144068017881284e-36	7.698748467748516e-30	3.8385538489598986e-35	1.0361993122904466e-07	6.914192120731165e-08	9.024503487421243e-07	0.0	6.033766451409617e-06	0.0	-0.0003	-9.809586990287849e-30	3.8385538489598986e-35	0.0003327004331180759	-1.0611007639914788e-06	-1.0611007639914809e-06	-2.8835643113400833e-07	7.698748467748533e-30	4.2144068017881204e-36	7.32981714273266e-29	0.0003327004331180759	6.329002152570527e-07	2.49013211593789e-10	0.0003327004331180759
1.6502440441192689e-31	1.1485444291871641e-23	1.223986181981484e-08	0.0	2.723647091910022e-22	3.445200348535626e-07	3.834822367233968e-09	1.6046426777423662e-28	6.01379022491147e-06	6.013790224911469e-06	0.00030940015005610067	7.651311917942256e-09	6.528764417552002e-07	6.528764417552012e-07	3.2663678375714476e-12	1.7343589819358561e-07	1.0148801412188567e-06	2.292328620533511e-07	1.7574587537878863e-29	1.3970235149228216e-29	0.0	1.0423399719281098e-28	6.619873151326678e-36	1.1229976928207753e-29	5.971063578943789e-35	1.1347509135592286e-07	7.471556357278436e-08	9.54893946106267e-07	0.0	6.013790224911469e-06	0.0	-0.00031	-1.3984303905387443e-29	5.971063578943789e-35	0.00033268045689157776	-1.128402056940131e-06	-1.1284020569401334e-06	-3.042261987638112e-07	1.1229976928207778e-29	6.619873151326665e-36	1.0423399719281096e-28	0.00033268045689157776	6.528764417552002e-07	2.7777313767579835e-10	0.00033268045689157776
2.429304444934211e-31	1.5767842031903554e-23	1.402471594604229e-08	0.0	3.64285172654222e-22	3.8292830298361207e-07	4.3204403995494824e-09	2.330815659916337e-28	5.993883533121732e-06	5.993883533121731e-06	0.0003193608524804726	8.611104513115947e-09	6.727831335449383e-07	6.727831335449393e-07	3.7961811170762494e-12	1.8913265165930668e-07	1.07372361858894e-06	2.3963081055877054e-07	2.4845925218336192e-29	1.9393641476688667e-29	0.0	1.4441540588837877e-28	9.875237008376893e-36	1.5872414690600378e-29	8.847241921365591e-35	1.239111496821585e-07	8.05451997150046e-08	1.008473600399814e-06	0.0	5.993883533121731e-06	0.0	-0.00031999999999999997	-1.9413531293609282e-29	8.847241921365591e-35	0.00033266055019978805	-1.19768752425482e-06	-1.1976875242548225e-06	-3.2048482468645546e-07	1.587241469060041e-29	9.875237008376872e-36	1.4441540588837875e-28	0.00033266055019978805	6.727831335449383e-07	3.088144126803892e-10	0.00033266055019978805
3.448673797114267e-31	2.1204950681141906e-23	1.6004021921614713e-08	0.0	4.79335447869103e-22	4.242747592795369e-07	4.8499864413012655e-09	3.276187029943668e-28	5.9740461261466796e-06	5.974046126146679e-06	0.00032932030989485617	9.656366200094695e-09	6.926205405199906e-07	6.926205405199916e-07	4.391728860007861e-12	2.0569461922618653e-07	1.1339490622468844e-06	2.501548125709001e-07	3.419889432921168e-29	2.6309975191384485e-29	0.0	1.9560656901045106e-28	1.4156047459929211e-35	2.1843868898010315e-29	1.2619878158653075e-34	1.3494197402805522e-07	8.663390251834136e-08	1.063164502863692e-06	0.0	5.974046126146679e-06	0.0	-0.00033	-2.6337352556014664e-29	1.2619878158653075e-34	0.000332640712792813	-1.2689502607567242e-06	-1.2689502607567268e-06	-3.371309556256896e-07	2.1843868898010357e-29	1.415604745992918e-35	1.9560656901045102e-28	0.000332640712792813	6.926205405199906e-07	3.4224053644822834e-10	0.000332640712792813
4.924651569663125e-31	2.813544862815735e-23	1.8192233982169116e-08	0.0	6.233868753778092e-22	4.6868698539562163e-07	5.4259257337014925e-09	4.562166834109341e-28	5.954277755031657e-06	5.954277755031656e-06	0.0003392785224548679	1.0791741332271999e-08	7.123889116350136e-07	7.123889116350146e-07	5.058815423737127e-12	2.231392844024534e-07	1.1955358942125051e-06	2.608004490690485e-07	4.6619856974384056e-29	3.530732995039672e-29	0.0	2.620431991698081e-28	2.0852481042859602e-35	2.976888584381255e-29	1.8272476493472194e-34	1.4658123153027942e-07	9.298463791213471e-08	1.1189422454464347e-06	0.0	5.954277755031656e-06	0.0	-0.00033999999999999997	-3.534465105489911e-29	1.8272476493472194e-34	0.00033262094442169796	-1.3421833857697728e-06	-1.3421833857697753e-06	-3.541632431073088e-07	2.9768885843812866e-29	2.0852481042859687e-35	2.6204319916980775e-28	0.00033262094442169796	7.123889116350136e-07	3.7815612612582716e-10	0.00033262094442169796
7.830177083268415e-31	3.7510623782206974e-23	2.060435376954386e-08	0.0	8.11260422973374e-22	5.162935908351108e-07	6.050766859582176e-09	6.6680382243513325e-28	5.934578171703405e-06	5.9345781717034046e-06	0.0003492354903161048	1.2021943204485751e-08	7.32088494963264e-07	7.32088494963265e-07	5.803653656427077e-12	2.41483816989515e-07	1.2584637315834206e-06	2.7156339722098795e-07	6.580138721157038e-29	4.8413479482066496e-29	0.0	3.5815362792947747e-28	3.6632614943905286e-35	4.1977128901153333e-29	3.038533360981125e-34	1.5884241682242027e-07	9.960027924666966e-08	1.175782756260303e-06	0.0	5.9345781717034046e-06	0.0	-0.00034999999999999994	-4.846615695845244e-29	3.038533360981125e-34	0.0003326012448383697	-1.4173800417284755e-06	-1.4173800417284785e-06	-3.715803431863176e-07	4.197712890115352e-29	3.6632614943905286e-35	3.581536279294771e-28	0.0003326012448383697	7.32088494963264e-07	4.1666671866020035e-10	0.0003326012448383697
1.2780774283251751e-30	5.002057717677111e-23	2.3256072954785186e-08	0.0	1.0541123960640975e-21	5.672243439230608e-07	6.727077345060694e-09	9.907366964056874e-28	5.914947129064494e-06	5.914947129064493e-06	0.0003591912136341447	1.3351780440310644e-08	7.517195376021763e-07	7.517195376021773e-07	6.632760001635039e-12	2.607449836838832e-07	1.3227124324858313e-06	2.824394421166956e-07	9.419523413969168e-29	6.700704628399186e-29	0.0	4.937828665288429e-28	6.56505791498189e-35	6.001692504725594e-29	5.183188057801253e-34	1.717388081864662e-07	1.064835958793836e-07	1.233662391021491e-06	0.0	5.914947129064493e-06	0.0	-0.00035999999999999997	-6.708245573004875e-29	5.1831880578012666e-34	0.0003325816137957308	-1.4945333964685567e-06	-1.4945333964685598e-06	-3.8938091689584777e-07	6.001692504725612e-29	6.56505791498189e-35	4.937828665288425e-28	0.0003325816137957308	7.517195376021763e-07	4.578788997687142e-10	0.0003325816137957308
2.0411057098406495e-30	6.639093274486009e-23	2.6163743868220553e-08	0.0	1.3637262835767692e-21	6.216099802178323e-07	7.45747663816268e-09	1.4605110109710878e-27	5.895384380953996e-06	5.8953843809539954e-06	0.00036914569256454557	1.4786143439025725e-08	7.712822857126732e-07	7.712822857126742e-07	7.553005536116003e-12	2.8093919297348195e-07	1.3882620757250325e-06	2.9342446547761937e-07	1.343481758242515e-28	9.252504028889434e-29	0.0	6.791982620166123e-28	1.1217889981116695e-34	8.549680830257356e-29	8.557073193721132e-34	1.8528348703935312e-07	1.13637264437979e-07	1.292557887333746e-06	0.0	5.8953843809539954e-06	0.0	-0.00036999999999999994	-9.263259634989132e-29	8.557073193721138e-34	0.0003325620510476203	-1.5736366422793032e-06	-1.5736366422793064e-06	-4.075636300614379e-07	8.549680830257365e-29	1.1217889981116678e-34	6.791982620166123e-28	0.0003325620510476203	7.712822857126732e-07	5.019001458397611e-10	0.0003325620510476203
3.1454621801393093e-30	8.744662308667437e-23	2.934438435513815e-08	0.0	1.7534403799553393e-21	6.795820751104404e-07	8.2446335893005e-09	2.1135289579659332e-27	5.875889682134806e-06	5.875889682134805e-06	0.0003790989272628462	1.6329998770477276e-08	7.907769845318637e-07	7.907769845318646e-07	8.571635977814268e-12	3.020825133101437e-07	1.455092953629299e-06	3.045144389476821e-07	1.891866082780086e-28	1.266139359624162e-28	0.0	9.261587294747236e-28	1.8116648840577326e-34	1.2026481089179468e-28	1.350257297899276e-33	1.9948934481619668e-07	1.210638755709621e-07	1.3524463462653616e-06	0.0	5.875889682134805e-06	0.0	-0.00037999999999999997	-1.2676539626974237e-28	1.3502572978992766e-33	0.00033254255634880114	-1.654682995600314e-06	-1.6546829956003175e-06	-4.261271532416026e-07	1.202648108917949e-28	1.81166488405773e-34	9.261587294747232e-28	0.00033254255634880114	7.907769845318637e-07	5.488387229585526e-10	0.00033254255634880114
4.67504316195991e-30	1.1411795113311393e-22	3.2815691113384973e-08	0.0	2.2382416725307667e-21	7.412729323311824e-07	9.091265047418518e-09	2.9924110388452775e-27	5.856462788287524e-06	5.8564627882875235e-06	0.000389050917884566	1.798838553961903e-08	8.102038783791455e-07	8.102038783791464e-07	9.696284003930332e-12	3.2419068465931053e-07	1.5231855681633988e-06	3.1570541851975e-07	2.620406060067627e-28	1.7114284500095514e-28	0.0	1.248008444854929e-27	2.782825566376936e-34	1.6642363255298547e-28	2.0411605950668915e-33	2.1436908673012384e-07	1.2876593957985874e-07	1.4133052206901184e-06	0.0	5.8564627882875235e-06	0.0	-0.00038999999999999994	-1.7135263337471214e-28	2.041160595066893e-33	0.0003325231294549538	-1.737665696877949e-06	-1.7376656968779524e-06	-4.450701616996985e-07	1.6642363255298576e-28	2.782825566376931e-34	1.248008444854929e-27	0.0003325231294549538	8.102038783791455e-07	5.988036000898721e-10	0.0003325231294549538
6.724920134599945e-30	1.4744665180928724e-22	3.659605303096487e-08	0.0	2.8348597288908733e-21	8.068154724562653e-07	1.0000134456138384e-08	4.145307888118999e-27	5.837103456004362e-06	5.837103456004361e-06	0.00039900166458520475	1.9766411751052383e-08	8.295632106623084e-07	8.295632106623094e-07	1.0934981568987817e-11	3.472791300497356e-07	1.5925206270421115e-06	3.2699353896210064e-07	3.5666798255514195e-28	2.2821668902949886e-28	0.0	1.6597705378153805e-27	4.099605313361894e-34	2.2634580984673218e-28	2.9728636543065454e-33	2.2993523553210417e-07	1.3674589205142994e-07	1.4751123036282214e-06	0.0	5.837103456004361e-06	0.0	-0.00039999999999999996	-2.2850223794504983e-28	2.9728636543065465e-33	0.00033250377012267066	-1.8225780104217726e-06	-1.8225780104217764e-06	-4.643913353757913e-07	2.2634580984673253e-28	4.0996053133618855e-34	1.65977053781538e-27	0.00033250377012267066	8.295632106623084e-07	6.519043622608288e-10	0.00033250377012267066
9.401978195001648e-30	1.8859195369802045e-22	4.070456452363659e-08	0.0	3.561860584250196e-21	8.763431214144322e-07	1.09740504499043e-08	5.626212096786155e-27	5.817811442783033e-06	5.817811442783032e-06	0.0004089511675202429	2.1669250673566602e-08	8.488552238836373e-07	8.488552238836382e-07	1.2296172222900346e-11	3.713629671231841e-07	1.663079039843742e-06	3.3837500824489055e-07	4.772783510523888e-28	3.001893722994593e-28	0.0	2.1782407845572124e-27	5.834419693547016e-34	3.0268888546528338e-28	4.195368665822359e-33	2.4620013527078133e-07	1.4500609948988766e-07	1.5378457165872415e-06	0.0	5.817811442783032e-06	0.0	-0.00041	-3.0057148461793316e-28	4.1953686658223594e-33	0.0003324844781094493	-1.909413224261004e-06	-1.9094132242610073e-06	-4.840893588585217e-07	3.0268888546528383e-28	5.834419693547004e-34	2.178240784557212e-27	0.0003324844781094493	8.488552238836373e-07	7.08251123743612e-10	0.0003324844781094493
1.2837904853740777e-29	2.388644160625565e-22	4.516102481042605e-08	0.0	4.4400578440551e-21	9.499897914212903e-07	1.201586634733571e-08	7.498729224434072e-27	5.7985865070240415e-06	5.798586507024041e-06	0.00041889942684514156	2.3702139791660882e-08	8.680801596426287e-07	8.680801596426294e-07	1.3788714958441515e-11	3.9645701156972056e-07	1.734841916555893e-06	3.498461064886629e-07	6.287972864352743e-28	3.8977504767721647e-28	0.0	2.822749616732266e-27	8.08008980414404e-34	3.985528405860727e-28	5.77136813553691e-33	2.631759526879596e-07	1.5354886037103613e-07	1.601483906071844e-06	0.0	5.798586507024041e-06	0.0	-0.00041999999999999996	-3.902784699835281e-28	5.771368135536921e-33	0.00033246525317369034	-1.9981646500796627e-06	-1.998164650079667e-06	-5.041629213723962e-07	3.9855284058607308e-28	8.080089804144e-34	2.8227496167322675e-27	0.00033246525317369034	8.680801596426287e-07	7.679545126972094e-10	0.00033246525317369034
1.7835677918576613e-29	3.0118447741288865e-22	4.9985215887360576e-08	0.0	5.509195050783726e-21	1.0278946029075836e-06	1.3128525666010228e-08	1.0017284717331351e-26	5.779428408201663e-06	5.779428408201662e-06	0.0004288464427153422	2.5870512453924553e-08	8.872382584650074e-07	8.872382584650081e-07	1.5421453567222534e-11	4.2257536434159376e-07	1.8077906908815703e-06	3.614034168667085e-07	8.294462827145504e-28	5.051909879008007e-28	0.0	3.650204789507083e-27	1.1571800735613629e-33	5.249347794469755e-28	8.133893042329255e-33	2.808745573372061e-07	1.6237617136829692e-07	1.66600605910406e-06	0.0	5.779428408201662e-06	0.0	-0.00043	-5.0585506153547325e-28	8.133893042329266e-33	0.0003324460950748679	-2.0888256271886593e-06	-2.0888256271886636e-06	-5.246107175562364e-07	5.249347794469762e-28	1.1571800735613586e-33	3.650204789507083e-27	0.0003324460950748679	8.872382584650074e-07	8.31129321231155e-10	0.0003324460950748679
2.532801271788619e-29	3.78869152958164e-22	5.5197533203767813e-08	0.0	6.814113526203587e-21	1.1101977153635028e-06	1.4315021330365563e-08	1.3475574118540806e-26	5.760336906709176e-06	5.760336906709175e-06	0.0004387922152862669	2.8179880666657986e-08	9.063297599574938e-07	9.063297599574947e-07	1.7203600824877173e-11	4.497317794332811e-07	1.8819070095743902e-06	3.7304362150978436e-07	1.1002261256358855e-27	6.55864371194819e-28	0.0	4.725845374658154e-27	1.7165774632122913e-33	6.944986181310979e-28	1.178662083016366e-32	2.9930762914061777e-07	1.714899339666615e-07	1.7313917329467488e-06	0.0	5.760336906709175e-06	0.0	-0.00043999999999999996	-6.567452584878228e-28	1.1786620830163677e-32	0.0003324270035733755	-2.181389518927158e-06	-2.181389518927162e-06	-5.454314467579187e-07	6.944986181310986e-28	1.7165774632122886e-33	4.725845374658154e-27	0.0003324270035733755	9.063297599574938e-07	8.978912814729415e-10	0.0003324270035733755
3.613491307962005e-29	4.750914032303715e-22	6.081927577917239e-08	0.0	8.398602618108188e-21	1.1970383966220424e-06	1.5578376608413515e-08	1.8138788845967973e-26	5.741311763786111e-06	5.74131176378611e-06	0.0004487367447133184	3.063578053972046e-08	9.253549028805593e-07	9.253549028805602e-07	1.9144917533035467e-11	4.779398351444626e-07	1.957172680678824e-06	3.847634069268053e-07	1.4602151127842794e-27	8.505147167664215e-28	0.0	6.110181213278265e-27	2.5605779824861166e-33	9.18790138289518e-28	1.7169676820300478e-32	3.184867086852519e-07	1.8089205020360157e-07	1.7976206826610095e-06	0.0	5.74131176378611e-06	0.0	-0.00045	-8.516838607014564e-28	1.7169676820300478e-32	0.0003324079784304524	-2.2758497109699565e-06	-2.2758497109699607e-06	-5.666238127026548e-07	9.187901382895189e-28	2.5605779824861125e-33	6.110181213278265e-27	0.0003324079784304524	9.253549028805593e-07	9.683555722480208e-10	0.0003324079784304524
5.122583523246718e-29	5.934743549429454e-22	6.687236176814476e-08	0.0	1.0312210802617029e-20	1.2885568685752811e-06	1.6921662706767857e-08	2.4317178323983755e-26	5.72235274158385e-06	5.722352741583849e-06	0.0004586800311518799	3.3243823431897894e-08	9.443139250828209e-07	9.443139250828217e-07	2.1255545467631573e-11	5.072127738023476e-07	2.03356972114813e-06	3.9655955418809353e-07	1.9316774051445116e-27	1.0992442393142683e-27	0.0	7.873238585542605e-27	3.777524336939441e-33	1.2112646581826763e-27	2.480463679290893e-32	3.384231509166008e-07	1.905843313579301e-07	1.8646730224259285e-06	0.0	5.722352741583849e-06	0.0	-0.00045999999999999996	-1.1007909154424404e-27	2.480463679290893e-32	0.0003323890194082501	-2.3721996128504962e-06	-2.3721996128505005e-06	-5.881865237914707e-07	1.2112646581826776e-27	3.777524336939435e-33	7.873238585542605e-27	0.0003323890194082501	9.443139250828209e-07	1.0426382454472286e-09	0.0003323890194082501
7.173124046777487e-29	7.381219082112043e-22	7.337932937099502e-08	0.0	1.2610619900039578e-20	1.384894277360935e-06	1.8347998159667056e-08	3.236941875066688e-26	5.703459603162518e-06	5.7034596031625175e-06	0.0004686220747573153	3.600969460160281e-08	9.632070635041515e-07	9.632070635041524e-07	2.3546012211360147e-11	5.375635061405291e-07	2.1110803551072932e-06	4.0842893734804925e-07	2.540299269579267e-27	1.4136377084343523e-27	0.0	1.0095244505814699e-26	5.470819324133516e-33	1.5874279222594397e-27	3.5300866946335415e-32	3.591281268090126e-07	2.005684995362952e-07	1.932529221098417e-06	0.0	5.7034596031625175e-06	0.0	-0.00047	-1.4156717660290796e-27	3.5300866946335415e-32	0.0003323701262698288	-2.470432657886854e-06	-2.470432657886858e-06	-6.101182930867033e-07	1.5874279222594415e-27	5.470819324133509e-33	1.0095244505814699e-26	0.0003323701262698288	9.632070635041515e-07	1.1208562023590401e-09	0.0003323701262698288
9.895414780146842e-29	9.136493437727864e-22	8.036333774446681e-08	0.0	1.5356019290739242e-20	1.4861926635489165e-06	1.986054821799696e-08	4.2705981865046374e-26	5.684632112487879e-06	5.6846321124878785e-06	0.00047856287568496896	3.8939151857574465e-08	9.820345541787916e-07	9.820345541787924e-07	2.6027235986132795e-11	5.690046156778413e-07	2.18968701211597e-06	4.2036852186782203e-07	3.315425321307261e-27	1.80686230802582e-27	0.0	1.2867311017752364e-26	7.760020053201211e-33	2.0649769907361652e-27	4.936186385637165e-32	3.8061262503611056e-07	2.108461892596736e-07	2.0011700977730483e-06	0.0	5.6846321124878785e-06	0.0	-0.00048	-1.8095171004789644e-27	4.936186385637165e-32	0.00033235129877915413	-2.570542303107743e-06	-2.5705423031077477e-06	-6.324178382974972e-07	2.0649769907361674e-27	7.760020053201201e-33	1.2867311017752364e-26	0.00033235129877915413	9.820345541787916e-07	1.2031271700018274e-09	0.00033235129877915413
1.3468923487834553e-28	1.1254869721478057e-21	8.78481940513837e-08	0.0	1.8619659529090277e-20	1.5925947519299828e-06	2.1462522443148803e-08	5.585935153234937e-26	5.665870034420868e-06	5.6658700344208676e-06	0.0004885024340901659	4.203801920059796e-08	1.0007966322458018e-06	1.0007966322458027e-06	2.871054666020903e-11	6.015483789069952e-07	2.269372320498428e-06	4.32375354163032e-07	4.2936240735036e-27	2.294608853956577e-27	0.0	1.6297424531934844e-26	1.0827391689101346e-32	2.665586651287419e-27	6.80073582651172e-32	4.0288745842165927e-07	2.2141895803037906e-07	2.070576801405064e-06	0.0	5.6658700344208676e-06	0.0	-0.00049	-2.298047026613641e-27	6.800735826511728e-32	0.0003323325367010871	-2.67252202900435e-06	-2.672522029004355e-06	-6.550838817311708e-07	2.6655866512874233e-27	1.0827391689101324e-32	1.6297424531934844e-26	0.0003323325367010871	1.0007966322458018e-06	1.2895695377597672e-09	0.0003323325367010871
1.8414300414674703e-28	1.382493013706244e-21	9.585860157844812e-08	0.0	2.250283804680753e-20	1.704242215603185e-06	2.315715711841149e-08	7.311960053573889e-26	5.64717313464504e-06	5.647173134645039e-06	0.0004984407501282117	4.531213810215914e-08	1.0194935320216304e-06	1.0194935320216313e-06	3.160784355137543e-11	6.352069191932078e-07	2.350119058953032e-06	4.4444647609229823e-07	5.550410842192513e-27	2.903148733583053e-27	0.0	2.0561302146807262e-26	1.534893158096333e-32	3.430612705641323e-27	9.462022462853427e-32	4.259633108206836e-07	2.3228837285107337e-07	2.1407306556488785e-06	0.0	5.647173134645039e-06	0.0	-0.0004999999999999999	-2.9075934350925363e-27	9.462022462853435e-32	0.00033231383980131127	-2.7763653378092635e-06	-2.776365337809268e-06	-6.781151499559193e-07	3.4306127056413286e-27	1.5348931580963298e-32	2.0561302146807256e-26	0.00033231383980131127	1.0194935320216304e-06	1.3803010125477945e-09	0.00033231383980131127
2.521419803481839e-28	1.6936075796210332e-21	1.0441983739449291e-07	0.0	2.711032141829586e-20	1.8212778770882023e-06	2.49477368382482e-08	9.571107279706663e-26	5.628541179754269e-06	5.628541179754268e-06	0.0005083778239543925	4.876742809968017e-08	1.0381254869124014e-06	1.0381254869124023e-06	3.473140023214272e-11	6.699920156383227e-07	2.4319102158200815e-06	4.565790331336993e-07	7.159311464487438e-27	3.659028944551621e-27	0.0	2.5837470103360952e-26	2.193327942553791e-32	4.400883189831406e-27	1.3228453570056764e-31	4.4985067967156774e-07	2.434559007519775e-07	2.211613351503834e-06	0.0	5.628541179754268e-06	0.0	-0.0005099999999999999	-3.664762230667935e-27	1.3228453570056764e-31	0.0003322952078464205	-2.882065755576208e-06	-2.882065755576213e-06	-7.015103742084025e-07	4.400883189831412e-27	2.1933279425537876e-32	2.583747010336094e-26	0.0003322952078464205	1.0381254869124014e-06	1.4754403227259094e-09	0.0003322952078464205
3.4369153986512914e-28	2.068369152415939e-21	1.135577997749815e-07	0.0	3.2554597777073195e-20	1.9438453574970034e-06	2.683759070285505e-08	1.249147066600423e-25	5.609973937236576e-06	5.609973937236575e-06	0.0005183136557239754	5.240987653382635e-08	1.0566927294300943e-06	1.0566927294300951e-06	3.809389814475086e-11	7.059151355928935e-07	2.5147289785665656e-06	4.687702570146281e-07	9.198022984512702e-27	4.590669136423669e-27	0.0	3.2317388310061655e-26	3.1203705911066714e-32	5.61976744141974e-27	1.8417585043072447e-31	4.745598861731963e-07	2.5492292635803366e-07	2.283206914514726e-06	0.0	5.609973937236575e-06	0.0	-0.00052	-4.598035311062406e-27	1.8417585043072443e-31	0.0003322766406039028	-2.9896168317961367e-06	-2.9896168317961423e-06	-7.252682903185059e-07	5.6197674414197454e-27	3.120370591106666e-32	3.231738831006165e-26	0.0003322766406039028	1.0566927294300943e-06	1.5751069458442409e-09	0.0003322766406039028
4.646025834584906e-28	2.5174912980093976e-21	1.2329906139261177e-07	0.0	3.896060999499332e-20	2.0720886859107522e-06	2.883008811671662e-08	1.622051044211174e-25	5.591471175456328e-06	5.591471175456327e-06	0.0005282482455922074	5.624552718086037e-08	1.0751954912103422e-06	1.075195491210343e-06	4.170846378421531e-11	7.42987470655814e-07	2.598558722182732e-06	4.810174463838831e-07	1.1755308765504044e-26	5.730144251138249e-27	0.0	4.021674512992667e-26	4.389012947324348e-32	7.136608159520775e-27	2.539990981329177e-31	5.001010865166331e-07	2.6669077143711665e-07	2.3554936684567626e-06	0.0	5.591471175456327e-06	0.0	-0.00053	-5.7395587332730054e-27	2.5399909813291768e-31	0.0003322581378421226	-3.099012138974899e-06	-3.0990121389749045e-06	-7.493876386265716e-07	7.136608159520782e-27	4.3890129473243424e-32	4.021674512992666e-26	0.0003322581378421226	1.0751954912103422e-06	1.6794208055718946e-09	0.0003322581378421226
6.215489155152521e-28	3.0529339578686704e-21	1.3367087412287526e-07	0.0	4.6466454641872876e-20	2.206152242685967e-06	3.092863791013808e-08	2.092638618340693e-25	5.573032663650033e-06	5.573032663650032e-06	0.0005381815937143167	6.028047815697323e-08	1.0936340030166374e-06	1.0936340030166383e-06	4.5588675940909725e-11	7.812199434089299e-07	2.6833830067099745e-06	4.933179639119167e-07	1.4931730819590168e-26	7.11340974998987e-27	0.0	4.977693215969915e-26	6.083698426444992e-32	9.007107487328104e-27	3.4602706858663103e-31	5.264842742678568e-07	2.787606978246802e-07	2.4284562285207103e-06	0.0	5.573032663650032e-06	0.0	-0.0005399999999999999	-7.125368527368248e-27	3.46027068586631e-31	0.0003322396993303163	-3.2102452725332882e-06	-3.2102452725332937e-06	-7.738671639638103e-07	9.007107487328113e-27	6.083698426444987e-32	4.9776932159699145e-26	0.0003322396993303163	1.0936340030166374e-06	1.7885022272135914e-09	0.0003322396993303163
