LIP	HFE	TfR	TfR2	FT	HFE-TfR	Tf-Fe-TfR2	Tf-Fe-TfR1	Heme	FT1	Fpn	IRP	Hamp	HO-1	2HFE-TfR2	2HFE-TfR	Fe-FT	2(Tf-Fe)-TfR2	2(Tf-Fe)-TfR1	Values[Fe2GutQUant]
5.2890269249053964e-05	3.975900349519895e-08	2.872893302364026e-08	5.307425948708868e-07	8.614083696915457e-12	1.7929063805357806e-08	1.7141364135842233e-06	1.9855060958395582e-07	5.366092814433771e-09	1.2882139324206649e-06	5.033601454166067e-08	1.1589707753522342e-06	4.99316239146266e-09	3.564022204005716e-11	6.047064750031117e-08	1.1036755752045109e-08	1.6390535443888872e-10	6.958675434774504e-07	1.4393549416755332e-07	1e-07
5.2175479685359604e-05	3.960998224992974e-08	2.8742335301106337e-08	5.307085770717892e-07	8.731536529948076e-12	1.7851218436692937e-08	1.7140216061132693e-06	1.986451681468945e-07	5.3660723267779074e-09	1.2881339965462607e-06	5.1141986750059465e-08	1.1589530139385758e-06	4.993140478356601e-09	3.564088487553832e-11	6.068616259177037e-08	1.0940055368354242e-08	1.6389488578031702e-10	6.958201221508171e-07	1.4400505025150176e-07	1e-07
5.1455006715752325e-05	3.946320242344469e-08	2.8755575072639438e-08	5.306750496908364e-07	8.853012593306966e-12	1.7774081157332244e-08	1.7139084723290556e-06	1.9873860390887647e-07	5.366051839969112e-09	1.2880223740432788e-06	5.1947868395798254e-08	1.1589352629638947e-06	4.993120053908346e-09	3.564154768866601e-11	6.089880132516805e-08	1.0844743497034982e-08	1.6388039333490177e-10	6.957733955197214e-07	1.44073794986667e-07	1e-07
5.073070189610041e-05	3.931857215834184e-08	2.8768652825704806e-08	5.306420045263031e-07	8.978402439521925e-12	1.7697664442661962e-08	1.7137969821867882e-06	1.9883091711857437e-07	5.366031354007346e-09	1.2878799236480174e-06	5.275365948539812e-08	1.1589175227778063e-06	4.99310111843078e-09	3.564221047944098e-11	6.110861501981242e-08	1.0750808676789678e-08	1.6386198650185799e-10	6.957273507447762e-07	1.4414172662303668e-07	1e-07
5.000430430161617e-05	3.9176008130973815e-08	2.878156924686779e-08	5.306094336410947e-07	9.107594411744818e-12	1.762197844141337e-08	1.7136871067997023e-06	1.9892210978886046e-07	5.3660108688925645e-09	1.2877075212110646e-06	5.355936002512451e-08	1.158899793720376e-06	4.9930836719422245e-09	3.564287324786401e-11	6.131565304147451e-08	1.0658238294913485e-08	1.638397768910912e-10	6.956819755133466e-07	1.4420884492536635e-07	1e-07
4.927744104902166e-05	3.903543461621764e-08	2.8794325196160357e-08	5.305773293429819e-07	9.240474424888995e-12	1.7547031228380072e-08	1.7135788183418619e-06	1.9901218547682867e-07	5.365990384624731e-09	1.2875060615802873e-06	5.436497002098946e-08	1.158882076121931e-06	4.993067714169754e-09	3.564353599393582e-11	6.151996296525698e-08	1.056701876558133e-08	1.6381387854208636e-10	6.956372579937976e-07	1.4427515098778627e-07	1e-07
4.8551628339038985e-05	3.8896782664504816e-08	2.8806921684480706e-08	5.305456841671033e-07	9.376925787926011e-12	1.7472829029798942e-08	1.7134720899623491e-06	1.991011490897264e-07	5.365969901203802e-09	1.287276459998616e-06	5.517048947875382e-08	1.1588643703028526e-06	4.9930532445528255e-09	3.5644198717657194e-11	6.172159071939241e-08	1.0477135684758946e-08	1.637844081016418e-10	6.955931867951473e-07	1.4434064707017718e-07	1e-07
4.782827303126774e-05	3.8759989346096105e-08	2.8819359852818755e-08	5.305144908597375e-07	9.516829098508983e-12	1.7399376432846565e-08	1.7133668957061536e-06	1.9918900670641417e-07	5.365949418629738e-09	1.2870196529977293e-06	5.597591840392975e-08	1.158846676573346e-06	4.993040262247392e-09	3.5644861419028884e-11	6.192058071786237e-08	1.0388573970624169e-08	1.6375148492927898e-10	6.955497509299163e-07	1.4440533644756676e-07	1e-07
4.710867462213106e-05	3.862499710970929e-08	2.883164095461676e-08	5.304837423643789e-07	9.660062206527075e-12	1.732667656555639e-08	1.7132632104466726e-06	1.9927576542564974e-07	5.365928936902496e-09	1.2867365987252445e-06	5.678125680178318e-08	1.1588289952332084e-06	4.9930287661301895e-09	3.564552409805163e-11	6.211697597358224e-08	1.030131798105071e-08	1.6371523113372088e-10	6.955069397824854e-07	1.4446922328208377e-07	1e-07
4.6394027663325254e-05	3.8491753195318554e-08	2.884376633961865e-08	5.304534318088936e-07	9.806500224558398e-12	1.7254731263166958e-08	1.7131610098235728e-06	1.9936143322708095e-07	5.365908456022037e-09	1.2864282768101268e-06	5.7586504677336354e-08	1.158811326571589e-06	4.9930187548033714e-09	3.56461867547262e-11	6.231081820259588e-08	1.0215351619789383e-08	1.6367577156247293e-10	6.954647430799964e-07	1.4453231250558574e-07	1e-07
4.568542452430184e-05	3.8360209119017994e-08	2.8855737439719254e-08	5.304235524940733e-07	9.95601566259088e-12	1.7183541215436354e-08	1.7130602701879054e-06	1.9944601884931727e-07	5.365887975988318e-09	1.2860956875228696e-06	5.839166203537049e-08	1.158793670866751e-06	4.993010226599362e-09	3.5646849389053336e-11	6.250214791616609e-08	1.0130658428248468e-08	1.6363323366713505e-10	6.954231508666932e-07	1.4459460971664296e-07	1e-07
4.49838584525268e-05	3.8230320218644563e-08	2.8867555756496892e-08	5.303940978834535e-07	1.0108478495215542e-11	1.7113106097717297e-08	1.7129609685533146e-06	1.9952953168242361e-07	5.3658674968013015e-09	1.285739851186904e-06	5.919672888042851e-08	1.1587760283858433e-06	4.993003179585858e-09	3.5647512001033794e-11	6.269100450261965e-08	1.0047221665267862e-08	1.6358774743623936e-10	6.953821534811459e-07	1.4465612108966255e-07	1e-07
4.429022694943839e-05	3.810204524112375e-08	2.8879222849921523e-08	5.303650615938901e-07	1.0263756429134082e-11	1.7043424690829933e-08	1.7128630825513723e-06	1.996119816704369e-07	5.365847018460942e-09	1.2853618058457307e-06	6.000170521681781e-08	1.158758399384682e-06	4.992997611571102e-09	3.564817459066837e-11	6.287742630234645e-08	9.965024378485305e-09	1.635394451277725e-10	6.953417415354303e-07	1.4471685329242437e-07	1e-07
4.3605335352049156e-05	3.797534598296792e-08	2.889074032855015e-08	5.303364373872387e-07	1.0421715128261995e-11	1.6974494986262706e-08	1.7127665903922316e-06	1.9969337922662103e-07	5.365826540967205e-09	1.2849626060520452e-06	6.080659104861314e-08	1.1587407841075492e-06	4.9929935201092545e-09	3.564883715795775e-11	6.306145067384961e-08	9.884049465418495e-09	1.6348846104409868e-10	6.953019058968266e-07	1.4477681341434727e-07	1e-07
4.292990061522557e-05	3.785018696768265e-08	2.8902109840763578e-08	5.303082191627473e-07	1.0582218497943847e-11	1.6906314281102138e-08	1.7126714708289625e-06	1.9977373515763401e-07	5.365806064320046e-09	1.2845433202293172e-06	6.161138637965956e-08	1.158723182787013e-06	4.992990902505902e-09	3.564949970290274e-11	6.324311405365744e-08	9.804279727372016e-09	1.6343493124776847e-10	6.952626376712591e-07	1.4483600890224816e-07	1e-07
4.226455524590937e-05	3.772653516019789e-08	2.8913333067049963e-08	5.302804009501991e-07	1.0745129032642343e-11	1.683887926251051e-08	1.7125777031255678e-06	1.998530605966611e-07	5.365785588519423e-09	1.2841050281294041e-06	6.241609121357543e-08	1.1587055956437754e-06	4.992989755823673e-09	3.5650162225504063e-11	6.34224520100638e-08	9.7256979162348e-09	1.6337899321384887e-10	6.952239281884711e-07	1.4489444750365024e-07	1e-07
4.160985138279121e-05	3.7604359711115455e-08	2.892441171313801e-08	5.302529769036355e-07	1.0910308178041096e-11	1.677218608370875e-08	1.7124852670279427e-06	1.9993136694381072e-07	5.365765113565295e-09	1.2836488179820915e-06	6.322070555375546e-08	1.1586880228865432e-06	4.992990076887971e-09	3.565082472576249e-11	6.359949929194225e-08	9.648286775547168e-09	1.6332078546783626e-10	6.951857689885939e-07	1.4495213721620318e-07	1e-07
4.096626491321497e-05	3.748363173234837e-08	2.8935347504016697e-08	5.302259412957283e-07	1.1077616736592972e-11	1.6706230430881483e-08	1.712394142738009e-06	2.000086658141248e-07	5.365744639457623e-09	1.2831757833111726e-06	6.402522940337372e-08	1.1586704647119382e-06	4.992991862292711e-09	3.565148720367878e-11	6.377428987224494e-08	9.572029075730126e-09	1.6326044718011875e-10	6.951481518102109e-07	1.4500908624351916e-07	1e-07
4.033419969239539e-05	3.736432409430301e-08	2.8946142178576187e-08	5.301992885125671e-07	1.1246915288454922e-11	1.6641007583820657e-08	1.712304310889941e-06	2.0008496899089636e-07	5.365724166196366e-09	1.2826870196730893e-06	6.48296627653869e-08	1.1586529213044355e-06	4.992995108406185e-09	3.565214965925369e-11	6.394685698799803e-08	9.496907645180432e-09	1.6319811774504714e-10	6.951110685794089e-07	1.450653029554749e-07	1e-07
3.97139917567258e-05	3.724641124762069e-08	2.895679748494639e-08	5.301730130489506e-07	1.1418064631869668e-11	1.657651246934555e-08	1.7122157525288707e-06	2.0016028838497714e-07	5.3657036937814825e-09	1.2821836211186767e-06	6.563400564253742e-08	1.1586353928363443e-06	4.9929998113768994e-09	3.565281209248795e-11	6.411723317614475e-08	9.422905396853462e-09	1.6313393634055401e-10	6.950745113999971e-07	1.4512079585356285e-07	1e-07
3.9105913545685184e-05	3.712986906333654e-08	2.8967315176364606e-08	5.301471095040486e-07	1.1590926234346013e-11	1.651273970926208e-08	1.7121284490914155e-06	2.0023463599862087e-07	5.365683222212932e-09	1.2816666767737982e-06	6.643825803735667e-08	1.1586178794678216e-06	4.993005967139487e-09	3.565347450338234e-11	6.428545030633672e-08	9.35000535142167e-09	1.6306804147696856e-10	6.950384725445839e-07	1.4517557354006216e-07	1e-07
3.851017809159731e-05	3.7014674690992637e-08	2.897769700755719e-08	5.301215725774278e-07	1.176536269942427e-11	1.644968366296311e-08	1.7120423823880034e-06	2.0030802389373504e-07	5.365662751490674e-09	1.281137267109807e-06	6.724241995216821e-08	1.1586003813469288e-06	4.993013571420589e-09	3.565413689193761e-11	6.445153961071145e-08	9.27819065715161e-09	1.6300057053024093e-10	6.950029444464987e-07	1.4522964469092768e-07	1e-07
3.792694315651184e-05	3.690080643247961e-08	2.898794473157239e-08	5.300963970654023e-07	1.1941238212912679e-11	1.6387338465298837e-08	1.7119575345867738e-06	2.003804641640074e-07	5.3656422816146635e-09	1.2805964604119714e-06	6.80464913890911e-08	1.1585828986097286e-06	4.993022619744757e-09	3.5654799258154505e-11	6.461553171103283e-08	9.207444606920693e-09	1.6293165929569017e-10	6.949679196924557e-07	1.452830180319436e-07	1e-07
3.735631529896958e-05	3.67882436291991e-08	2.8998060096995598e-08	5.300715778576559e-07	1.2118419014709473e-11	1.6325698060414453e-08	1.7118738881988128e-06	2.0045196891031525e-07	5.365621812584865e-09	1.2800453091088456e-06	6.885047235004297e-08	1.1585654313804182e-06	4.9930331074403434e-09	3.5655461602033785e-11	6.477745664359186e-08	9.137750652831065e-09	1.6286144151616072e-10	6.949333910158412e-07	1.4533570231764697e-07	1e-07
3.67983538497588e-05	3.667696656155396e-08	2.9008044845517915e-08	5.300471099341206e-07	1.2296773787816621e-11	1.6264756231840798e-08	1.7117914260646353e-06	2.005225502191705e-07	5.365601344401235e-09	1.2794848466011972e-06	6.965436283674348e-08	1.158547979771505e-06	4.993045029645356e-09	3.565612392357619e-11	6.493734388202047e-08	9.06909241862144e-09	1.6279004849298234e-10	6.948993512905876e-07	1.4538770631281183e-07	1e-07
3.6253074778065115e-05	3.656695636004348e-08	2.9017900709839716e-08	5.30022988362092e-07	1.247617415818951e-11	1.620450662902668e-08	1.7117101313418266e-06	2.0059222014404e-07	5.365580877063735e-09	1.2789160835655715e-06	7.045816285071736e-08	1.15853054388402e-06	4.993058381313302e-09	3.565678622278251e-11	6.509522235816068e-08	9.001453710001985e-09	1.6271760858608838e-10	6.948657935255906e-07	1.454390387763577e-07	1e-07
3.572045443510608e-05	3.645819492547983e-08	2.9027629411831695e-08	5.299992082935497e-07	1.2656495030721948e-11	1.6144942791081082e-08	1.7116299874936333e-06	2.0066099068888927e-07	5.365560410572321e-09	1.2783400050306275e-06	7.126187239329786e-08	1.1585131238077697e-06	4.993073157218974e-09	3.565744849965348e-11	6.525112048133851e-08	8.9348185234189e-09	1.626442468779939e-10	6.948327108595713e-07	1.4548970844713793e-07	1e-07
3.5200433162757983e-05	3.63506648577861e-08	2.9037232660943483e-08	5.299757649626505e-07	1.2837614994098232e-11	1.6086058167861536e-08	1.7115509782784245e-06	2.0072887379384998e-07	5.365539944926955e-09	1.2777575673246893e-06	7.20654914656299e-08	1.1584957196216163e-06	4.993089351964187e-09	3.565811075418985e-11	6.540506615618506e-08	8.869171053309726e-09	1.6257008476890267e-10	6.9480009655634e-07	1.4553972403152008e-07	1e-07
3.469291878753913e-05	3.624434939226099e-08	2.9046712152830167e-08	5.299526536833752e-07	1.3019416651179109e-11	1.60278461387395e-08	1.7114730877398805e-06	2.00795881322758e-07	5.365519480127592e-09	1.277169695417285e-06	7.286902006867319e-08	1.1584783313938028e-06	4.9931069599835205e-09	3.5658772986392374e-11	6.555708679922867e-08	8.8044956980162e-09	1.6249523964627472e-10	6.947679440004086e-07	1.4558909419254291e-07	1e-07
3.4197789910199274e-05	3.6139232343597034e-08	2.9056069568189606e-08	5.299298698473641e-07	1.3201786940790521e-11	1.59703000289846e-08	1.7113963001980638e-06	2.0086202505252361e-07	5.3654990161741965e-09	1.2765772803944628e-06	7.36724582032055e-08	1.1584609591822941e-06	4.993125975549904e-09	3.565943519626182e-11	6.570720935401805e-08	8.740777064480211e-09	1.624198245629885e-10	6.947362466930036e-07	1.456378275406286e-07	1e-07
3.371489908517637e-05	3.603529805501845e-08	2.9065306571754417e-08	5.299074089218471e-07	1.3384617415203802e-11	1.591341312452987e-08	1.711320600240948e-06	2.0092731666382154e-07	5.365478553066724e-09	1.275981177303797e-06	7.447580586982571e-08	1.1584436030351568e-06	4.993146392780231e-09	3.566009738379893e-11	6.58554603054611e-08	8.67799997197459e-09	1.62343947959807e-10	6.947049982483034e-07	1.4568593262540468e-07	1e-07
3.32440758192465e-05	3.5932531353246026e-08	2.9074424811444748e-08	5.298852664477115e-07	1.356780442821648e-11	1.5857178684931085e-08	1.7112459727166023e-06	2.0099176773317203e-07	5.365458090805134e-09	1.2753822032874248e-06	7.527906306895699e-08	1.1584262629909576e-06	4.993168205640856e-09	3.5660759549004466e-11	6.60018656930791e-08	8.616149454908342e-09	1.622677134772406e-10	6.946741923899699e-07	1.4573341792870543e-07	1e-07
3.2785129400670875e-05	3.583091750836311e-08	2.9083425917655632e-08	5.298634380376885e-07	1.3751249436808301e-11	1.5801589954806994e-08	1.7111724027259094e-06	2.0105538972619478e-07	5.3654376293893865e-09	1.2747811359318158e-06	7.608222980084975e-08	1.1584089390791827e-06	4.9931914079530176e-09	3.5661421691879167e-11	6.61464511233526e-08	8.555210764848954e-09	1.6219121965383227e-10	6.946438229479341e-07	1.4578029185856816e-07	1e-07
3.233785158148511e-05	3.573044219750305e-08	2.909231150267135e-08	5.29841919374587e-07	1.3934859058509037e-11	1.5746640174000807e-08	1.7110998756155694e-06	2.0111819399192712e-07	5.36541716881944e-09	1.2741787121208209e-06	7.688530606558488e-08	1.1583916313206816e-06	4.993215993398275e-09	3.5662083812423804e-11	6.628924178159841e-08	8.495169371743931e-09	1.62114559868728e-10	6.946138838553171e-07	1.4582656274411757e-07	1e-07
3.1902019067389066e-05	3.5631091472991816e-08	2.910108316016399e-08	5.298207062097159e-07	1.411854523660218e-11	1.569232258651586e-08	1.7110283769718507e-06	2.0118019175793388e-07	5.365396709095255e-09	1.2735756269545374e-06	7.768829186307634e-08	1.1583743397281103e-06	4.993241955523686e-09	3.566274591063913e-11	6.64302624425771e-08	8.436010964794729e-09	1.620378221764108e-10	6.945843691456829e-07	1.4587223883114752e-07	1e-07
3.1477395856219715e-05	3.553285173343929e-08	2.9109742464812008e-08	5.297997943612949e-07	1.430222531306881e-11	1.5638630448361247e-08	1.7109578926144146e-06	2.0124139412639663e-07	5.365376250216788e-09	1.272972533172742e-06	7.849118719307437e-08	1.1583570643063982e-06	4.993269287747072e-09	3.5663407986525886e-11	6.656953748098814e-08	8.377721452516193e-09	1.6196108923369285e-10	6.9455527295034e-07	1.4591732827850837e-07	1e-07
3.106373542392391e-05	3.543570969779892e-08	2.9118290971989123e-08	5.297791797129639e-07	1.4485822070286926e-11	1.5585557034521886e-08	1.7108884085905413e-06	2.0130181207083444e-07	5.365355792184002e-09	1.272370040752798e-06	7.929399205516824e-08	1.1583398050532213e-06	4.993297983362153e-09	3.566407004008484e-11	6.67070908812876e-08	8.320286962426355e-09	1.6188443825795062e-10	6.945265894958223e-07	1.4596183915503728e-07	1e-07
3.066078273864888e-05	3.5339652382351406e-08	2.912673021752296e-08	5.297588582123851e-07	1.466926372101023e-11	1.5533095645040985e-08	1.7108199111697637e-06	2.0136145643344183e-07	5.365335334996854e-09	1.271768717058945e-06	8.0096706448789e-08	1.1583225619594732e-06	4.993328035543581e-09	3.5664732071316734e-11	6.684294624681685e-08	8.263693840406466e-09	1.618079410370812e-10	6.944983131015566e-07	1.4600577943701904e-07	1e-07
3.0268276099062076e-05	3.524466708021813e-08	2.913506171752733e-08	5.297388258698992e-07	1.4852483887619744e-11	1.548123961029701e-08	1.7107523868387465e-06	2.014203379230653e-07	5.365314878655303e-09	1.2711690867547806e-06	8.089933037321235e-08	1.1583053350097368e-06	4.993359437351846e-09	3.5665394080222336e-11	6.697712680851722e-08	8.207928649613286e-09	1.6173166395018628e-10	6.944704381776406e-07	1.4604915700618826e-07	1e-07
2.9885948858473837e-05	3.5150741342570784e-08	2.914328696828592e-08	5.297190787572122e-07	1.5035421583636113e-11	1.542998229571938e-08	1.7106858222963377e-06	2.0147846711361184e-07	5.3652944231593084e-09	1.2705716324260296e-06	8.17018638275611e-08	1.1582881241827604e-06	4.993392181738189e-09	3.566605606680239e-11	6.710965543336084e-08	8.15297816910779e-09	1.616556679859948e-10	6.944429592227061e-07	1.4609197964809242e-07	1e-07
